,dataset,percent labeled,fold,base,filter,f1-score,mean squared error,accuracy score
384,blood-transfusion.csv,0.35,4,KNeighborsClassifier,ENANE,0.6696962449174838,0.3333333333333333,0.6666666666666666
385,blood-transfusion.csv,0.35,5,KNeighborsClassifier,ENANE,0.7335831381733021,0.24,0.76
386,blood-transfusion.csv,0.35,6,KNeighborsClassifier,ENANE,0.6282517482517481,0.36,0.64
387,blood-transfusion.csv,0.35,7,KNeighborsClassifier,ENANE,0.7490677966101694,0.24,0.76
388,blood-transfusion.csv,0.35,8,KNeighborsClassifier,ENANE,0.7265030895862539,0.2567567567567567,0.7432432432432432
389,blood-transfusion.csv,0.35,9,KNeighborsClassifier,ENANE,0.787907705940493,0.1891891891891892,0.8108108108108109
390,blood-transfusion.csv,0.35,0,DecisionTreeClassifier,ENN,0.6447775175644027,0.32,0.68
391,blood-transfusion.csv,0.35,1,DecisionTreeClassifier,ENN,0.6902857142857143,0.3066666666666666,0.6933333333333334
392,blood-transfusion.csv,0.35,2,DecisionTreeClassifier,ENN,0.7441490683229813,0.2533333333333333,0.7466666666666667
393,blood-transfusion.csv,0.35,3,DecisionTreeClassifier,ENN,0.6385454545454545,0.3733333333333333,0.6266666666666667
394,blood-transfusion.csv,0.35,4,DecisionTreeClassifier,ENN,0.7277890466531441,0.2666666666666666,0.7333333333333333
395,blood-transfusion.csv,0.35,5,DecisionTreeClassifier,ENN,0.7133333333333334,0.2666666666666666,0.7333333333333333
396,blood-transfusion.csv,0.35,6,DecisionTreeClassifier,ENN,0.771080745341615,0.2266666666666666,0.7733333333333333
397,blood-transfusion.csv,0.35,7,DecisionTreeClassifier,ENN,0.6961205453240852,0.3066666666666666,0.6933333333333334
398,blood-transfusion.csv,0.35,8,DecisionTreeClassifier,ENN,0.659551076500229,0.3243243243243243,0.6756756756756757
399,blood-transfusion.csv,0.35,9,DecisionTreeClassifier,ENN,0.7061229964455771,0.2837837837837837,0.7162162162162162
410,blood-transfusion.csv,0.35,0,DecisionTreeClassifier,ENANE,0.6282517482517481,0.36,0.64
411,blood-transfusion.csv,0.35,1,DecisionTreeClassifier,ENANE,0.752533485323454,0.2266666666666666,0.7733333333333333
412,blood-transfusion.csv,0.35,2,DecisionTreeClassifier,ENANE,0.7769491525423728,0.2133333333333333,0.7866666666666666
413,blood-transfusion.csv,0.35,3,DecisionTreeClassifier,ENANE,0.6385454545454545,0.3733333333333333,0.6266666666666667
414,blood-transfusion.csv,0.35,4,DecisionTreeClassifier,ENANE,0.7133333333333334,0.2666666666666666,0.7333333333333333
415,blood-transfusion.csv,0.35,5,DecisionTreeClassifier,ENANE,0.68,0.32,0.68
416,blood-transfusion.csv,0.35,6,DecisionTreeClassifier,ENANE,0.6557886557886557,0.3333333333333333,0.6666666666666666
417,blood-transfusion.csv,0.35,7,DecisionTreeClassifier,ENANE,0.6273333333333334,0.3466666666666667,0.6533333333333333
418,blood-transfusion.csv,0.35,8,DecisionTreeClassifier,ENANE,0.6858312858312858,0.3108108108108108,0.6891891891891891
419,blood-transfusion.csv,0.35,9,DecisionTreeClassifier,ENANE,0.8416596834446732,0.1486486486486486,0.8513513513513513
420,blood-transfusion.csv,0.35,0,GaussianNB,ENN,0.694306070105443,0.28,0.72
421,blood-transfusion.csv,0.35,1,GaussianNB,ENN,0.67072,0.28,0.72
422,blood-transfusion.csv,0.35,2,GaussianNB,ENN,0.7235235732009925,0.24,0.76
423,blood-transfusion.csv,0.35,3,GaussianNB,ENN,0.6846666666666666,0.2933333333333333,0.7066666666666667
424,blood-transfusion.csv,0.35,4,GaussianNB,ENN,0.73344,0.2266666666666666,0.7733333333333333
425,blood-transfusion.csv,0.35,5,GaussianNB,ENN,0.6928039702233251,0.2666666666666666,0.7333333333333333
426,blood-transfusion.csv,0.35,6,GaussianNB,ENN,0.6534417344173442,0.3066666666666666,0.6933333333333334
427,blood-transfusion.csv,0.35,7,GaussianNB,ENN,0.6620843672456576,0.2933333333333333,0.7066666666666667
428,blood-transfusion.csv,0.35,8,GaussianNB,ENN,0.7075289575289575,0.2702702702702703,0.7297297297297297
429,blood-transfusion.csv,0.35,9,GaussianNB,ENN,0.7474571345539087,0.2162162162162162,0.7837837837837838
440,blood-transfusion.csv,0.35,0,GaussianNB,ENANE,0.7234197777144485,0.2533333333333333,0.7466666666666667
441,blood-transfusion.csv,0.35,1,GaussianNB,ENANE,0.7020799999999999,0.2533333333333333,0.7466666666666667
442,blood-transfusion.csv,0.35,2,GaussianNB,ENANE,0.7235235732009925,0.24,0.76
443,blood-transfusion.csv,0.35,3,GaussianNB,ENANE,0.6750447275684467,0.3066666666666666,0.6933333333333334
444,blood-transfusion.csv,0.35,4,GaussianNB,ENANE,0.7438482384823847,0.2266666666666666,0.7733333333333333
445,blood-transfusion.csv,0.35,5,GaussianNB,ENANE,0.7020799999999999,0.2533333333333333,0.7466666666666667
446,blood-transfusion.csv,0.35,6,GaussianNB,ENANE,0.6793650793650793,0.2666666666666666,0.7333333333333333
447,blood-transfusion.csv,0.35,7,GaussianNB,ENANE,0.6534417344173442,0.3066666666666666,0.6933333333333334
448,blood-transfusion.csv,0.35,8,GaussianNB,ENANE,0.7173868082958992,0.2567567567567567,0.7432432432432432
449,blood-transfusion.csv,0.35,9,GaussianNB,ENANE,0.7373236651285431,0.2297297297297297,0.7702702702702703
450,dermatology.csv,0.35,0,KNeighborsClassifier,ENN,0.0,1.2162162162162162,0.0
451,dermatology.csv,0.35,1,KNeighborsClassifier,ENN,0.0,1.0,0.0
452,dermatology.csv,0.35,2,KNeighborsClassifier,ENN,0.0341394025604551,1.1891891891891893,0.027027027027027
453,dermatology.csv,0.35,3,KNeighborsClassifier,ENN,0.0,1.4324324324324325,0.0
454,dermatology.csv,0.35,4,KNeighborsClassifier,ENN,0.027027027027027,0.972972972972973,0.027027027027027
455,dermatology.csv,0.35,5,KNeighborsClassifier,ENN,0.0,1.2162162162162162,0.0
456,dermatology.csv,0.35,6,KNeighborsClassifier,ENN,0.0,1.0,0.0
457,dermatology.csv,0.35,7,KNeighborsClassifier,ENN,0.0,1.0,0.0
458,dermatology.csv,0.35,8,KNeighborsClassifier,ENN,0.0252525252525252,0.9722222222222222,0.0277777777777777
459,dermatology.csv,0.35,9,KNeighborsClassifier,ENN,0.0,2.4166666666666665,0.0
470,dermatology.csv,0.35,0,KNeighborsClassifier,ENANE,0.0,1.0,0.0
471,dermatology.csv,0.35,1,KNeighborsClassifier,ENANE,0.0,1.162162162162162,0.0
472,dermatology.csv,0.35,2,KNeighborsClassifier,ENANE,0.0,1.2162162162162162,0.0
473,dermatology.csv,0.35,3,KNeighborsClassifier,ENANE,0.0,1.0,0.0
474,dermatology.csv,0.35,4,KNeighborsClassifier,ENANE,0.027027027027027,0.972972972972973,0.027027027027027
475,dermatology.csv,0.35,5,KNeighborsClassifier,ENANE,0.0,1.2162162162162162,0.0
476,dermatology.csv,0.35,6,KNeighborsClassifier,ENANE,0.0,1.2222222222222223,0.0
477,dermatology.csv,0.35,7,KNeighborsClassifier,ENANE,0.0,1.4444444444444444,0.0
478,dermatology.csv,0.35,8,KNeighborsClassifier,ENANE,0.0,1.2222222222222223,0.0
479,dermatology.csv,0.35,9,KNeighborsClassifier,ENANE,0.0,1.2222222222222223,0.0
480,dermatology.csv,0.35,0,DecisionTreeClassifier,ENN,0.0236486486486486,1.2702702702702702,0.027027027027027
481,dermatology.csv,0.35,1,DecisionTreeClassifier,ENN,0.0231660231660231,1.6216216216216215,0.027027027027027
482,dermatology.csv,0.35,2,DecisionTreeClassifier,ENN,0.0324324324324324,1.1891891891891893,0.027027027027027
483,dermatology.csv,0.35,3,DecisionTreeClassifier,ENN,0.0,2.5135135135135136,0.0
484,dermatology.csv,0.35,4,DecisionTreeClassifier,ENN,0.0,2.1621621621621623,0.0
485,dermatology.csv,0.35,5,DecisionTreeClassifier,ENN,0.0,1.5135135135135136,0.0
486,dermatology.csv,0.35,6,DecisionTreeClassifier,ENN,0.0,1.75,0.0
487,dermatology.csv,0.35,7,DecisionTreeClassifier,ENN,0.0,2.4166666666666665,0.0
488,dermatology.csv,0.35,8,DecisionTreeClassifier,ENN,0.0,1.2222222222222223,0.0
489,dermatology.csv,0.35,9,DecisionTreeClassifier,ENN,0.0,2.4166666666666665,0.0
500,dermatology.csv,0.35,0,DecisionTreeClassifier,ENANE,0.0297297297297297,2.189189189189189,0.027027027027027
501,dermatology.csv,0.35,1,DecisionTreeClassifier,ENANE,0.0231660231660231,1.4054054054054057,0.027027027027027
502,dermatology.csv,0.35,2,DecisionTreeClassifier,ENANE,0.0,1.2162162162162162,0.0
503,dermatology.csv,0.35,3,DecisionTreeClassifier,ENANE,0.0,2.2972972972972974,0.0
504,dermatology.csv,0.35,4,DecisionTreeClassifier,ENANE,0.0,1.945945945945946,0.0
505,dermatology.csv,0.35,5,DecisionTreeClassifier,ENANE,0.0,1.5135135135135136,0.0
506,dermatology.csv,0.35,6,DecisionTreeClassifier,ENANE,0.0,1.6666666666666667,0.0
507,dermatology.csv,0.35,7,DecisionTreeClassifier,ENANE,0.0,2.4166666666666665,0.0
508,dermatology.csv,0.35,8,DecisionTreeClassifier,ENANE,0.0,1.6388888888888888,0.0
509,dermatology.csv,0.35,9,DecisionTreeClassifier,ENANE,0.0,1.9722222222222223,0.0
510,dermatology.csv,0.35,0,GaussianNB,ENN,0.0,1.0,0.0
511,dermatology.csv,0.35,1,GaussianNB,ENN,0.0231660231660231,1.1891891891891893,0.027027027027027
512,dermatology.csv,0.35,2,GaussianNB,ENN,0.0,1.2162162162162162,0.0
513,dermatology.csv,0.35,3,GaussianNB,ENN,0.0,2.891891891891892,0.0
514,dermatology.csv,0.35,4,GaussianNB,ENN,0.0,1.0,0.0
515,dermatology.csv,0.35,5,GaussianNB,ENN,0.0,1.0,0.0
516,dermatology.csv,0.35,6,GaussianNB,ENN,0.0,1.0,0.0
517,dermatology.csv,0.35,7,GaussianNB,ENN,0.0,1.0833333333333333,0.0
518,dermatology.csv,0.35,8,GaussianNB,ENN,0.0,1.4166666666666667,0.0
519,dermatology.csv,0.35,9,GaussianNB,ENN,0.0436507936507936,1.4166666666666667,0.0277777777777777
530,dermatology.csv,0.35,0,GaussianNB,ENANE,0.0,1.0,0.0
531,dermatology.csv,0.35,1,GaussianNB,ENANE,0.0231660231660231,1.1891891891891893,0.027027027027027
532,dermatology.csv,0.35,2,GaussianNB,ENANE,0.0,1.0,0.0
533,dermatology.csv,0.35,3,GaussianNB,ENANE,0.0,1.0,0.0
534,dermatology.csv,0.35,4,GaussianNB,ENANE,0.0,1.0,0.0
535,dermatology.csv,0.35,5,GaussianNB,ENANE,0.0,1.0810810810810811,0.0
536,dermatology.csv,0.35,6,GaussianNB,ENANE,0.0,1.2222222222222223,0.0
537,dermatology.csv,0.35,7,GaussianNB,ENANE,0.0,1.0,0.0
538,dermatology.csv,0.35,8,GaussianNB,ENANE,0.0,1.9166666666666667,0.0
539,dermatology.csv,0.35,9,GaussianNB,ENANE,0.0407407407407407,0.9722222222222222,0.0277777777777777
540,ecoli.csv,0.35,0,KNeighborsClassifier,ENN,0.0147058823529411,4.323529411764706,0.0294117647058823
541,ecoli.csv,0.35,1,KNeighborsClassifier,ENN,0.0,11.058823529411764,0.0
542,ecoli.csv,0.35,2,KNeighborsClassifier,ENN,0.0,10.970588235294118,0.0
543,ecoli.csv,0.35,3,KNeighborsClassifier,ENN,0.5470885323826499,6.5588235294117645,0.6470588235294118
544,ecoli.csv,0.35,4,KNeighborsClassifier,ENN,0.0261437908496732,7.5,0.0294117647058823
545,ecoli.csv,0.35,5,KNeighborsClassifier,ENN,0.0522875816993464,8.558823529411764,0.0294117647058823
546,ecoli.csv,0.35,6,KNeighborsClassifier,ENN,0.0,5.363636363636363,0.0
547,ecoli.csv,0.35,7,KNeighborsClassifier,ENN,0.0,7.03030303030303,0.0
548,ecoli.csv,0.35,8,KNeighborsClassifier,ENN,0.0,7.575757575757576,0.0
549,ecoli.csv,0.35,9,KNeighborsClassifier,ENN,0.0,4.818181818181818,0.0
560,ecoli.csv,0.35,0,KNeighborsClassifier,ENANE,0.0,3.4411764705882355,0.0
561,ecoli.csv,0.35,1,KNeighborsClassifier,ENANE,0.4876660341555978,6.676470588235294,0.5
562,ecoli.csv,0.35,2,KNeighborsClassifier,ENANE,0.0823529411764706,9.323529411764708,0.0588235294117647
563,ecoli.csv,0.35,3,KNeighborsClassifier,ENANE,0.0,11.735294117647058,0.0
564,ecoli.csv,0.35,4,KNeighborsClassifier,ENANE,0.5062388591800356,6.117647058823529,0.5588235294117647
565,ecoli.csv,0.35,5,KNeighborsClassifier,ENANE,0.0,8.852941176470589,0.0
566,ecoli.csv,0.35,6,KNeighborsClassifier,ENANE,0.0,8.909090909090908,0.0
567,ecoli.csv,0.35,7,KNeighborsClassifier,ENANE,0.4962121212121212,10.818181818181818,0.5454545454545454
568,ecoli.csv,0.35,8,KNeighborsClassifier,ENANE,0.0808080808080808,5.545454545454546,0.0606060606060606
569,ecoli.csv,0.35,9,KNeighborsClassifier,ENANE,0.58016058016058,3.212121212121212,0.5757575757575758
570,ecoli.csv,0.35,0,DecisionTreeClassifier,ENN,0.5186318871439978,4.823529411764706,0.5
571,ecoli.csv,0.35,1,DecisionTreeClassifier,ENN,0.5623455264458724,4.0588235294117645,0.5882352941176471
572,ecoli.csv,0.35,2,DecisionTreeClassifier,ENN,0.0,9.558823529411764,0.0
573,ecoli.csv,0.35,3,DecisionTreeClassifier,ENN,0.5171568627450981,7.705882352941177,0.5882352941176471
574,ecoli.csv,0.35,4,DecisionTreeClassifier,ENN,0.1315508021390374,10.352941176470589,0.088235294117647
575,ecoli.csv,0.35,5,DecisionTreeClassifier,ENN,0.0716112531969309,8.088235294117647,0.0588235294117647
576,ecoli.csv,0.35,6,DecisionTreeClassifier,ENN,0.0808080808080808,4.484848484848484,0.0606060606060606
577,ecoli.csv,0.35,7,DecisionTreeClassifier,ENN,0.7416282642089094,5.181818181818182,0.7575757575757576
578,ecoli.csv,0.35,8,DecisionTreeClassifier,ENN,0.0,7.545454545454546,0.0
579,ecoli.csv,0.35,9,DecisionTreeClassifier,ENN,0.0385674931129476,9.757575757575758,0.0303030303030303
590,ecoli.csv,0.35,0,DecisionTreeClassifier,ENANE,0.5475015812776723,7.323529411764706,0.6176470588235294
591,ecoli.csv,0.35,1,DecisionTreeClassifier,ENANE,0.0411764705882353,8.205882352941176,0.0294117647058823
592,ecoli.csv,0.35,2,DecisionTreeClassifier,ENANE,0.0,11.088235294117649,0.0
593,ecoli.csv,0.35,3,DecisionTreeClassifier,ENANE,0.0,9.941176470588236,0.0
594,ecoli.csv,0.35,4,DecisionTreeClassifier,ENANE,0.0130718954248366,7.264705882352941,0.0294117647058823
595,ecoli.csv,0.35,5,DecisionTreeClassifier,ENANE,0.4862745098039216,7.470588235294118,0.5
596,ecoli.csv,0.35,6,DecisionTreeClassifier,ENANE,0.0368906455862977,6.393939393939394,0.0303030303030303
597,ecoli.csv,0.35,7,DecisionTreeClassifier,ENANE,0.0,9.545454545454543,0.0
598,ecoli.csv,0.35,8,DecisionTreeClassifier,ENANE,0.0538720538720538,7.363636363636363,0.0303030303030303
599,ecoli.csv,0.35,9,DecisionTreeClassifier,ENANE,0.0484848484848484,7.96969696969697,0.0303030303030303
600,ecoli.csv,0.35,0,GaussianNB,ENN,0.6911764705882353,7.323529411764706,0.7058823529411765
601,ecoli.csv,0.35,1,GaussianNB,ENN,0.0,8.029411764705882,0.0
602,ecoli.csv,0.35,2,GaussianNB,ENN,0.0028011204481792,10.441176470588236,0.0294117647058823
603,ecoli.csv,0.35,3,GaussianNB,ENN,0.3615663274107297,8.941176470588236,0.3823529411764705
604,ecoli.csv,0.35,4,GaussianNB,ENN,0.5116554539704444,13.264705882352942,0.5294117647058824
605,ecoli.csv,0.35,5,GaussianNB,ENN,0.0,9.823529411764708,0.0
606,ecoli.csv,0.35,6,GaussianNB,ENN,0.0,11.484848484848484,0.0
607,ecoli.csv,0.35,7,GaussianNB,ENN,0.0692640692640692,10.848484848484848,0.0606060606060606
608,ecoli.csv,0.35,8,GaussianNB,ENN,0.5197068726480492,5.121212121212121,0.5151515151515151
609,ecoli.csv,0.35,9,GaussianNB,ENN,0.1118881118881118,10.12121212121212,0.0909090909090909
620,ecoli.csv,0.35,0,GaussianNB,ENANE,0.5709459459459459,9.588235294117649,0.6764705882352942
621,ecoli.csv,0.35,1,GaussianNB,ENANE,0.0,9.088235294117649,0.0
622,ecoli.csv,0.35,2,GaussianNB,ENANE,0.0032679738562091,6.941176470588236,0.0294117647058823
623,ecoli.csv,0.35,3,GaussianNB,ENANE,0.4143790849673202,9.617647058823527,0.5
624,ecoli.csv,0.35,4,GaussianNB,ENANE,0.4722336487042368,11.617647058823527,0.5
625,ecoli.csv,0.35,5,GaussianNB,ENANE,0.0862745098039215,8.882352941176471,0.0588235294117647
626,ecoli.csv,0.35,6,GaussianNB,ENANE,0.5328282828282829,7.454545454545454,0.6060606060606061
627,ecoli.csv,0.35,7,GaussianNB,ENANE,0.0,12.151515151515152,0.0
628,ecoli.csv,0.35,8,GaussianNB,ENANE,0.0110192837465564,7.545454545454546,0.0303030303030303
629,ecoli.csv,0.35,9,GaussianNB,ENANE,0.0339393939393939,8.06060606060606,0.0303030303030303
630,glass.csv,0.35,0,KNeighborsClassifier,ENN,0.0979020979020979,3.772727272727273,0.0909090909090909
631,glass.csv,0.35,1,KNeighborsClassifier,ENN,0.0909090909090909,3.909090909090909,0.0909090909090909
632,glass.csv,0.35,2,KNeighborsClassifier,ENN,0.0795454545454545,3.5454545454545454,0.0909090909090909
633,glass.csv,0.35,3,KNeighborsClassifier,ENN,0.106060606060606,5.863636363636363,0.0909090909090909
634,glass.csv,0.35,4,KNeighborsClassifier,ENN,0.0,3.380952380952381,0.0
635,glass.csv,0.35,5,KNeighborsClassifier,ENN,0.2317460317460317,1.619047619047619,0.3333333333333333
636,glass.csv,0.35,6,KNeighborsClassifier,ENN,0.0476190476190476,7.0,0.0476190476190476
637,glass.csv,0.35,7,KNeighborsClassifier,ENN,0.0888888888888888,6.190476190476191,0.0952380952380952
638,glass.csv,0.35,8,KNeighborsClassifier,ENN,0.0703296703296703,3.952380952380953,0.0952380952380952
639,glass.csv,0.35,9,KNeighborsClassifier,ENN,0.0555555555555555,6.619047619047619,0.0476190476190476
650,glass.csv,0.35,0,KNeighborsClassifier,ENANE,0.1363636363636363,5.909090909090909,0.1363636363636363
651,glass.csv,0.35,1,KNeighborsClassifier,ENANE,0.1242424242424242,3.0,0.1363636363636363
652,glass.csv,0.35,2,KNeighborsClassifier,ENANE,0.0669856459330143,3.727272727272727,0.0909090909090909
653,glass.csv,0.35,3,KNeighborsClassifier,ENANE,0.2195804195804195,3.909090909090909,0.1818181818181818
654,glass.csv,0.35,4,KNeighborsClassifier,ENANE,0.1333333333333333,4.523809523809524,0.1428571428571428
655,glass.csv,0.35,5,KNeighborsClassifier,ENANE,0.1557422969187675,3.952380952380953,0.1904761904761904
656,glass.csv,0.35,6,KNeighborsClassifier,ENANE,0.0476190476190476,7.0,0.0476190476190476
657,glass.csv,0.35,7,KNeighborsClassifier,ENANE,0.0833333333333333,5.904761904761905,0.0952380952380952
658,glass.csv,0.35,8,KNeighborsClassifier,ENANE,0.0392156862745098,4.285714285714286,0.0476190476190476
659,glass.csv,0.35,9,KNeighborsClassifier,ENANE,0.0833333333333333,5.761904761904762,0.0952380952380952
660,glass.csv,0.35,0,DecisionTreeClassifier,ENN,0.053030303030303,3.4545454545454546,0.0454545454545454
661,glass.csv,0.35,1,DecisionTreeClassifier,ENN,0.0748663101604278,4.454545454545454,0.0909090909090909
662,glass.csv,0.35,2,DecisionTreeClassifier,ENN,0.0,5.2727272727272725,0.0
663,glass.csv,0.35,3,DecisionTreeClassifier,ENN,0.1608391608391608,2.090909090909091,0.1363636363636363
664,glass.csv,0.35,4,DecisionTreeClassifier,ENN,0.1176470588235294,4.9523809523809526,0.1428571428571428
665,glass.csv,0.35,5,DecisionTreeClassifier,ENN,0.1675617615467239,2.571428571428572,0.238095238095238
666,glass.csv,0.35,6,DecisionTreeClassifier,ENN,0.0784313725490196,6.095238095238095,0.0952380952380952
667,glass.csv,0.35,7,DecisionTreeClassifier,ENN,0.2164502164502164,6.904761904761905,0.1904761904761904
668,glass.csv,0.35,8,DecisionTreeClassifier,ENN,0.0512820512820512,2.7142857142857144,0.0476190476190476
669,glass.csv,0.35,9,DecisionTreeClassifier,ENN,0.1222222222222222,5.571428571428571,0.0952380952380952
680,glass.csv,0.35,0,DecisionTreeClassifier,ENANE,0.2171717171717171,2.8181818181818183,0.1818181818181818
681,glass.csv,0.35,1,DecisionTreeClassifier,ENANE,0.053030303030303,2.772727272727273,0.0454545454545454
682,glass.csv,0.35,2,DecisionTreeClassifier,ENANE,0.0397727272727272,4.590909090909091,0.0454545454545454
683,glass.csv,0.35,3,DecisionTreeClassifier,ENANE,0.2505050505050505,3.727272727272727,0.2272727272727272
684,glass.csv,0.35,4,DecisionTreeClassifier,ENANE,0.2385022385022385,3.4761904761904763,0.1904761904761904
685,glass.csv,0.35,5,DecisionTreeClassifier,ENANE,0.2422723475355054,1.6666666666666667,0.3333333333333333
686,glass.csv,0.35,6,DecisionTreeClassifier,ENANE,0.1333333333333333,3.857142857142857,0.1428571428571428
687,glass.csv,0.35,7,DecisionTreeClassifier,ENANE,0.0952380952380952,6.047619047619048,0.0952380952380952
688,glass.csv,0.35,8,DecisionTreeClassifier,ENANE,0.1333333333333333,6.619047619047619,0.1428571428571428
689,glass.csv,0.35,9,DecisionTreeClassifier,ENANE,0.0833333333333333,6.523809523809524,0.0952380952380952
690,glass.csv,0.35,0,GaussianNB,ENN,0.0,6.045454545454546,0.0
691,glass.csv,0.35,1,GaussianNB,ENN,0.1917355371900826,1.6363636363636365,0.3181818181818182
692,glass.csv,0.35,2,GaussianNB,ENN,0.1248751248751248,2.4545454545454546,0.1363636363636363
693,glass.csv,0.35,3,GaussianNB,ENN,0.0808080808080808,4.863636363636363,0.0454545454545454
694,glass.csv,0.35,4,GaussianNB,ENN,0.359925788497217,6.666666666666667,0.3809523809523809
695,glass.csv,0.35,5,GaussianNB,ENN,0.2080200501253132,7.047619047619048,0.2857142857142857
696,glass.csv,0.35,6,GaussianNB,ENN,0.1515151515151515,3.238095238095238,0.238095238095238
697,glass.csv,0.35,7,GaussianNB,ENN,0.1044973544973545,2.4285714285714284,0.1428571428571428
698,glass.csv,0.35,8,GaussianNB,ENN,0.0200501253132832,3.238095238095238,0.0952380952380952
699,glass.csv,0.35,9,GaussianNB,ENN,0.0666666666666666,6.380952380952381,0.0476190476190476
710,glass.csv,0.35,0,GaussianNB,ENANE,0.1118881118881118,3.090909090909091,0.0909090909090909
711,glass.csv,0.35,1,GaussianNB,ENANE,0.1111111111111111,3.954545454545455,0.0909090909090909
712,glass.csv,0.35,2,GaussianNB,ENANE,0.4393939393939394,1.5909090909090908,0.4545454545454545
713,glass.csv,0.35,3,GaussianNB,ENANE,0.1897233201581028,1.9090909090909087,0.2727272727272727
714,glass.csv,0.35,4,GaussianNB,ENANE,0.2031746031746031,5.476190476190476,0.1904761904761904
715,glass.csv,0.35,5,GaussianNB,ENANE,0.2110177404295051,3.2857142857142856,0.238095238095238
716,glass.csv,0.35,6,GaussianNB,ENANE,0.0211640211640211,5.095238095238095,0.0952380952380952
717,glass.csv,0.35,7,GaussianNB,ENANE,0.175438596491228,3.4761904761904763,0.238095238095238
718,glass.csv,0.35,8,GaussianNB,ENANE,0.1142857142857142,2.380952380952381,0.1428571428571428
719,glass.csv,0.35,9,GaussianNB,ENANE,0.1515151515151515,2.857142857142857,0.238095238095238
720,imageSegmentation.csv,0.35,0,KNeighborsClassifier,ENN,0.8023809523809524,0.6190476190476191,0.8095238095238095
721,imageSegmentation.csv,0.35,1,KNeighborsClassifier,ENN,0.8023809523809524,2.333333333333333,0.8095238095238095
722,imageSegmentation.csv,0.35,2,KNeighborsClassifier,ENN,0.8401360544217686,1.0,0.8571428571428571
723,imageSegmentation.csv,0.35,3,KNeighborsClassifier,ENN,0.8023809523809524,1.1904761904761905,0.8095238095238095
724,imageSegmentation.csv,0.35,4,KNeighborsClassifier,ENN,0.7112244897959183,1.761904761904762,0.7619047619047619
725,imageSegmentation.csv,0.35,5,KNeighborsClassifier,ENN,0.7636363636363638,2.333333333333333,0.7619047619047619
726,imageSegmentation.csv,0.35,6,KNeighborsClassifier,ENN,0.7350649350649351,1.761904761904762,0.7619047619047619
727,imageSegmentation.csv,0.35,7,KNeighborsClassifier,ENN,0.6748299319727892,3.1904761904761907,0.6666666666666666
728,imageSegmentation.csv,0.35,8,KNeighborsClassifier,ENN,0.9510204081632652,0.0476190476190476,0.9523809523809524
729,imageSegmentation.csv,0.35,9,KNeighborsClassifier,ENN,0.7571428571428571,2.333333333333333,0.7619047619047619
740,imageSegmentation.csv,0.35,0,KNeighborsClassifier,ENANE,0.6591836734693878,0.8571428571428571,0.7142857142857143
741,imageSegmentation.csv,0.35,1,KNeighborsClassifier,ENANE,0.7962585034013605,2.333333333333333,0.8095238095238095
742,imageSegmentation.csv,0.35,2,KNeighborsClassifier,ENANE,0.9071428571428573,0.9523809523809524,0.9047619047619048
743,imageSegmentation.csv,0.35,3,KNeighborsClassifier,ENANE,0.7605442176870748,0.8095238095238095,0.7619047619047619
744,imageSegmentation.csv,0.35,4,KNeighborsClassifier,ENANE,0.7972789115646257,1.5714285714285714,0.8095238095238095
745,imageSegmentation.csv,0.35,5,KNeighborsClassifier,ENANE,0.8010204081632653,1.9047619047619049,0.8095238095238095
746,imageSegmentation.csv,0.35,6,KNeighborsClassifier,ENANE,0.8142857142857144,1.5714285714285714,0.8095238095238095
747,imageSegmentation.csv,0.35,7,KNeighborsClassifier,ENANE,0.6523809523809524,3.0,0.6666666666666666
748,imageSegmentation.csv,0.35,8,KNeighborsClassifier,ENANE,0.8595238095238096,1.380952380952381,0.8571428571428571
749,imageSegmentation.csv,0.35,9,KNeighborsClassifier,ENANE,0.8030612244897959,1.5714285714285714,0.8095238095238095
750,imageSegmentation.csv,0.35,0,DecisionTreeClassifier,ENN,0.7857142857142857,1.0476190476190477,0.8095238095238095
751,imageSegmentation.csv,0.35,1,DecisionTreeClassifier,ENN,0.8438775510204082,0.5714285714285714,0.8571428571428571
752,imageSegmentation.csv,0.35,2,DecisionTreeClassifier,ENN,0.9510204081632652,0.0476190476190476,0.9523809523809524
753,imageSegmentation.csv,0.35,3,DecisionTreeClassifier,ENN,0.7605442176870748,1.9523809523809523,0.7619047619047619
754,imageSegmentation.csv,0.35,4,DecisionTreeClassifier,ENN,0.8119047619047619,2.7142857142857144,0.8095238095238095
755,imageSegmentation.csv,0.35,5,DecisionTreeClassifier,ENN,1.0,0.0,1.0
756,imageSegmentation.csv,0.35,6,DecisionTreeClassifier,ENN,0.8047619047619047,1.4285714285714286,0.8095238095238095
757,imageSegmentation.csv,0.35,7,DecisionTreeClassifier,ENN,0.7976190476190477,0.4761904761904761,0.8095238095238095
758,imageSegmentation.csv,0.35,8,DecisionTreeClassifier,ENN,0.9034013605442176,0.238095238095238,0.9047619047619048
759,imageSegmentation.csv,0.35,9,DecisionTreeClassifier,ENN,0.8438775510204082,0.4285714285714285,0.8571428571428571
770,imageSegmentation.csv,0.35,0,DecisionTreeClassifier,ENANE,0.8030612244897959,0.8571428571428571,0.8095238095238095
771,imageSegmentation.csv,0.35,1,DecisionTreeClassifier,ENANE,0.9020408163265308,0.238095238095238,0.9047619047619048
772,imageSegmentation.csv,0.35,2,DecisionTreeClassifier,ENANE,0.746938775510204,0.8095238095238095,0.7619047619047619
