@relation twonorm-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
0.585598,0.438145,0.292367,0.51971,0.435556,0.469298,0.354317,0.553974,0.274258,0.379775,0.303192,0.384797,0.419863,0.411979,0.437368,0.254373,0.417774,0.627546,0.19667,0.472321,1
0.518223,0.409743,0.360525,0.495398,0.359091,0.309278,0.473624,0.595353,0.353314,0.44753,0.457315,0.396853,0.586634,0.524149,0.734278,0.507146,0.62162,0.4041,0.424292,0.317287,1
0.268335,0.618479,0.556345,0.618483,0.389093,0.544815,0.558383,0.577673,0.575661,0.633687,0.291241,0.583316,0.725436,0.498947,0.500987,0.394283,0.620368,0.709888,0.632021,0.437963,0
0.555424,0.466993,0.59527,0.734622,0.548265,0.434947,0.422596,0.749325,0.620742,0.312708,0.410532,0.502897,0.67935,0.68359,0.43763,0.54117,0.646091,0.602808,0.522,0.588197,0
0.705821,0.404734,0.463647,0.648625,0.558203,0.727261,0.616632,0.799483,0.449142,0.9208,0.712402,0.518619,0.65344,0.69846,0.367843,0.361909,0.433428,0.639897,0.598098,0.531636,0
0.541307,0.606752,0.520425,0.120263,0.342629,0.589529,0.645524,0.460909,0.443738,0.506085,0.499295,0.491013,0.378035,0.308248,0.201841,0.475842,0.494254,0.596429,0.416963,0.454844,1
0.406827,0.223497,0.348402,0.358468,0.38105,0.546315,0.345045,0.408309,0.36271,0.508331,0.591539,0.219494,0.39693,0.403027,0.390461,0.391324,0.32885,0.62379,0.436002,0.487218,1
0.515323,0.472856,0.328039,0.42122,0.481622,0.44861,0.594116,0.519433,0.275943,0.335563,0.591377,0.368731,0.430515,0.419151,0.590467,0.357174,0.101199,0.578377,0.527944,0.497972,1
0.623756,0.347015,0.530669,0.433947,0.380924,0.39992,0.578577,0.513497,0.663109,0.578536,0.781728,0.575,0.626003,0.650162,0.520887,0.582976,0.544018,0.580889,0.574192,0.348321,0
0.618672,0.275582,0.346826,0.463169,0.18642,0.737899,0.475384,0.374099,0.353971,0.573502,0.511234,0.317234,0.629601,0.426035,0.446531,0.398451,0.495754,0.262739,0.641731,0.535394,1
0.622134,0.323982,0.315319,0.643655,0.564999,0.382169,0.318963,0.370947,0.460843,0.472038,0.403071,0.18773,0.457071,0.433608,0.429902,0.527973,0.317958,0.28185,0.534361,0.352253,1
0.117746,0.310052,0.537929,0.346993,0.533227,0.360856,0.347647,0.407088,0.487072,0.437545,0.651072,0.237049,0.363643,0.380482,0.733257,0.332557,0.572547,0.413853,0.548345,0.493842,1
0.478379,0.454688,0.325439,0.47376,0.319004,0.631032,0.482164,0.606373,0.251611,0.490221,0.355066,0.435088,0.550305,0.465632,0.526462,0.502902,0.123179,0.474978,0.409124,0.441262,1
0.554389,0.55976,0.509945,0.297177,0.340754,0.329341,0.236256,0.42382,0.307886,0.3819,0.414611,0.227269,0.5765,0.287559,0.634724,0.351344,0.519743,0.285433,0.491084,0.420908,1
0.368336,0.4089,0.19,0.395692,0.396444,0.488237,0.468921,0.434567,0.341787,0.377952,0.449518,0.446369,0.470169,0.424154,0.521549,0.339067,0.49415,0.573193,0.591882,0.442651,1
0.603099,0.474421,0.167982,0.459364,0.472019,0.436984,0.473331,0.530228,0.265172,0.399249,0.571466,0.498222,0.498369,0.263686,0.463823,0.176705,0.438972,0.496885,0.308717,0.517806,1
0.678215,0.660859,0.468859,0.570803,0.526441,0.434547,0.580409,0.626576,0.631043,0.656191,0.751176,0.559118,0.484703,0.57305,0.542001,0.472203,0.46163,0.562997,0.576182,0.613066,0
0.670985,0.418785,0.522958,0.455216,0.557386,0.457585,0.346572,0.762181,0.617569,0.402992,0.60651,0.645294,0.424147,0.706886,0.518651,0.419278,0.606697,0.615429,0.707173,0.721884,0
0.430767,0.476745,0.320812,0.316004,0.322638,0.382569,0.251405,0.439236,0.424538,0.592734,0.566201,0.465363,0.749909,0.521729,0.552889,0.496745,0.283834,0.600086,0.342344,0.542067,1
0.690581,0.592485,0.469984,0.461095,0.551553,0.638632,0.388695,0.760392,0.623135,0.60855,0.788278,0.619632,0.594709,0.582015,0.456509,0.499402,0.840871,0.362246,0.288067,0.572432,0
0.62985,0.467402,0.32124,0.662899,0.551616,0.577241,0.449668,0.494075,0.208364,0.728884,0.539953,0.526935,0.391598,0.585914,0.585968,0.451665,0.480857,0.733937,0.425713,0.312549,0
0.567419,0.448812,0.373212,0.555167,0.468385,0.536564,0.369222,0.669435,0.605942,0.630439,0.460384,0.583968,0.673875,0.403541,0.471027,0.457344,0.572625,0.614259,0.486111,0.627789,0
0.624867,0.454026,0.559857,0.500282,0.686546,0.527601,0.506401,0.672836,0.538723,0.656517,0.734247,0.568578,0.524836,0.688655,0.787726,0.662683,0.522286,0.36466,0.429158,0.490009,0
0.390718,0.339815,0.408006,0.290599,0.29583,0.488074,0.294529,0.392371,0.365635,0.385751,0.316317,0.439677,0.299231,0.222497,0.403268,0.353712,0.501454,0.510811,0.631015,0.511046,1
0.286475,0.6235,0.121053,0.148625,0.302532,0.278764,0.223343,0.615035,0.60412,0.515514,0.319922,0.50569,0.428599,0.345575,0.536508,0.472228,0.259767,0.101047,0.445593,0.322199,1
0.644988,0.408129,0.455081,0.544624,0.355907,0.784777,0.602656,0.448751,0.560811,0.544079,0.594571,0.38305,0.687413,0.580523,0.537861,0.462268,0.484901,0.477761,0.488242,0.312722,0
0.772634,0.466764,0.474543,0.197779,0.345561,0.417108,0.466673,0.498211,0.384811,0.384001,0.471712,0.54144,0.469936,0.414261,0.312132,0.552012,0.338882,0.529639,0.488704,0.439811,1
0.639597,0.663376,0.607573,0.29406,0.510147,0.743787,0.51659,0.517727,0.392657,0.599254,0.539828,0.255195,0.613113,0.43994,0.503015,0.707322,0.699339,0.6752,0.531886,0.675308,0
0.816528,0.471556,0.672119,0.507106,0.348964,0.637482,0.570465,0.677979,0.654618,0.64081,0.832254,0.597525,0.559067,0.554605,0.53706,0.500951,0.649796,0.591984,0.547634,0.703154,0
0.689419,0.456915,0.20971,0.319244,0.466972,0.628019,0.439992,0.550597,0.567604,0.296108,0.500505,0.351754,0.486036,0.597412,0.401667,0.359139,0.340043,0.593794,0.585228,0.405713,1
0.471442,0.515044,0.511983,0.614298,0.43497,0.525126,0.421826,0.796438,0.637798,0.454279,0.551206,0.418246,0.475617,0.465306,0.734195,0.431216,0.386102,0.687058,0.275126,0.578013,0
0.651465,0.657476,0.420028,0.597963,0.369384,0.719223,0.540596,0.383105,0.599645,0.612631,0.317951,0.788096,0.675648,0.441357,0.429336,0.553397,0.531874,0.651028,0.465651,0.722442,0
0.626362,0.594832,0.602227,0.64255,0.4068,0.553428,0.457193,0.464499,0.508714,0.452709,0.570006,0.567188,0.575491,0.436856,0.614341,0.798439,0.583961,0.715848,0.708771,0.554459,0
0.411745,0.392718,0.536139,0.435812,0.222852,0.554053,0.219776,0.477261,0.561989,0.479488,0.311975,0.374611,0.455583,0.458334,0.4531,0.389737,0.552889,0.617535,0.451442,0.382952,1
0.303159,0.350687,0.430237,0.514568,0.535793,0.232637,0.097574,0.445919,0.368114,0.391776,0.358359,0.593133,0.482062,0.479763,0.614534,0.492325,0.512803,0.501675,0.420029,0.67506,1
0.531407,0.773565,0.728762,0.487432,0.479035,0.704248,0.370407,0.636921,0.471206,0.447421,0.659256,0.422958,0.572863,0.605123,0.760222,0.436593,0.344582,0.345598,0.685825,0.665025,0
0.404374,0.640957,0.690129,0.263022,0.299192,0.720749,0.508588,0.483956,0.62839,0.713744,0.537645,0.46011,0.573692,0.462886,0.55391,0.514475,0.310132,0.454612,0.565099,0.479094,0
0.371632,0.372299,0.386427,0.536144,0.246728,0.336054,0.39082,0.178808,0.232833,0.539685,0.338099,0.480458,0.515957,0.403541,0.434097,0.391702,0.448951,0.184595,0.387835,0.464259,1
0.428391,0.499597,0.608508,0.425147,0.526546,0.769676,0.527109,0.571227,0.420745,0.714638,0.482204,0.546853,0.39152,0.608847,0.802893,0.623308,0.819621,0.711834,0.65588,0.73853,0
0.65913,0.39627,0.484134,0.528621,0.350462,0.312616,0.224663,0.698775,0.541313,0.322246,0.500929,0.348481,0.516617,0.238358,0.420863,0.366367,0.54201,0.486578,0.491072,0.569653,1
0.490821,0.329882,0.492993,0.449804,0.424707,0.542052,0.451244,0.581418,0.565608,0.492321,0.551543,0.610134,0.507713,0.363756,0.662876,0.487263,0.910659,0.631215,0.670444,0.615807,0
0.334675,0.450666,0.510981,0.493103,0.293631,0.538902,0.62715,0.559235,0.470908,0.378809,0.529873,0.521633,0.271419,0.554894,0.295613,0.303381,0.509229,0.219259,0.400658,0.367931,1
0.574445,0.360993,0.404933,0.608787,0.24057,0.784977,0.66165,0.440291,0.707286,0.546385,0.486969,0.599309,0.466739,0.357249,0.763935,0.562539,0.59137,0.381308,0.608269,0.514915,0
0.472183,0.540268,0.333791,0.67489,0.271462,0.307853,0.492145,0.417587,0.697047,0.442423,0.561635,0.153136,0.210268,0.329275,0.102549,0.500334,0.146306,0.430144,0.347435,0.376391,1
0.67216,0.412969,0.422076,0.324129,0.246413,0.520189,0.460015,0.251066,0.530418,0.501123,0.393328,0.174973,0.773296,0.466973,0.361633,0.396827,0.561055,0.384201,0.531981,0.232768,1
0.699856,0.30703,0.618188,0.562506,0.489371,0.391682,0.664398,0.7188,0.629258,0.478317,0.466734,0.459249,0.599563,0.554079,0.648648,0.481962,0.657583,0.318237,0.682876,0.557832,0
0.436631,0.475842,0.437363,0.68704,0.357237,0.678509,0.546912,0.600199,0.672046,0.55212,0.468031,0.409979,0.614886,0.414036,0.690408,0.203249,0.588383,0.677047,0.506891,0.546346,0
0.396824,0.37213,0.543771,0.411586,0.305642,0.435897,0.651913,0.196796,0.482448,0.582496,0.445064,0.501667,0.408461,0.469757,0.565309,0.498646,0.261437,0.560497,0.384378,0.239479,1
0.319869,0.580264,0.630424,0.550245,0.380893,0.488362,0.454701,0.551806,0.448423,0.674639,0.509937,0.532791,0.462197,0.375944,0.463299,0.266713,0.39719,0.645512,0.433397,0.607757,1
0.877234,0.296002,0.238335,0.62327,0.438603,0.470786,0.422461,0.442151,0.453431,0.353467,0.334955,0.421482,0.627556,0.444818,0.432372,0.479242,0.604258,0.354045,0.360934,0.519071,1
0.299442,0.509337,0.526706,0.334229,0.510807,0.510988,0.177311,0.491172,0.410296,0.462645,0.577192,0.388168,0.446653,0.584886,0.423761,0.563924,0.554845,0.564019,0.493204,0.52784,1
0.66834,0.425479,0.392584,0.535469,0.524996,0.487212,0.547241,0.499408,0.673819,0.507582,0.446237,0.545991,0.519232,0.653572,0.602404,0.441239,0.59784,0.499828,0.737082,0.652274,0
0.478902,0.520691,0.717832,0.645655,0.183624,0.687309,0.431465,0.644421,0.337101,0.536992,0.58474,0.456518,0.577393,0.606114,0.704967,0.456828,0.663793,0.412264,0.285072,0.541757,0
0.385608,0.465211,0.363092,0.298233,0.203573,0.54954,0.417147,0.49814,0.299606,0.492937,0.527964,0.183277,0.253857,0.266896,0.355575,0.170623,0.446616,0.341744,0.515404,0.363255,1
0.431738,0.469978,0.487578,0.367415,0.366599,0.609205,0.432528,0.446583,0.449403,0.331711,0.301733,0.563916,0.459298,0.370702,0.420656,0.623321,0.365427,0.467393,0.311417,0.257687,1
0.465936,0.6199,0.685345,0.370533,0.241471,0.5019,0.144742,0.501232,0.221466,0.165029,0.306536,0.584312,0.410183,0.479123,0.312063,0.155701,0.529513,0.38526,0.39887,0.580407,1
0.475453,0.535728,0.409537,0.479639,0.410047,0.449435,0.405566,0.4071,0.490766,0.581506,0.290642,0.65735,0.678327,0.573438,0.598623,0.492023,0.175435,0.534134,0.478166,0.444053,1
0.608976,0.365051,0.451794,0.544354,0.382181,0.658333,0.564064,0.417149,0.63103,0.549126,0.376561,0.570374,0.678677,0.508476,0.671902,0.382182,0.596548,0.531412,0.43393,0.385793,0
0.740058,0.431378,0.515033,0.540746,0.42144,0.882019,0.513011,0.569272,0.862326,0.631852,0.383647,0.557654,0.404385,0.600308,0.5802,0.675515,0.680476,0.49766,0.523681,0.512013,0
0.658542,0.609341,0.507109,0.349264,0.453714,0.645382,0.728218,0.697945,0.521444,0.784674,0.624275,0.701797,0.757144,0.568787,0.722852,0.291897,0.548754,0.558281,0.541939,0.62511,0
0.522081,0.398798,0.626642,0.315341,0.427388,0.64277,0.551603,0.50122,0.577446,0.710726,0.274686,0.315524,0.472472,0.36842,0.285456,0.516225,0.565398,0.572048,0.846168,0.594585,1
0.458182,0.557521,0.494839,0.485604,0.528902,0.602243,0.744454,0.58829,0.441123,0.569542,0.394538,0.455891,0.654864,0.20666,0.428301,0.799333,0.53357,0.390014,0.581285,0.575247,0
0.61323,0.663881,0.647163,0.425319,0.359038,0.55344,0.396342,0.822365,0.462021,0.71046,0.501616,0.642846,0.519154,0.403704,0.442101,0.380293,0.498115,0.46828,0.696884,0.435581,0
0.668353,0.452063,0.472776,0.481836,0.356368,0.678246,0.61519,0.628045,0.543892,0.638202,0.562883,0.316484,0.599381,0.537741,0.590301,0.458792,0.591957,0.53587,0.432734,0.608774,0
0.598717,0.071264,0.397053,0.424043,0.28873,0.473699,0.521355,0.370319,0.177909,0.581796,0.467133,0.679863,0.437141,0.393284,0.4531,0.337997,0.271611,0.538296,0.422492,0.652311,1
0.570408,0.523604,0.503945,0.433824,0.503414,0.358543,0.399922,0.484643,0.611756,0.469213,0.444702,0.159706,0.515052,0.21871,0.358983,0.626456,0.322928,0.59617,0.370797,0.358095,1
0.487321,0.396354,0.524759,0.507192,0.276164,0.345142,0.464047,0.457982,0.565521,0.595632,0.49801,0.551294,0.581936,0.186323,0.551537,0.405213,0.204028,0.375299,0.522272,0.395133,1
0.705093,0.529275,0.466439,0.45891,0.426205,0.271526,0.505656,0.406425,0.400119,0.468767,0.503063,0.307724,0.575491,0.215726,0.5818,0.320796,0.351587,0.690986,0.496862,0.336538,1
0.38258,0.387794,0.445321,0.285064,0.383103,0.480149,0.433469,0.38621,0.403664,0.571063,0.467071,0.27441,0.555883,0.239486,0.569187,0.516275,0.41437,0.424849,0.568947,0.227968,1
0.524598,0.395138,0.336864,0.581149,0.253409,0.564841,0.498546,0.615283,0.404271,0.315642,0.458089,0.446098,0.361935,0.582454,0.551661,0.445911,0.657036,0.451976,0.192361,0.5716,1
0.411196,0.622404,0.369339,0.575663,0.25898,0.681184,0.404369,0.39595,0.36716,0.684092,0.425203,0.436318,0.68045,0.192266,0.533872,0.526525,0.787036,0.382453,0.415518,0.398904,1
0.356698,0.547684,0.306618,0.463058,0.367091,0.647595,0.462471,0.536212,0.540768,0.534795,0.476989,0.349835,0.44158,0.198949,0.362005,0.386061,0.331642,0.418458,0.308232,0.373067,1
0.481457,0.462887,0.358162,0.373846,0.334953,0.497925,0.284842,0.383591,0.336345,0.418168,0.372881,0.437216,0.239879,0.539822,0.441701,0.624265,0.448285,0.597279,0.275966,0.410513,1
0.534205,0.472338,0.42542,0.443802,0.26808,0.452985,0.378677,0.464321,0.478308,0.373895,0.241052,0.548021,0.294715,0.490157,0.25729,0.177737,0.277521,0.411526,0.421154,0.646854,1
0.617279,0.568272,0.550874,0.586463,0.387145,0.327791,0.569244,0.654801,0.59532,0.376527,0.642988,0.703901,0.346547,0.42774,0.554724,0.381364,0.383689,0.591343,0.615362,0.478213,0
0.585061,0.615204,0.65681,0.430179,0.583366,0.729311,0.461102,0.498862,0.343138,0.747392,0.500867,0.524635,0.531773,0.484866,0.323931,0.342542,0.567394,0.547642,0.551246,0.580717,0
0.537168,0.27693,0.443858,0.49876,0.429859,0.516376,0.536369,0.707757,0.30211,0.352188,0.48556,0.633447,0.648393,0.397146,0.555608,0.44411,0.26582,0.435808,0.498342,0.522941,1
0.552473,0.236633,0.360818,0.491814,0.329162,0.417896,0.27921,0.399327,0.487977,0.478618,0.29184,0.573868,0.188474,0.271046,0.522984,0.343033,0.537783,0.322941,0.542188,0.486908,1
0.740607,0.520955,0.542882,0.520962,0.496879,0.49495,0.410892,0.737001,0.481767,0.472316,0.49186,0.48111,0.333385,0.674624,0.633468,0.4616,0.77861,0.418224,0.567917,0.619603,0
0.437039,0.736133,0.732307,0.67813,0.459579,0.819716,0.722146,0.617855,0.326751,0.610711,0.509812,0.425714,0.588458,0.591205,0.608849,0.666171,0.78131,0.579855,0.529909,0.537031,0
0.693187,0.538365,0.579376,0.50324,0.235942,0.620494,0.628799,0.566475,0.632357,0.693014,0.480894,0.414913,0.501048,0.43495,0.616839,0.838368,0.837714,0.511464,0.496389,0.675903,0
0.500109,0.44756,0.487027,0.374877,0.24834,0.588267,0.27629,0.484951,0.280046,0.46017,0.400464,0.59568,0.503637,0.317439,0.516981,0.395139,0.368284,0.312228,0.555863,0.590913,1
0.656932,0.446055,0.455655,0.214519,0.356337,0.542215,0.582169,0.496516,0.668278,0.635232,0.618237,0.570485,0.439432,0.642087,0.613113,0.635082,0.446407,0.485691,0.478687,0.355143,0
0.553456,0.569573,0.341322,0.498122,0.236235,0.60288,0.426016,0.348599,0.277307,0.353999,0.458513,0.522667,0.425959,0.527409,0.37989,0.410716,0.241596,0.307142,0.680319,0.229556,1
0.751159,0.736073,0.519423,0.565488,0.440258,0.717786,0.548866,0.618838,0.632865,0.595559,0.561261,0.548809,0.496027,0.627693,0.46138,0.59043,0.470578,0.37488,0.791679,0.465276,0
0.334866,0.727356,0.518556,0.407548,0.452238,0.698985,0.57275,0.439817,0.441135,0.520983,0.575533,0.733008,0.374126,0.657158,0.391372,0.524762,0.842997,0.574966,0.571978,0.336525,0
0.507722,0.437832,0.403728,0.577479,0.475119,0.309778,0.321516,0.402597,0.208773,0.32122,0.386828,0.442617,0.324067,0.436856,0.220043,0.612277,0.174665,0.535685,0.47414,0.559544,1
0.627474,0.583828,0.728345,0.55027,0.674985,0.54924,0.492401,0.641518,0.495872,0.730647,0.589905,0.566265,0.423008,0.62447,0.728427,0.596399,0.520591,0.509161,0.3153,0.519554,0
0.471071,0.53137,0.702219,0.243729,0.544348,0.483374,0.70679,0.544518,0.469756,0.376358,0.564268,0.605263,0.516346,0.677784,0.62505,0.627438,0.549836,0.486369,0.532621,0.508118,0
0.455767,0.469256,0.620226,0.514053,0.305611,0.471736,0.359228,0.63602,0.290024,0.53564,0.432015,0.452815,0.266165,0.379479,0.423457,0.67107,0.510312,0.408016,0.539417,0.467012,1
0.556803,0.488989,0.578903,0.541667,0.543772,0.454735,0.460711,0.68151,0.503644,0.636174,0.508664,0.429011,0.66281,0.658287,0.453666,0.46558,0.814782,0.587095,0.594653,0.771995,0
0.701823,0.365352,0.302959,0.461046,0.60542,0.7443,0.382049,0.730413,0.572921,0.524002,0.55521,0.617024,0.292877,0.602089,0.674882,0.663729,0.694943,0.645967,0.504784,0.718907,0
0.37107,0.468594,0.362799,0.237739,0.267169,0.519563,0.698128,0.758354,0.503198,0.619018,0.334007,0.358766,0.389178,0.306555,0.273036,0.409394,0.415948,0.326893,0.349176,0.364161,1
0.618889,0.37573,0.547126,0.721244,0.312658,0.547515,0.475127,0.718042,0.646462,0.593664,0.364497,0.531598,0.623208,0.405221,0.448877,0.386904,0.818213,0.402426,0.243843,0.445852,0
0.641194,0.419712,0.282833,0.517121,0.396077,0.448322,0.238932,0.610271,0.625167,0.40042,0.444328,0.446025,0.406792,0.553565,0.486911,0.505093,0.518347,0.242581,0.508099,0.45699,1
0.682226,0.57428,0.811407,0.793999,0.402811,0.40227,0.525239,0.692909,0.289107,0.642995,0.600409,0.664337,0.480341,0.554969,0.504616,0.482642,0.437511,0.5595,0.541193,0.551705,0
0.48796,0.553078,0.324752,0.426718,0.195918,0.308778,0.502309,0.513544,0.467871,0.433935,0.584154,0.38027,0.363592,0.540036,0.500021,0.334458,0.376789,0.578734,0.547267,0.29016,1
0.503749,0.870246,0.443666,0.515734,0.448332,0.585304,0.565114,0.559828,0.588713,0.470698,0.309068,0.447193,0.355826,0.571106,0.468598,0.530164,0.391516,0.792168,0.70857,0.312251,0
0.468427,0.54158,0.50381,0.358616,0.257451,0.197597,0.523883,0.563146,0.334114,0.238072,0.525955,0.399154,0.469936,0.713594,0.450878,0.368218,0.401443,0.464598,0.410308,0.451309,1
0.399762,0.747667,0.548634,0.351706,0.292291,0.706998,0.347268,0.408107,0.538475,0.3971,0.594471,0.579342,0.66325,0.459174,0.707796,0.405037,0.621189,0.606305,0.502013,0.389725,0
0.445075,0.504449,0.631753,0.552614,0.642731,0.524401,0.797083,0.689295,0.593076,0.415886,0.550607,0.501089,0.444712,0.847732,0.50078,0.3248,0.621529,0.386627,0.704533,0.524479,0
0.72248,0.741587,0.637032,0.424386,0.365772,0.671746,0.328479,0.42824,0.523886,0.348047,0.394563,0.62566,0.663755,0.581275,0.747664,0.399559,0.535148,0.489767,0.60454,0.666824,0
0.341152,0.579807,0.337967,0.6642,0.332565,0.751638,0.554547,0.442945,0.478928,0.653161,0.444715,0.519087,0.567156,0.516576,0.584533,0.454133,0.516782,0.413262,0.395496,0.600762,0
0.557749,0.714244,0.381429,0.498184,0.395459,0.422346,0.617194,0.494573,0.240592,0.429746,0.123832,0.328896,0.62854,0.363907,0.413466,0.267481,0.47624,0.543357,0.441058,0.56938,1
0.692178,0.620718,0.58165,0.438378,0.460406,0.628881,0.525972,0.702247,0.47164,0.406276,0.594109,0.397075,0.703732,0.667101,0.509557,0.377435,0.426371,0.262418,0.734371,0.706962,0
0.485967,0.205172,0.515179,0.351743,0.293516,0.407608,0.535037,0.373862,0.542863,0.571872,0.669648,0.280684,0.548157,0.460641,0.374398,0.533841,0.458995,0.361581,0.332801,0.490679,1
0.45937,0.493625,0.532492,0.364605,0.257482,0.521651,0.193792,0.641151,0.368561,0.386294,0.390346,0.373258,0.327264,0.822855,0.091122,0.32723,0.634912,0.495062,0.387219,0.36648,1
0.658491,0.470111,0.386303,0.535113,0.600614,0.491075,0.576745,0.465684,0.597823,0.592819,0.412728,0.529642,0.789382,0.578115,0.740419,0.533199,0.728219,0.509161,0.431704,0.511232,0
0.559154,0.566033,0.628522,0.423024,0.667058,0.440197,0.418002,0.505072,0.585998,0.347986,0.446686,0.502922,0.650424,0.494044,0.483806,0.341862,0.76143,0.680298,0.663091,0.586845,0
0.56678,0.535379,0.542071,0.310039,0.44741,0.59123,0.429608,0.353315,0.370259,0.371988,0.399466,0.183277,0.567648,0.334366,0.38864,0.286155,0.335855,0.476321,0.44686,0.347887,1
0.66088,0.636671,0.654817,0.569514,0.466322,0.706585,0.525398,0.619454,0.449093,0.445429,0.454358,0.47881,0.546099,0.317062,0.643956,0.374765,0.575129,0.340118,0.645638,0.628819,0
0.489442,0.468931,0.345329,0.349558,0.491832,0.419308,0.255815,0.474701,0.478841,0.59207,0.290867,0.650448,0.40951,0.311721,0.739564,0.428206,0.381159,0.277638,0.373023,0.168542,1
0.488369,0.350205,0.488794,0.597705,0.4363,0.455735,0.386056,0.384124,0.281943,0.43239,0.513842,0.4693,0.507558,0.341086,0.262189,0.448014,0.17323,0.342298,0.391032,0.313529,1
0.618582,0.355768,0.434414,0.522926,0.519153,0.682222,0.378922,0.40934,0.378886,0.458806,0.377459,0.520624,0.223068,0.39514,0.459214,0.51858,0.736894,0.214136,0.533343,0.385073,1
0.415194,0.485498,0.510182,0.424313,0.46537,0.546952,0.384578,0.480591,0.277765,0.503091,0.410382,0.385818,0.36209,0.45846,0.37633,0.559391,0.709618,0.556188,0.390618,0.420548,1
0.746688,0.541989,0.254961,0.479443,0.599671,0.545277,0.691287,0.759811,0.427413,0.490679,0.72978,0.597008,0.407387,0.62758,0.641859,0.386917,0.375641,0.413557,0.654601,0.503516,0
0.670282,0.626245,0.500782,0.502307,0.547249,0.469148,0.484412,0.787267,0.524555,0.375646,0.386454,0.551207,0.493503,0.281127,0.39692,0.657584,0.789919,0.392476,0.353652,0.740564,0
0.593901,0.269875,0.39326,0.425761,0.446656,0.449647,0.415229,0.493684,0.396301,0.627614,0.550819,0.449285,0.557462,0.611204,0.647779,0.473739,0.777514,0.55338,0.548866,0.59936,0
0.434024,0.377054,0.415435,0.454455,0.391365,0.540865,0.535306,0.427232,0.441246,0.515671,0.540302,0.336351,0.802583,0.536675,0.665774,0.431254,0.55688,0.586824,0.473726,0.711093,0
0.528226,0.359645,0.588336,0.32608,0.348158,0.344092,0.375977,0.540952,0.634365,0.55736,0.376885,0.350893,0.562989,0.557991,0.404275,0.288069,0.562333,0.339207,0.070818,0.533844,1
0.458897,0.427682,0.335874,0.308321,0.325319,0.470286,0.514745,0.446985,0.480316,0.618281,0.691231,0.499699,0.626482,0.567871,0.249962,0.345766,0.667549,0.35519,0.602183,0.73652,0
0.468312,0.511661,0.574299,0.535714,0.334073,0.520764,0.371237,0.530856,0.090585,0.413194,0.307559,0.545708,0.439988,0.419741,0.424644,0.280917,0.654218,0.214444,0.453893,0.598058,1
0.770999,0.440192,0.643414,0.407818,0.561543,0.440822,0.521171,0.444213,0.547499,0.572693,0.33352,0.459016,0.665489,0.53828,0.667858,0.6564,0.352017,0.622928,0.61104,0.388732,0
0.630233,0.524026,0.433693,0.640096,0.358337,0.420859,0.261875,0.523569,0.71181,0.827764,0.44222,0.552807,0.369027,0.547496,0.412528,0.938349,0.720732,0.593055,0.664701,0.514134,0
0.69748,0.439951,0.53919,0.729553,0.608017,0.562041,0.746054,0.624787,0.490902,0.645156,0.43592,0.556682,0.464565,0.540111,0.68889,0.27005,0.481275,0.425773,0.664535,0.668585,0
0.757317,0.729812,0.711449,0.529455,0.48157,0.718886,0.195294,0.747986,0.849918,0.770742,0.431129,0.214745,0.793213,0.463964,0.569463,0.490902,0.511212,0.702857,0.548439,0.622567,0
0.439326,0.305068,0.424305,0.52894,0.459223,0.545827,0.358691,0.460375,0.590498,0.486671,0.662762,0.65099,0.549257,0.317953,0.355092,0.41511,0.518217,0.374855,0.337797,0.521006,1
0.461874,0.631012,0.720792,0.514826,0.320711,0.55194,0.347354,0.619905,0.444271,0.671959,0.60495,0.518607,0.671248,0.540023,0.733285,0.476812,0.88093,0.783635,0.517595,0.50493,0
0.412857,0.222365,0.52638,0.54919,0.388632,0.583967,0.496885,0.264456,0.277827,0.541109,0.442457,0.368005,0.441929,0.41228,0.394836,0.54151,0.292352,0.411292,0.484015,0.488309,1
0.714726,0.347472,0.446987,0.48148,0.440939,0.327654,0.382354,0.603695,0.265184,0.672116,0.552828,0.49618,0.339934,0.497292,0.508466,0.265365,0.346304,0.468563,0.428318,0.370958,1
0.513586,0.660944,0.458052,0.481836,0.393732,0.313216,0.48137,0.498625,0.578933,0.712815,0.43073,0.365667,0.391262,0.463601,0.520045,0.565649,0.479357,0.743751,0.715189,0.674998,0
0.500773,0.251044,0.723437,0.573061,0.419817,0.622969,0.614848,0.64582,0.550176,0.611726,0.692915,0.458942,0.928547,0.240352,0.478189,0.445457,0.694799,0.59904,0.430236,0.831868,0
0.57014,0.428597,0.367899,0.667955,0.316564,0.332817,0.26769,0.49167,0.52184,0.524279,0.370061,0.501802,0.212675,0.43401,0.531499,0.428584,0.434902,0.351176,0.325495,0.361878,1
0.474457,0.382063,0.389804,0.456198,0.278237,0.625394,0.392348,0.491267,0.345729,0.450089,0.50849,0.518287,0.549218,0.554819,0.544871,0.594535,0.472183,0.583943,0.248378,0.22447,1
