@relation segment-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Short-line-density-5 numeric
@attribute Short-line-density-2 numeric
@attribute Vedge-mean numeric
@attribute Vegde-sd numeric
@attribute Hedge-mean numeric
@attribute Hedge-sd numeric
@attribute Intensity-mean numeric
@attribute Rawred-mean numeric
@attribute Rawblue-mean numeric
@attribute Rawgreen-mean numeric
@attribute Exred-mean numeric
@attribute Exblue-mean numeric
@attribute Exgreen-mean numeric
@attribute Value-mean numeric
@attribute Saturatoin-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
0.272727,0.25,0,0.333333,0,0.072243,0.001822,0.063354,0.001499,0.158792,0.159643,0.196613,0.117693,0.789179,0.350588,0.271347,0.196613,0.43357,0.231038,1
0.853755,0.820833,0,0,0,0.085551,0.002185,0.059627,0.001763,0.112058,0.092382,0.095729,0.14809,0.662313,0.08,0.836812,0.139912,0.40213,0.899012,7
0.26087,0.25,0,0,0,0.057034,0.000896,0.03354,0.000216,0.878131,0.842788,0.933726,0.85191,0.309702,0.605882,0.347249,0.933726,0.179672,0.118257,2
0.245059,0.870833,0,0,0,0.104563,0.01539,0.081988,0.004392,0.057062,0.047812,0.04271,0.08106,0.751866,0.076471,0.751423,0.076583,0.486717,0.862451,7
0.264822,0.383333,0,0,0,0.022814,0.000583,0.024845,0.000695,0.014975,0.00081,0.037555,0.004677,0.731343,0.243529,0.502846,0.037555,0.987654,0.14416,3
0.897233,0.333333,0,0,0,0.024715,0.000198,0.024845,0.000278,0.018332,0.003241,0.041237,0.008574,0.723881,0.245882,0.506641,0.041237,0.939815,0.137399,3
0.916996,0.833333,0,0.333333,0,0.091255,0.00614,0.037267,0.00125,0.107668,0.090762,0.100884,0.130943,0.682836,0.124706,0.743833,0.123711,0.335421,0.93998,7
0.110672,0.370833,0,0,0,0.076046,0.001374,0.059627,0.002629,0.143816,0.15235,0.169367,0.10834,0.847015,0.288235,0.313093,0.169367,0.394331,0.255928,1
0.664032,0.379167,0,0,0,0.034221,0.000359,0.019876,0.000214,0.405887,0.389789,0.461708,0.361652,0.593284,0.495294,0.237192,0.461708,0.25976,0.177716,4
0.70751,0.7,0,0,0,0.077947,0.002528,0.101863,0.005247,0.247353,0.228525,0.292342,0.217459,0.625,0.405882,0.349146,0.292342,0.301166,0.162671,6
0.221344,0.341667,0,0,0,0.013308,0.000393,0.004969,0.000124,0.124968,0.096434,0.179676,0.09431,0.597015,0.423529,0.349146,0.179676,0.511905,0.156752,5
0.375494,0.466667,0,0,0,0.043726,0.000153,0.040994,0.001499,0.150788,0.10778,0.226804,0.111458,0.488806,0.531765,0.28463,0.226804,0.559546,0.150154,4
0.316206,0.4625,0,0,0.5,0.252852,0.065494,0.108075,0.03048,0.046217,0.024311,0.07511,0.036633,0.66791,0.281176,0.506641,0.07511,0.809331,0.116703,3
0.399209,0.1625,0,0,0,0.055133,0.001072,0.029814,0.000627,0.424219,0.386548,0.502209,0.377241,0.438433,0.605882,0.216319,0.502209,0.304774,0.153559,4
0.715415,0.729167,0,0.333333,0,0.125475,0.002061,0.039752,0.000895,0.337723,0.319287,0.396907,0.292284,0.598881,0.495294,0.231499,0.396907,0.304522,0.179819,6
0.818182,0.095833,0,0,0,0.058935,0.001745,0.009938,0.000362,0.100697,0.078606,0.139175,0.08106,0.649254,0.34,0.43074,0.139175,0.479958,0.148035,5
0.189723,0.570833,0,0,0,0.026616,0.000254,0.149068,0.024108,0.111283,0.08752,0.111929,0.133281,0.634328,0.161176,0.734345,0.128866,0.403708,1,7
0.675889,0.716667,0,0,0,0.098859,0.001696,0.090683,0.002216,0.392719,0.367909,0.463918,0.340608,0.537313,0.565882,0.180266,0.463918,0.305472,0.175702,6
0.58498,0.3375,0,0,0,0.041825,0.000568,0.052174,0.002757,0.164988,0.168558,0.201031,0.123149,0.80597,0.343529,0.265655,0.201031,0.420973,0.236105,1
0.359684,0.325,0,0,0,0.068441,0.001275,0.027329,0.000691,0.410793,0.371961,0.493373,0.360094,0.434701,0.624706,0.189753,0.493373,0.317871,0.157038,4
0.664032,0.229167,0,0,0,0.068441,0.002106,0.021118,0.000302,0.35967,0.34846,0.405744,0.321122,0.641791,0.437647,0.280835,0.405744,0.252103,0.1818,4
0.375494,0.495833,0,0,0,0.019011,0.000459,0.027329,0.000473,0.016783,0.003241,0.033137,0.012471,0.735075,0.214118,0.54649,0.033137,0.931217,0.113815,3
0.588933,0.6125,0,0,0,0.074145,0.001647,0.031056,0.000302,0.058869,0.051053,0.081001,0.042868,0.761194,0.251765,0.459203,0.081001,0.503086,0.184789,4
0.355731,0.433333,0,0.333333,0,0.058935,0.001453,0.086957,0.002041,0.13891,0.149919,0.159794,0.106002,0.865672,0.264706,0.332068,0.159794,0.375321,0.269146,1
0.422925,0.495833,0,0,0,0.032319,0.000601,0.02236,0.000481,0.046217,0.061588,0.047865,0.029618,0.925373,0.150588,0.455408,0.055965,0.501014,0.382782,1
0.640316,0.704167,0,0,0,0.060837,0.001195,0.204969,0.046125,0.211722,0.200162,0.240795,0.191738,0.686567,0.321176,0.42315,0.240795,0.23849,0.13885,6
0.743083,0.116667,0,0,0,0.036122,0.000579,0.017391,0.000421,0.865737,0.830632,0.930044,0.830086,0.315299,0.644706,0.278937,0.930044,0.188391,0.130285,2
0.814229,0.195833,0,0,0,0.026616,0.000347,0.019876,0.000421,0.769429,0.712318,0.849043,0.738893,0.19403,0.695294,0.320683,0.849043,0.237567,0.115317,2
0.909091,0.466667,0,0,0,0.022814,0.00009,0.008696,0.00011,0.040537,0.051864,0.045655,0.024162,0.899254,0.165882,0.457306,0.048601,0.531746,0.34512,1
0.577075,0.758333,0,0,0,0.226236,0.003635,0.157764,0.003902,0.360702,0.339546,0.417526,0.320343,0.572761,0.489412,0.267552,0.417526,0.275266,0.161836,6
0.620553,0.729167,0,0,0,0.030418,0.000344,0.03354,0.001306,0.084172,0.068071,0.071429,0.113016,0.695896,0.090588,0.785579,0.106775,0.428865,0.900454,7
0.051383,0.25,0,0,0,0.446768,0.010469,0.489441,0.011928,0.22205,0.186386,0.266568,0.208885,0.516791,0.397647,0.472486,0.266568,0.395671,0.107837,3
0.41502,0.225,0,0.666667,0,0.076046,0.001669,0.050932,0.000597,0.42267,0.39141,0.494109,0.376461,0.483209,0.574118,0.222011,0.494109,0.287325,0.160012,4
0.889328,0.3,0,0,0,0.030418,0.000523,0.023602,0.000366,0.63181,0.54376,0.774669,0.564302,0.024254,0.965882,0.056926,0.774669,0.362062,0.135163,2
0.252964,0.245833,0,0,0,0.022814,0.000179,0.024845,0.000406,0.784405,0.758509,0.846834,0.742011,0.404851,0.616471,0.233397,0.846834,0.186099,0.146477,2
0.498024,0.291667,0,0,0,0.8327,0.44587,0.49441,0.189779,0.296669,0.254457,0.343152,0.287607,0.447761,0.424706,0.499051,0.343152,0.366946,0.095304,3
0.632411,0.6875,0,0,0,0.013308,0.000153,0.026087,0.000281,0.090627,0.073744,0.078056,0.120031,0.688433,0.092941,0.789374,0.113402,0.407734,0.903996,7
0.256917,0.620833,0,0,0,0.102662,0.004078,0.062112,0.00031,0.159308,0.132901,0.209131,0.131723,0.600746,0.408235,0.370019,0.209131,0.426014,0.152006,4
0.12253,0.954167,0,0,0,0.043726,0.001554,0.050932,0.00123,0.084689,0.071313,0.061856,0.12159,0.714552,0.042353,0.844402,0.114875,0.470675,0.854177,7
0.667984,0.616667,0,0.333333,0,0.077947,0.001433,0.036025,0.000852,0.143042,0.148298,0.148012,0.132502,0.824627,0.189412,0.495256,0.148012,0.15128,0.243005,4
0.833992,0.95,0,0,0,0.06654,0.001464,0.052174,0.002035,0.072295,0.055916,0.064065,0.096648,0.697761,0.109412,0.753321,0.091311,0.445969,0.918393,7
0.201581,0.6625,0,0,0,0.019011,0.000459,0.021118,0.000281,0.177382,0.146677,0.167894,0.21668,0.565299,0.128235,0.857685,0.204713,0.349112,0.948215,7
0.438735,0.429167,0,0,0,0.024715,0.000063,0.014907,0.000032,0.036664,0.047812,0.040501,0.021824,0.899254,0.158824,0.468691,0.044183,0.534392,0.358182,1
0.335968,0.5375,0,0,0,0.186312,0.004809,0.068323,0.001932,0.069197,0.04376,0.100147,0.060795,0.636194,0.296471,0.514232,0.100147,0.627944,0.105152,3
0.003953,0.1375,0,0,0,0.074145,0.002409,0.053416,0.001103,0.130648,0.126418,0.167158,0.095869,0.76306,0.337647,0.318786,0.167158,0.457681,0.21664,1
0.905138,0.125,0,0,0,0.030418,0.000694,0.042236,0.000895,0.846889,0.80389,0.920471,0.809041,0.266791,0.684706,0.263757,0.920471,0.206392,0.128154,2
0.316206,0.6125,0,0,0,0.096958,0.001154,0.032298,0.001272,0.146656,0.122366,0.192194,0.12159,0.619403,0.384706,0.388994,0.192194,0.41916,0.151339,4
0.15415,0.1,0,0,0,0.024715,0.000253,0.023602,0.000467,0.484121,0.450567,0.565538,0.429462,0.447761,0.636471,0.157495,0.565538,0.287488,0.162839,4
0.924901,0.770833,0,0,0,0.057034,0.001344,0.049689,0.000828,0.32946,0.3047,0.388071,0.290725,0.557836,0.490588,0.280835,0.388071,0.294238,0.162769,6
0.632411,0.325,0,0,0,0.159696,0.005159,0.003727,0.000201,0.021689,0.02107,0.025037,0.018706,0.822761,0.152941,0.555977,0.025037,0.097643,0.193681,5
0.940711,0.620833,0,0,0,0.062738,0.00093,0.132919,0.003315,0.314743,0.276337,0.386598,0.275136,0.468284,0.550588,0.275142,0.386598,0.352126,0.147931,6
0.225296,0.4875,0,0.333333,0,0.10076,0.001771,0.054658,0.001213,0.114898,0.073744,0.171576,0.09431,0.51306,0.430588,0.42315,0.171576,0.613385,0.122195,3
0.853755,0.495833,0,0,0,0.079848,0.002554,0.032298,0.000342,0.14898,0.115073,0.21134,0.115355,0.552239,0.465882,0.326376,0.21134,0.505441,0.152645,4
0.15415,0.258333,0,0.333333,0,0.047529,0.001094,0.036025,0.001809,0.143816,0.144246,0.177467,0.10756,0.791045,0.327059,0.3074,0.177467,0.426973,0.229778,1
0.72332,0.333333,0,0,0,0.041825,0.000388,0.008696,0.000077,0.167829,0.12966,0.231222,0.137178,0.516791,0.475294,0.347249,0.231222,0.48999,0.141313,5
0.102767,0.5125,0,0,0,0.038023,0.00099,0.036025,0.000767,0.060676,0.026742,0.105302,0.045986,0.580224,0.36,0.468691,0.105302,0.772831,0.117712,3
0.588933,0.5875,0,0,0,0.003802,0.00003,0.045963,0.002578,0.009553,0.007293,0.015464,0.005456,0.815299,0.162353,0.548387,0.015464,0.537037,0.174061,5
0.411067,0.533333,0,0,0,0.009506,0.000108,0.018634,0.000377,0.042603,0.055105,0.047865,0.024942,0.906716,0.167059,0.447818,0.050074,0.532628,0.348892,1
0.280632,0.445833,0,0,0,0.009506,0.000063,0.012422,0.000085,0.038213,0.047812,0.044183,0.022603,0.88806,0.169412,0.462998,0.047128,0.545855,0.334219,1
0.27668,0.425,0,0,0,0.024715,0.000243,0.016149,0.00011,0.038213,0.051864,0.041973,0.021044,0.916045,0.158824,0.451613,0.047128,0.580026,0.368155,1
0.094862,0.4375,0,0,0,0.032319,0.000153,0.106832,0.002233,0.112832,0.123987,0.132548,0.08106,0.875,0.252941,0.341556,0.140648,0.447187,0.315837,1
0.233202,0.170833,0,0,0,0.024715,0.000601,0.017391,0.000534,0.778208,0.736629,0.856407,0.734217,0.298507,0.690588,0.222011,0.856407,0.218379,0.136736,2
0.126482,0.575,0,0,0,0.019011,0.000254,0.016149,0.00011,0.037955,0.029984,0.057437,0.024942,0.766791,0.234118,0.481973,0.057437,0.578339,0.177696,1
0.391304,0.7625,0,0,0,0.058935,0.002616,0.07205,0.001082,0.429125,0.399514,0.505155,0.376461,0.492537,0.597647,0.174573,0.505155,0.295908,0.168124,6
0.664032,0.520833,0,0,0,0.009506,0.000063,0.018634,0.000152,0.014459,0.004862,0.032401,0.004677,0.76306,0.221176,0.506641,0.032401,0.877513,0.159449,5
0.185771,0.283333,0,0,0,0.060837,0.001867,0.026087,0.000954,0.037697,0.012966,0.069956,0.02728,0.651119,0.295294,0.500949,0.069956,0.842452,0.11825,3
0.387352,0.4,0,0.333333,0,0.053232,0.002047,0.074534,0.001635,0.129873,0.141815,0.15243,0.09431,0.875,0.270588,0.313093,0.153166,0.413785,0.280998,1
0.798419,0.508333,0,0,0,0.003802,0.00003,0.002484,0.000021,0.004131,0,0.011782,0,0.804104,0.169412,0.548387,0.011782,1,0.159449,5
0.98419,0.316667,0,0,0,0.024715,0.000243,0.013665,0.00027,0.077718,0.048622,0.129602,0.050663,0.608209,0.398824,0.377609,0.129602,0.659329,0.152025,5
0.150198,0.025,0,0,0,0.038023,0.001098,0.019876,0.000582,0.496256,0.461912,0.578792,0.441154,0.438433,0.644706,0.1537,0.578792,0.284874,0.162678,4
0.16996,0.733333,0,0,0,0.04943,0.000347,0.018634,0.000741,0.106119,0.096434,0.084683,0.137958,0.733209,0.054118,0.806452,0.130339,0.355526,0.853274,7
0.27668,0.775,0,0,0,0.093156,0.00187,0.101863,0.001548,0.386522,0.358185,0.460972,0.334373,0.514925,0.58,0.180266,0.460972,0.314739,0.171212,6
0.462451,0.704167,0,0,0,0.06654,0.001494,0.069565,0.000785,0.338497,0.321718,0.391016,0.298519,0.610075,0.463529,0.271347,0.391016,0.278822,0.17596,6
0.754941,0.629167,0,0,0,0.081749,0.002215,0.334161,0.158385,0.281952,0.251216,0.327688,0.262666,0.531716,0.417647,0.425047,0.333579,0.307814,0.078994,6
0.462451,0.1125,0,0,0,0.026616,0.000589,0.019876,0.00077,0.870385,0.82658,0.938881,0.838659,0.253731,0.665882,0.3074,0.938881,0.199972,0.121083,2
0.296443,0.529167,0,0,1,0.110266,0.003912,0.122981,0.001752,0.115156,0.072123,0.164212,0.104443,0.5,0.394118,0.495256,0.164212,0.60922,0.101506,3
0.541502,0.4375,0,0,0,0.020913,0.000153,0.009938,0.00015,0.045185,0.055105,0.054492,0.025721,0.88806,0.187059,0.434535,0.055228,0.559171,0.311098,1
0.280632,0.416667,0,0,0,0.01711,0.000303,0.021118,0.001007,0.009037,0,0.023564,0.002338,0.768657,0.203529,0.529412,0.023564,1,0.151877,3
0.371542,0.541667,0,0,0,0.024715,0.000243,0.016149,0.00011,0.010844,0.00081,0.0243,0.006235,0.761194,0.198824,0.544592,0.0243,0.977778,0.127283,3
0.225296,0.058333,0,0,0,0.026616,0.000506,0.008696,0.000236,0.782339,0.713128,0.870398,0.754482,0.106343,0.738824,0.339658,0.870398,0.25541,0.108665,2
0.541502,0.158333,0,0,0,0.036122,0.000937,0.039752,0.00077,0.864704,0.82496,0.930781,0.831645,0.283582,0.652941,0.297913,0.930781,0.194622,0.124359,2
0.221344,0.691667,0,0,0,0.032319,0.000556,0.032298,0.00124,0.136587,0.115073,0.122239,0.172253,0.641791,0.095294,0.833017,0.162739,0.35899,0.916191,7
0.743083,0.545833,0,0,0,0,0,0,0,0,0,0,0,0.833955,0.131765,0.578748,0,0,0.511054,5
0.090909,0.341667,0,0,0,0.055133,0.000779,0.045963,0.001249,0.438162,0.399514,0.525037,0.382697,0.427239,0.651765,0.1537,0.525037,0.315538,0.161241,4
0.628458,0.125,0,0,0,0.028517,0.000816,0.004969,0.000124,0.004906,0.004052,0.0081,0.002338,0.826493,0.148235,0.559772,0.0081,0.537037,0.201297,5
0.245059,0.7,0,0,0,0.022814,0.000224,0.034783,0.000406,0.082365,0.071313,0.062592,0.113796,0.731343,0.056471,0.804554,0.107511,0.419762,0.854296,7
0.351779,0.4625,0,0.333333,0,0.057034,0.00141,0.026087,0.000499,0.112832,0.074554,0.167894,0.091193,0.533582,0.422353,0.41556,0.167894,0.584744,0.133785,3
0.043478,0.595833,0,0,0,0.110266,0.003077,0.052174,0.002308,0.137361,0.10859,0.189249,0.109899,0.591418,0.412941,0.371917,0.189249,0.479715,0.151368,4
0.667984,0.2125,0,0,0,0,0,0,0,0,0,0,0,0.833955,0.131765,0.578748,0,0,0.511054,5
0.379447,0.6875,0,0,0,0.026616,0.000661,0.053416,0.000943,0.15466,0.138574,0.131075,0.194856,0.673507,0.055294,0.865275,0.184094,0.316041,0.877006,7
0.802372,0.004167,0,0,0,0.026616,0.000523,0.039752,0.000566,0.888459,0.842788,0.948454,0.867498,0.235075,0.629412,0.385199,0.948454,0.19252,0.107654,2
0.798419,0.3,0,0,0,0.013308,0.000137,0.004969,0.000291,0.119029,0.094003,0.164948,0.09431,0.623134,0.38,0.392789,0.164948,0.481852,0.151161,5
0.343874,0.333333,0,0,0,0.036122,0.000835,0.016149,0.000557,0.731216,0.675041,0.818115,0.692128,0.212687,0.721176,0.259962,0.818115,0.250204,0.12485,2
0.841897,0.625,0,0,0,0.127376,0.000736,0.257143,0.013649,0.281952,0.257699,0.329161,0.254871,0.576493,0.424706,0.368121,0.329161,0.298056,0.141898,6
0.438735,0.275,0,0,0,0.032319,0.000579,0.026087,0.000584,0.750323,0.684765,0.829897,0.727981,0.141791,0.690588,0.381404,0.829897,0.250143,0.104001,2
0.426877,0.270833,0,0,0,0.051331,0.000697,0.008696,0.000236,0.360961,0.34765,0.407953,0.323461,0.626866,0.442353,0.288425,0.407953,0.250705,0.176987,4
0.098814,0.833333,0,0,0,0.057034,0.001479,0.037267,0.001314,0.114123,0.100486,0.097202,0.144973,0.703358,0.077647,0.798861,0.136966,0.333856,0.886942,7
0.067194,0.316667,0,0,0,0.053232,0.001979,0.042236,0.00126,0.020398,0.008914,0.037555,0.01325,0.748134,0.218824,0.525617,0.037555,0.862771,0.136768,3
0.16996,0.466667,0,0,0,0.036122,0.001005,0.02236,0.000609,0.010328,0.001621,0.0243,0.003897,0.770522,0.201176,0.531309,0.0243,0.961905,0.148139,3
0.913043,0.683333,0,0,0,0.039924,0.000629,0.063354,0.001564,0.107152,0.090762,0.089838,0.141076,0.686567,0.074118,0.821632,0.133284,0.387412,0.887473,7
0.142292,0.3875,0,0,0,0.268061,0.009794,0.49441,0.015594,0.129873,0.10859,0.155376,0.123149,0.645522,0.284706,0.523719,0.155376,0.607613,0.103935,3
0.387352,0.620833,0,0,0,0.068441,0.00085,0.068323,0.001703,0.195456,0.153971,0.196613,0.233827,0.485075,0.183529,0.850095,0.220913,0.367514,0.985667,7
0.075099,0.245833,0,0,0,0.393536,0.008841,0.17764,0.004989,0.129615,0.099676,0.158321,0.127825,0.585821,0.3,0.559772,0.158321,0.476884,0.076396,3
0.703557,0.629167,0,0,0,0.06654,0.001318,0.314286,0.004277,0.280919,0.252836,0.326215,0.259548,0.550373,0.415294,0.409867,0.326215,0.289652,0.118015,6
0.758893,0.595833,0,0,0,0.058935,0.002573,0.04472,0.001346,0.19623,0.157212,0.26215,0.163679,0.501866,0.494118,0.332068,0.26215,0.453533,0.143218,4
0.019763,0.445833,0,0,0,0.001901,0.000137,0.001242,0.000098,0.000258,0,0.000736,0,0.83209,0.134118,0.57685,0.000736,0.111111,0.159449,3
0.359684,0.1875,0,0,0,0.015209,0.00003,0.018634,0.000409,0.878389,0.845219,0.932253,0.85191,0.324627,0.597647,0.345351,0.932253,0.176061,0.120435,2
0.992095,0.791667,0,0,0,0.157795,0.005541,0.124224,0.00418,0.280919,0.26094,0.324742,0.253313,0.606343,0.408235,0.364326,0.324742,0.275368,0.145778,6
0.901186,0.470833,0,0,0,0.030418,0.000075,0.019876,0.000246,0.041053,0.051864,0.047128,0.024162,0.895522,0.170588,0.45351,0.050074,0.545855,0.336852,1
0.56917,0.375,0,0.333333,0,0.019011,0.00012,0.036025,0.00043,0.156468,0.157212,0.193667,0.116134,0.789179,0.347059,0.27704,0.193667,0.432819,0.229971,1
0.363636,0.745833,0,0,0,0.188213,0.001838,0.058385,0.002333,0.373612,0.345219,0.443299,0.326578,0.518657,0.554118,0.218216,0.443299,0.303602,0.166474,6
0.596838,0.783333,0,0,0,0.038023,0.000523,0.018634,0.000184,0.125226,0.111021,0.102356,0.162899,0.695896,0.051765,0.848197,0.153903,0.348063,0.868556,7
0.87747,0.625,0,0,0,0.047529,0.003066,0.201242,0.022377,0.293054,0.262561,0.346097,0.265783,0.529851,0.455294,0.366224,0.346097,0.308416,0.127904,6
0.814229,0.358333,0,0,0,0.030418,0.000657,0.017391,0.000342,0.018332,0.004052,0.039028,0.010133,0.729478,0.235294,0.518027,0.039028,0.915344,0.130132,3
0.790514,0.3375,0,0,0,0.028517,0.000213,0.017391,0.000214,0.629744,0.546191,0.765096,0.565861,0.05597,0.929412,0.083491,0.765096,0.35122,0.134534,2
0.438735,0.029167,0,0,0,0.028517,0.000697,0.01118,0.000201,0.793184,0.746353,0.862297,0.763835,0.257463,0.650588,0.328273,0.862297,0.213257,0.118076,2
0.873518,0.2125,0,0,0,0.009506,0.000253,0.014907,0.000402,0.044668,0.029984,0.075847,0.025721,0.718284,0.291765,0.43833,0.075847,0.680808,0.169562,5
0.956522,0.454167,0,0,0,0.152091,0.004396,0.034783,0.001323,0.333592,0.32658,0.373343,0.29774,0.679104,0.401176,0.301708,0.373343,0.245321,0.190281,4
0.988142,0.054167,0,0,0,0.039924,0.000975,0.036025,0.000302,0.847922,0.807942,0.913108,0.816056,0.287313,0.644706,0.3074,0.913108,0.195977,0.123603,2
0.379447,0.3125,0,0.333333,0,0.051331,0.00084,0.079503,0.00156,0.166021,0.170178,0.200295,0.125487,0.809701,0.335294,0.275142,0.200295,0.405541,0.241005,1
0.920949,0.7625,0,0,1,0.04943,0.001968,0.085714,0.002228,0.339014,0.313614,0.399853,0.298519,0.550373,0.503529,0.267552,0.399853,0.298369,0.163229,6
0.660079,0.825,0,0,0,0.045627,0.000672,0.016149,0.000514,0.156984,0.128849,0.138439,0.203429,0.589552,0.08,0.910816,0.192194,0.390338,0.912184,7
0.268775,0.025,0,0,0,0.020913,0.000108,0.014907,0.000224,0.90834,0.880875,0.953608,0.885425,0.354478,0.563529,0.370019,0.953608,0.160604,0.118302,2
0.01581,0.445833,0,0,0,0.007605,0.000075,0.007453,0.000064,0.006455,0,0.016937,0.001559,0.787313,0.183529,0.542695,0.016937,1,0.146541,3
0.596838,0.5875,0,0,0,0.005703,0.000034,0.047205,0.003131,0.009812,0.007293,0.0162,0.005456,0.813433,0.164706,0.54649,0.0162,0.439153,0.17525,5
0.822134,0.245833,0,0,0.5,0.076046,0.001837,0.196273,0.002497,0.256132,0.245543,0.294551,0.225253,0.679104,0.376471,0.341556,0.294551,0.273358,0.181913,4
0.474308,0.379167,0,0.333333,0,0.10076,0.00187,0.027329,0.000621,0.360186,0.343598,0.413107,0.319564,0.604478,0.470588,0.265655,0.413107,0.2694,0.176155,4
0.913043,0.683333,0,0,0,0.039924,0.000629,0.063354,0.001564,0.107152,0.090762,0.089838,0.141076,0.686567,0.074118,0.821632,0.133284,0.387412,0.887473,7
0.3083,0.1375,0,0,0,0.1673,0.003229,0.047205,0.000814,0.408985,0.365478,0.500736,0.353079,0.402985,0.668235,0.151803,0.500736,0.339917,0.158062,4
0.909091,0.470833,0,0,0,0.117871,0.015088,0.040994,0.004641,0.020914,0.010535,0.039028,0.011691,0.755597,0.223529,0.510436,0.039028,0.895369,0.155328,3
0.296443,0.7875,0,0,0,0.095057,0.000786,0.096894,0.00208,0.392977,0.367909,0.461708,0.343726,0.535448,0.554118,0.201139,0.461708,0.296836,0.171741,6
0.786561,0.641667,0,0.333333,0,0.077947,0.004007,0.039752,0.000663,0.120837,0.094003,0.108984,0.159002,0.610075,0.103529,0.851992,0.150221,0.43082,0.925918,7
0.181818,0.483333,0,0,0,0.039924,0.000968,0.023602,0.000354,0.122644,0.06564,0.199558,0.095869,0.401119,0.529412,0.377609,0.199558,0.701476,0.120521,3
0.561265,0.325,0,0,0,0.091255,0.002209,0.007453,0,0.125484,0.102107,0.170839,0.099766,0.632463,0.378824,0.385199,0.170839,0.459093,0.15632,5
0.063241,0.345833,0,0,0,0.058935,0.003201,0.023602,0.000687,0.139685,0.115073,0.189985,0.109899,0.619403,0.405882,0.354839,0.189985,0.457772,0.161151,5
0.126482,0.366667,0,0,0,0.053232,0.00127,0.054658,0.000814,0.107927,0.081848,0.157585,0.080281,0.619403,0.395294,0.371917,0.157585,0.54148,0.156409,5
0.130435,0.525,0,0,0,0.01711,0.000168,0.024845,0.000342,0.040795,0.056726,0.04271,0.023383,0.93097,0.150588,0.449715,0.051546,0.573633,0.386107,1
0.600791,0.4375,0,0,0,0.112167,0.002492,0.024845,0.000602,0.205267,0.182334,0.25405,0.17537,0.610075,0.414118,0.351044,0.25405,0.355756,0.160055,4
0.189723,0.420833,0,0.333333,0,0.045627,0.001389,0.034783,0.00124,0.026594,0.008104,0.047865,0.021824,0.697761,0.24,0.542695,0.047865,0.867665,0.102148,3
0.118577,0.320833,0,0.333333,0,0.030418,0.000612,0.048447,0.001435,0.036664,0.011345,0.06701,0.028839,0.647388,0.285882,0.519924,0.06701,0.851379,0.108705,3
0.893281,0.241667,0,0,0,0.123574,0.046313,0.096894,0.026256,0.077201,0.050243,0.106038,0.072486,0.623134,0.288235,0.540797,0.106038,0.604281,0.094399,3
0.15415,0.308333,0,0.333333,0,0.038023,0.000523,0.055901,0.000473,0.147173,0.15154,0.179676,0.10834,0.817164,0.322353,0.288425,0.179676,0.428735,0.241783,1
0.549407,0.470833,0,0,0,0.034221,0.000448,0.024845,0.000759,0.017557,0.001621,0.040501,0.008574,0.718284,0.245882,0.512334,0.040501,0.973765,0.130394,3
0.557312,0.7125,0,0,0,0.085551,0.001109,0.050932,0.00261,0.24064,0.230146,0.279823,0.208885,0.684701,0.376471,0.335863,0.279823,0.293208,0.184858,6
0.924901,0.991667,0,0,0.5,0.055133,0.002446,0.059627,0.001086,0.159308,0.144246,0.140648,0.193297,0.679104,0.08,0.819734,0.182621,0.28661,0.894261,7
0.810277,0.220833,0,0,0,0.001901,0.000137,0.006211,0.000098,0.039762,0.026742,0.068483,0.021824,0.731343,0.278824,0.44592,0.068483,0.69798,0.172705,5
0.644269,0.3,0,0.333333,0,0.085551,0.006129,0.034783,0.000566,0.461916,0.439222,0.527982,0.413094,0.529851,0.557647,0.201139,0.527982,0.260329,0.170633,4
0.225296,0.408333,0,0,0,0.039924,0.000629,0.023602,0.000354,0.291505,0.263371,0.35567,0.250195,0.546642,0.508235,0.263757,0.35567,0.334962,0.163772,4
0.735178,0.104167,0,0,0,0.013308,0.000253,0.01118,0.000201,0.052414,0.034846,0.086156,0.033515,0.695896,0.305882,0.43833,0.086156,0.648657,0.158962,5
0.549407,0.258333,0,0,0,0.058935,0.000835,0.017391,0.000724,0.322747,0.333063,0.338733,0.295401,0.802239,0.284706,0.364326,0.338733,0.176156,0.22875,4
0.735178,0.2875,0,0,0,0.045627,0.000717,0.029814,0.000513,0.282468,0.275527,0.315906,0.253313,0.695896,0.358824,0.352941,0.315906,0.24473,0.184915,4
0.806324,0.745833,0,0,0,0.043726,0.001006,0.036025,0.000811,0.344952,0.32658,0.402062,0.301637,0.597015,0.487059,0.246679,0.402062,0.290788,0.177377,6
0.031621,0.2875,0,0,0,0.10076,0.013867,0.372671,0.051583,0.16473,0.126418,0.209867,0.153546,0.516791,0.387059,0.489564,0.209867,0.514254,0.102853,3
0.16996,0.1625,0,0,0,0.039924,0.000968,0.023603,0.000281,0.453912,0.418152,0.532401,0.404521,0.442164,0.615294,0.197343,0.532401,0.290165,0.157201,4
0.181818,0.741667,0,0,0,0.077947,0.00459,0.131677,0.010537,0.206558,0.1953,0.242268,0.179267,0.690299,0.351765,0.370019,0.242268,0.297413,0.182922,6
