@relation texture-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A34 numeric
@attribute A35 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute A39 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
0.129047,0.200654,0.206167,0.18139,0.209115,0.214433,0.174841,0.207037,0.211513,0.178549,0.129047,0.166323,0.107754,0.177021,0.150858,0.15534,0.170302,0.150177,0.149034,0.10315,0.129047,0.20011,0.147174,0.223592,0.242405,0.282535,0.206375,0.241117,0.248031,0.190074,0.129047,0.196674,0.15697,0.227716,0.212546,0.218381,0.220402,0.221534,0.22144,0.152976,4
0.067896,0.091503,0.100363,0.073027,0.071046,0.054296,0.075591,0.069689,0.056225,0.032858,0.067896,0.130584,0.072976,0.146383,0.113821,0.079612,0.134228,0.118375,0.105796,0.058061,0.067896,0.157346,0.092893,0.2,0.224305,0.302765,0.169638,0.206218,0.228346,0.146779,0.067896,0.102638,0.096597,0.126045,0.119557,0.115514,0.125838,0.127808,0.120501,0.082738,4
0.140737,0.208497,0.189843,0.194346,0.204424,0.211684,0.195615,0.205683,0.205489,0.16553,0.140737,0.188316,0.178449,0.194894,0.219512,0.216505,0.185403,0.20053,0.195032,0.135886,0.140737,0.24068,0.165641,0.263807,0.288946,0.33176,0.242572,0.287437,0.291995,0.195882,0.140737,0.251147,0.176729,0.276462,0.237638,0.194772,0.263589,0.25794,0.240219,0.166071,4
0.166367,0.228758,0.173519,0.198469,0.185657,0.186942,0.200231,0.198917,0.19344,0.154991,0.166367,0.195876,0.147092,0.187234,0.158085,0.123301,0.178691,0.149293,0.112236,0.071649,0.166367,0.251096,0.155568,0.267024,0.273432,0.299393,0.251756,0.28236,0.270341,0.178986,0.166367,0.250573,0.158617,0.280641,0.230258,0.197302,0.276992,0.253292,0.229264,0.140476,4
0.13759,0.169935,0.129988,0.153121,0.133378,0.140206,0.165032,0.146143,0.139224,0.107874,0.13759,0.178694,0.087799,0.179574,0.125565,0.121359,0.172819,0.138693,0.136155,0.09512,0.13759,0.212719,0.157247,0.234316,0.268908,0.330411,0.220421,0.26967,0.28084,0.204857,0.13759,0.178899,0.165752,0.199164,0.195572,0.20489,0.198064,0.201394,0.194053,0.13869,4
0.130845,0.177124,0.144498,0.157244,0.150804,0.158076,0.165032,0.162382,0.159304,0.125852,0.130845,0.221993,0.161916,0.236596,0.241192,0.243689,0.225671,0.248233,0.26035,0.181594,0.130845,0.260417,0.170118,0.289008,0.343891,0.438301,0.258779,0.321066,0.332021,0.18057,0.130845,0.220183,0.176729,0.23468,0.231734,0.1914,0.21519,0.2378,0.21831,0.142262,4
0.140288,0.205229,0.195889,0.190224,0.213137,0.227491,0.199077,0.223951,0.228246,0.199628,0.140288,0.217869,0.152794,0.238298,0.225836,0.212621,0.231544,0.234099,0.230911,0.155652,0.140288,0.260417,0.169558,0.285255,0.325792,0.395145,0.256078,0.305203,0.312336,0.181098,0.140288,0.237959,0.228869,0.254875,0.266421,0.235245,0.239017,0.275755,0.264476,0.199405,4
0.066547,0.088889,0.102781,0.085984,0.097855,0.120275,0.090594,0.095399,0.105087,0.079975,0.066547,0.112715,0.058723,0.135319,0.115628,0.131068,0.13255,0.126325,0.137075,0.077826,0.066547,0.153509,0.098489,0.194638,0.224952,0.307485,0.171799,0.217005,0.239501,0.151003,0.066547,0.111812,0.119649,0.137883,0.145387,0.166105,0.137751,0.153369,0.162754,0.124405,4
0.148831,0.270588,0.240629,0.257951,0.301609,0.35189,0.237738,0.286874,0.303213,0.206448,0.148831,0.226117,0.176169,0.268936,0.275519,0.272816,0.269295,0.281802,0.277829,0.178505,0.148831,0.216009,0.151091,0.249866,0.261797,0.317599,0.247974,0.271574,0.278871,0.209609,0.148831,0.22305,0.219539,0.282033,0.290775,0.332209,0.29933,0.31371,0.329421,0.254167,4
0.143885,0.210458,0.185611,0.191402,0.197721,0.2,0.186382,0.190798,0.178046,0.109733,0.143885,0.212371,0.124287,0.225532,0.190605,0.18932,0.204698,0.180212,0.167433,0.08462,0.143885,0.220395,0.150532,0.240214,0.248869,0.286581,0.227985,0.250635,0.240814,0.158395,0.143885,0.200688,0.16191,0.237465,0.211808,0.217538,0.241996,0.228505,0.22457,0.158333,4
0.159173,0.224183,0.215236,0.202591,0.211796,0.210309,0.209463,0.216509,0.209505,0.17483,0.159173,0.265292,0.184151,0.28,0.255646,0.212621,0.267617,0.259717,0.24563,0.171093,0.159173,0.261513,0.142138,0.278284,0.283129,0.328388,0.250675,0.276015,0.27231,0.160507,0.159173,0.213303,0.155873,0.226323,0.18893,0.161046,0.206999,0.189775,0.164319,0.102976,4
0.095773,0.161438,0.168077,0.154299,0.176273,0.205498,0.143104,0.160352,0.174699,0.125852,0.095773,0.124399,0.108324,0.12,0.122855,0.119417,0.10906,0.110424,0.103956,0.073502,0.095773,0.163377,0.127588,0.178552,0.204913,0.240728,0.154511,0.194797,0.19685,0.146251,0.095773,0.169151,0.17618,0.190808,0.208856,0.213322,0.177215,0.20914,0.215962,0.164286,4
0.11196,0.131373,0.140266,0.112485,0.113941,0.106529,0.125216,0.11908,0.11178,0.103534,0.11196,0.127148,0.022235,0.128511,0.033424,0.016505,0.129195,0.047703,0.018399,0,0.11196,0.179825,0.101847,0.208579,0.217841,0.277815,0.187466,0.215102,0.224409,0.154699,0.11196,0.16055,0.146542,0.188022,0.183764,0.176223,0.186895,0.196747,0.186228,0.127976,4
0.07509,0.101307,0.115478,0.085395,0.098525,0.095533,0.087132,0.093369,0.089023,0.070056,0.07509,0.091409,0.051311,0.084255,0.061427,0.048544,0.078859,0.062721,0.052438,0.035207,0.07509,0.131579,0.059317,0.149598,0.140271,0.182738,0.1302,0.145305,0.149606,0.107709,0.07509,0.104931,0.096048,0.115599,0.106273,0.125632,0.110201,0.108443,0.116588,0.092262,4
0.046313,0.071242,0.077993,0.063015,0.069035,0.077663,0.06232,0.060893,0.058233,0.019839,0.046313,0.085223,0.051881,0.079149,0.074977,0.075728,0.064597,0.075972,0.081877,0.050031,0.046313,0.120066,0.081142,0.143164,0.170653,0.226568,0.113452,0.160533,0.174541,0.12038,0.046313,0.093463,0.124588,0.099582,0.133579,0.13828,0.081906,0.126259,0.135368,0.103571,4
0.069245,0.09085,0.109432,0.080094,0.093834,0.108591,0.08367,0.089986,0.096386,0.078735,0.069245,0.114777,0.082668,0.12766,0.125565,0.142718,0.118289,0.126325,0.149954,0.106238,0.069245,0.155154,0.127029,0.178552,0.216548,0.270398,0.150189,0.205584,0.225066,0.170011,0.069245,0.104358,0.126235,0.117688,0.133579,0.155987,0.108712,0.128582,0.13615,0.105952,4
0.133993,0.246405,0.25393,0.234982,0.295576,0.334708,0.216965,0.278755,0.295181,0.218847,0.133993,0.213746,0.175029,0.244255,0.261969,0.26699,0.239933,0.265018,0.274149,0.185917,0.133993,0.207785,0.142138,0.23378,0.249515,0.298719,0.220962,0.251904,0.255906,0.182682,0.133993,0.200115,0.202525,0.240947,0.254613,0.27656,0.246463,0.268009,0.280125,0.219048,4
0.140737,0.168627,0.159613,0.133687,0.129357,0.113402,0.14195,0.134641,0.119143,0.106634,0.140737,0.206186,0.117446,0.211064,0.175248,0.130097,0.196309,0.181095,0.152714,0.082767,0.140737,0.205592,0.119754,0.225201,0.229476,0.274444,0.215559,0.244289,0.244751,0.182682,0.140737,0.146216,0.063666,0.154596,0.076753,0.047218,0.164557,0.09605,0.064945,0.035119,4
0.124101,0.184967,0.140266,0.166078,0.158177,0.15945,0.169648,0.17456,0.165997,0.117793,0.124101,0.216495,0.114025,0.230638,0.182475,0.146602,0.213926,0.19258,0.182153,0.114268,0.124101,0.241228,0.172916,0.269705,0.320621,0.389751,0.243652,0.313452,0.330709,0.223865,0.124101,0.202408,0.204171,0.241643,0.276753,0.294266,0.236039,0.293571,0.305164,0.225,4
0.122302,0.172549,0.154776,0.146643,0.148123,0.137457,0.150029,0.154263,0.14257,0.107254,0.122302,0.188316,0.111745,0.193191,0.163505,0.154369,0.177013,0.164311,0.156394,0.096973,0.122302,0.203399,0.130386,0.228418,0.255333,0.328388,0.207455,0.251904,0.261811,0.167899,0.122302,0.166858,0.13831,0.192201,0.186716,0.204047,0.186895,0.195972,0.20266,0.142262,4
0.108363,0.177778,0.138452,0.162544,0.16689,0.18488,0.15753,0.164411,0.155288,0.077495,0.108363,0.185567,0.074116,0.194043,0.140921,0.121359,0.177852,0.159894,0.151794,0.08462,0.108363,0.202851,0.151651,0.225737,0.266322,0.310856,0.202593,0.261421,0.26706,0.18849,0.108363,0.178326,0.215148,0.206825,0.24428,0.263069,0.200298,0.244771,0.250391,0.199405,4
0.13714,0.185621,0.181378,0.169022,0.174263,0.173883,0.175418,0.17862,0.178046,0.155611,0.13714,0.190378,0.122007,0.194894,0.150858,0.114563,0.182886,0.14576,0.111316,0.06362,0.13714,0.241776,0.165641,0.263271,0.287007,0.325691,0.236629,0.281091,0.279528,0.184266,0.13714,0.229358,0.20472,0.259053,0.261255,0.245363,0.247952,0.274206,0.268388,0.192262,4
0.115558,0.152941,0.143894,0.134276,0.13941,0.138144,0.139642,0.142084,0.137216,0.112213,0.115558,0.131959,0.058153,0.142128,0.087624,0.073786,0.152685,0.10689,0.085557,0.053119,0.115558,0.200658,0.074986,0.23378,0.224305,0.298045,0.21772,0.237944,0.247375,0.148891,0.115558,0.18922,0.144896,0.220056,0.206642,0.210793,0.210722,0.221534,0.225352,0.157738,4
0.135791,0.175817,0.157195,0.156655,0.164209,0.182818,0.165609,0.171854,0.169344,0.125852,0.135791,0.185567,0.097491,0.2,0.164408,0.161165,0.191275,0.170495,0.162833,0.088944,0.135791,0.201206,0.110241,0.220375,0.217841,0.260958,0.209616,0.228426,0.218504,0.145195,0.135791,0.173739,0.12843,0.193593,0.161624,0.149241,0.19583,0.175058,0.15493,0.101786,4
0.079586,0.118301,0.145707,0.094817,0.123995,0.133333,0.088286,0.108254,0.107095,0.069436,0.079586,0.105842,0.039339,0.100426,0.062331,0.053398,0.089765,0.071555,0.071757,0.046325,0.079586,0.162829,0.100727,0.187131,0.209438,0.258935,0.163155,0.20368,0.209318,0.139916,0.079586,0.135894,0.12404,0.162256,0.152768,0.149241,0.155622,0.160341,0.157277,0.106548,4
0.078687,0.162745,0.168077,0.155477,0.188338,0.213058,0.138488,0.173884,0.182062,0.107254,0.078687,0.138144,0.139111,0.15234,0.186992,0.215534,0.14094,0.181095,0.207912,0.158122,0.078687,0.160636,0.108562,0.188204,0.21978,0.285233,0.163695,0.211929,0.225722,0.154699,0.078687,0.139908,0.105928,0.169916,0.147601,0.141653,0.165302,0.159566,0.162754,0.11131,4
0.104766,0.110458,0.114268,0.087161,0.079759,0.068729,0.10502,0.092693,0.086345,0.089895,0.104766,0.100344,0.04561,0.097872,0.050587,0.059223,0.103188,0.055654,0.049678,0.033972,0.104766,0.167763,0.09737,0.192493,0.199741,0.252192,0.176661,0.204315,0.213255,0.161035,0.104766,0.143922,0.113611,0.158078,0.135055,0.113828,0.154877,0.146398,0.126761,0.08631,4
0.077338,0.077124,0.102781,0.050648,0.049598,0.031615,0.05828,0.043302,0.028782,0.026658,0.077338,0.065979,0.008552,0.051064,0.001807,0,0.048658,0.010601,0,0.001235,0.077338,0.14693,0.074426,0.163539,0.170653,0.213082,0.141005,0.171954,0.17126,0.116684,0.077338,0.129587,0.066411,0.144847,0.101845,0.086003,0.132539,0.110767,0.102504,0.056548,4
0.081385,0.124837,0.120314,0.118963,0.132038,0.15945,0.107328,0.11705,0.128514,0.086795,0.081385,0.145017,0.124287,0.171915,0.177055,0.163107,0.161074,0.176678,0.186753,0.133416,0.081385,0.175439,0.097929,0.217158,0.240465,0.328388,0.182604,0.21764,0.239501,0.144667,0.081385,0.118119,0.045554,0.149025,0.082657,0.06914,0.148176,0.099923,0.092332,0.05,4
0.127698,0.192157,0.160218,0.173734,0.174263,0.179381,0.171956,0.177267,0.174699,0.130192,0.127698,0.162887,0.131129,0.161702,0.156278,0.127184,0.154362,0.150177,0.126035,0.080296,0.127698,0.213816,0.144376,0.234316,0.256626,0.29265,0.211237,0.253173,0.251312,0.174234,0.127698,0.226491,0.144896,0.254875,0.208856,0.166948,0.241996,0.226956,0.210485,0.1375,4
0.13804,0.203268,0.188634,0.182568,0.190349,0.179381,0.176572,0.182679,0.174029,0.134532,0.13804,0.184192,0.145382,0.181277,0.168022,0.132039,0.168624,0.155477,0.125115,0.079679,0.13804,0.247807,0.160045,0.269169,0.287654,0.330411,0.23879,0.281726,0.285433,0.184266,0.13804,0.240252,0.18551,0.275766,0.259779,0.237774,0.267312,0.283501,0.279343,0.194048,4
0.034173,0.061438,0.098549,0.056537,0.085121,0.107904,0.049625,0.065629,0.075636,0.043397,0.034173,0.108591,0.071266,0.113191,0.118338,0.102913,0.095638,0.121025,0.131555,0.090179,0.034173,0.157895,0.084499,0.2,0.241112,0.343898,0.158293,0.218274,0.251312,0.13622,0.034173,0.099771,0.082876,0.124652,0.115129,0.109612,0.113179,0.125484,0.131455,0.095238,4
0.086781,0.133987,0.13422,0.126031,0.137399,0.151203,0.125793,0.134641,0.139224,0.107254,0.086781,0.107904,0.076967,0.109787,0.100271,0.097087,0.107383,0.10159,0.098436,0.065473,0.086781,0.141996,0.085618,0.162466,0.170006,0.210384,0.145327,0.170051,0.176509,0.144139,0.086781,0.140482,0.135565,0.155292,0.160148,0.165261,0.142219,0.158792,0.160407,0.117262,4
0.046313,0.042484,0.05925,0.030624,0.019437,0.010997,0.040392,0.020974,0.017403,0.018599,0.046313,0.08866,0.049031,0.094468,0.076784,0.061165,0.083054,0.076855,0.070837,0.033972,0.046313,0.117325,0.08282,0.154424,0.18746,0.261632,0.129119,0.171954,0.192257,0.127772,0.046313,0.06078,0.04775,0.068942,0.053137,0.059022,0.067014,0.05732,0.06025,0.041071,4
0.078237,0.129412,0.113059,0.129564,0.141421,0.173883,0.121754,0.129229,0.139893,0.081835,0.078237,0.152577,0.164196,0.180426,0.225836,0.243689,0.163591,0.206714,0.230911,0.162446,0.078237,0.186952,0.15333,0.225201,0.277957,0.355361,0.188547,0.249365,0.277559,0.184266,0.078237,0.155963,0.127333,0.191504,0.182288,0.177066,0.183172,0.194423,0.200313,0.1375,4
0.132194,0.214379,0.189238,0.195524,0.209115,0.224055,0.185228,0.203654,0.203481,0.138872,0.132194,0.17732,0.148233,0.194894,0.196929,0.213592,0.189597,0.190813,0.198712,0.140828,0.132194,0.191338,0.146055,0.212332,0.235941,0.281861,0.199892,0.237944,0.242782,0.187434,0.132194,0.186353,0.161361,0.224234,0.219188,0.24199,0.232316,0.240124,0.254304,0.191667,4
0.020234,0.048366,0.084643,0.04417,0.071716,0.077663,0.035199,0.052774,0.055556,0.022939,0.020234,0.080412,0.052452,0.086809,0.099368,0.092233,0.076342,0.10424,0.116835,0.07659,0.020234,0.074561,0.057079,0.099732,0.124758,0.171274,0.078336,0.116751,0.130577,0.111404,0.020234,0.018349,0.017563,0.016017,0,0,0.014147,0,0,0,4
0.097572,0.129412,0.117291,0.11013,0.115282,0.134021,0.110214,0.112991,0.108434,0.053937,0.097572,0.113402,0.070125,0.116596,0.087624,0.085437,0.111577,0.085689,0.070837,0.035207,0.097572,0.138706,0.088976,0.157641,0.156432,0.190155,0.146407,0.156726,0.14895,0.11774,0.097572,0.119266,0.091658,0.134401,0.112177,0.100337,0.14073,0.12471,0.107981,0.067857,4
0.115108,0.176471,0.168682,0.168433,0.183646,0.206186,0.164455,0.175913,0.181392,0.127092,0.115108,0.160137,0.123147,0.166809,0.168022,0.160194,0.161913,0.167845,0.164673,0.111797,0.115108,0.181469,0.108562,0.205898,0.216548,0.259609,0.19503,0.223985,0.226378,0.168427,0.115108,0.177752,0.180022,0.199861,0.210332,0.209949,0.193596,0.213788,0.21205,0.1625,4
0.159173,0.236601,0.210399,0.205536,0.22319,0.220619,0.196769,0.215156,0.197456,0.125232,0.159173,0.226804,0.147662,0.233191,0.214995,0.207767,0.213087,0.213781,0.206992,0.13218,0.159173,0.260965,0.191382,0.277212,0.317388,0.373567,0.249595,0.305203,0.309711,0.202746,0.159173,0.242546,0.222832,0.286212,0.289299,0.301855,0.284438,0.305964,0.312989,0.230952,4
0.16277,0.234641,0.19347,0.21437,0.213807,0.224055,0.214657,0.214479,0.202142,0.137012,0.16277,0.243299,0.154504,0.246809,0.213189,0.176699,0.223154,0.199647,0.174793,0.108091,0.16277,0.268092,0.144376,0.282038,0.290886,0.339177,0.249595,0.277919,0.269029,0.152587,0.16277,0.252867,0.208013,0.266017,0.253137,0.219224,0.240506,0.250968,0.233177,0.163095,4
0.182554,0.28366,0.211004,0.249706,0.245308,0.241924,0.238892,0.245602,0.225569,0.138872,0.182554,0.272852,0.170468,0.285106,0.254743,0.235922,0.261745,0.257067,0.25759,0.168623,0.182554,0.277412,0.176833,0.303485,0.325792,0.400539,0.278768,0.322335,0.339239,0.226505,0.182554,0.267775,0.217344,0.306407,0.279705,0.289207,0.297096,0.292022,0.294992,0.2125,4
0.101619,0.163399,0.159008,0.146643,0.170912,0.193127,0.138488,0.157645,0.153949,0.086795,0.101619,0.16701,0.084949,0.16766,0.141825,0.118447,0.151007,0.146643,0.134315,0.078443,0.101619,0.194079,0.09681,0.223056,0.24499,0.325691,0.199352,0.241751,0.255906,0.157339,0.101619,0.168578,0.160263,0.194986,0.205904,0.205734,0.18615,0.216112,0.21831,0.157143,4
0.126799,0.159477,0.129988,0.140754,0.137399,0.153265,0.147144,0.146143,0.147256,0.110353,0.126799,0.20756,0.13683,0.215319,0.205059,0.205825,0.197987,0.20583,0.216191,0.142681,0.126799,0.217105,0.145495,0.235389,0.265676,0.324343,0.212858,0.261421,0.268373,0.177402,0.126799,0.174312,0.1427,0.192897,0.176384,0.164418,0.186895,0.186677,0.174491,0.116071,4
0.072842,0.107843,0.126965,0.100118,0.122654,0.143643,0.098096,0.113667,0.12249,0.095474,0.072842,0.107216,0.041049,0.113191,0.071364,0.065049,0.108221,0.079505,0.073597,0.038295,0.072842,0.133772,0.073867,0.158713,0.162896,0.20971,0.142085,0.166244,0.172572,0.126188,0.072842,0.110665,0.108123,0.135097,0.130627,0.143339,0.133284,0.136328,0.143192,0.102976,4
0.12455,0.184314,0.168682,0.168433,0.180965,0.188316,0.174264,0.190122,0.1834,0.133912,0.12455,0.228866,0.157925,0.228936,0.216802,0.168932,0.206376,0.213781,0.199632,0.133416,0.12455,0.239583,0.137661,0.252547,0.26309,0.306136,0.209616,0.239213,0.234908,0.123548,0.12455,0.18922,0.15697,0.200557,0.180074,0.146712,0.176471,0.176607,0.158842,0.104762,4
0.128597,0.188889,0.18682,0.180212,0.201072,0.226117,0.181766,0.196888,0.201473,0.154991,0.128597,0.175258,0.120296,0.194043,0.180668,0.172816,0.197148,0.188163,0.185833,0.122915,0.128597,0.201206,0.104085,0.233244,0.234648,0.293999,0.227985,0.249365,0.257218,0.183738,0.128597,0.188073,0.126235,0.219359,0.18155,0.190556,0.218168,0.202169,0.211268,0.154762,4
0.090378,0.128758,0.130593,0.107774,0.115282,0.103093,0.114253,0.121786,0.108434,0.081835,0.090378,0.172509,0.114595,0.177021,0.181572,0.165049,0.160235,0.181095,0.180313,0.113033,0.090378,0.186952,0.145495,0.209115,0.256626,0.304788,0.180443,0.239848,0.238845,0.147307,0.090378,0.133028,0.139956,0.148329,0.160886,0.184654,0.139985,0.160341,0.168232,0.12619,4
0.136241,0.172549,0.143894,0.143698,0.13874,0.12921,0.147721,0.14479,0.133869,0.110353,0.136241,0.153265,0.115165,0.137021,0.115628,0.091262,0.130034,0.108657,0.083717,0.066708,0.136241,0.225329,0.106883,0.241287,0.233355,0.28321,0.21826,0.239213,0.239501,0.150475,0.136241,0.218463,0.173436,0.241643,0.232472,0.225126,0.231571,0.243222,0.234742,0.158333,4
0.105216,0.126144,0.116687,0.104829,0.097855,0.095533,0.116561,0.102842,0.092369,0.065096,0.105216,0.162199,0.110604,0.166809,0.159892,0.149515,0.154362,0.161661,0.155474,0.099444,0.105216,0.181469,0.103525,0.209651,0.232708,0.310856,0.186926,0.225254,0.237533,0.154699,0.105216,0.131307,0.103732,0.139276,0.123247,0.112985,0.135517,0.127033,0.111894,0.069643,4
0.056655,0.108497,0.09734,0.111307,0.117962,0.149141,0.09925,0.102165,0.114458,0.049597,0.056655,0.084536,0.123717,0.095319,0.145438,0.18835,0.091443,0.128092,0.159154,0.128474,0.056655,0.127193,0.096251,0.160858,0.195863,0.259609,0.139924,0.187183,0.208005,0.156283,0.056655,0.113532,0.1191,0.135794,0.15572,0.166948,0.128816,0.159566,0.176056,0.131548,4
0.095773,0.168627,0.14873,0.15371,0.170241,0.184192,0.144259,0.165088,0.162651,0.099814,0.095773,0.206873,0.153934,0.219574,0.234869,0.213592,0.192953,0.227915,0.24103,0.166152,0.095773,0.214912,0.160604,0.240751,0.292178,0.368847,0.201513,0.265228,0.28937,0.190602,0.095773,0.168005,0.153677,0.195682,0.199262,0.200675,0.180938,0.207591,0.21205,0.153571,4
0.101169,0.130065,0.12636,0.108952,0.11059,0.103093,0.117715,0.116373,0.104418,0.078115,0.101169,0.141581,0.056442,0.149787,0.097561,0.098058,0.141779,0.103357,0.095676,0.050031,0.101169,0.179276,0.111919,0.208043,0.229476,0.29737,0.188006,0.222081,0.229003,0.145195,0.101169,0.15367,0.15258,0.179666,0.197048,0.211636,0.174981,0.202943,0.210485,0.151786,4
0.092176,0.139216,0.14873,0.132509,0.150804,0.162887,0.128102,0.14276,0.15261,0.123373,0.092176,0.195876,0.147662,0.218723,0.219512,0.197087,0.192953,0.20583,0.207912,0.137122,0.092176,0.203399,0.141578,0.241287,0.27925,0.356035,0.199892,0.246827,0.267717,0.163675,0.092176,0.147936,0.120746,0.177577,0.158672,0.1543,0.172003,0.168087,0.166667,0.11369,4
0.134892,0.190196,0.168682,0.176678,0.184987,0.198625,0.18292,0.190122,0.190094,0.146931,0.134892,0.237113,0.178449,0.245106,0.256549,0.22233,0.222315,0.24735,0.235511,0.143916,0.134892,0.255482,0.147174,0.276139,0.303814,0.387728,0.245273,0.291244,0.301837,0.164203,0.134892,0.216743,0.18112,0.218663,0.213284,0.177066,0.198064,0.214562,0.194053,0.136905,4
0.067896,0.143791,0.158404,0.138987,0.180295,0.20756,0.125216,0.161028,0.168005,0.096714,0.067896,0.070103,0.103193,0.074043,0.115628,0.140777,0.078859,0.107774,0.114995,0.090179,0.067896,0.110197,0.08282,0.137802,0.159017,0.211059,0.125878,0.159898,0.175197,0.155227,0.067896,0.141055,0.114709,0.175487,0.171218,0.177909,0.169769,0.185902,0.198748,0.139286,4
0.053957,0.064706,0.110641,0.052415,0.074397,0.081787,0.057703,0.066306,0.072959,0.071296,0.053957,0.107904,0.077537,0.128511,0.136405,0.14466,0.122483,0.140459,0.151794,0.089561,0.053957,0.152412,0.114158,0.187668,0.232708,0.306811,0.158833,0.217005,0.234908,0.140971,0.053957,0.088303,0.08562,0.112117,0.112177,0.144182,0.110201,0.117738,0.133803,0.098214,4
0.130845,0.166013,0.163241,0.143698,0.154826,0.162199,0.15176,0.157645,0.151272,0.117173,0.130845,0.158076,0.08951,0.170213,0.135501,0.14466,0.163591,0.135159,0.131555,0.077826,0.130845,0.191338,0.123111,0.209115,0.219134,0.260283,0.19503,0.224619,0.221129,0.162091,0.130845,0.172592,0.144896,0.188719,0.180812,0.17032,0.183917,0.188226,0.172926,0.117262,4
0.151529,0.231373,0.227932,0.211425,0.245308,0.253608,0.204847,0.239513,0.237617,0.193428,0.151529,0.243299,0.194413,0.246809,0.263776,0.231068,0.228188,0.258834,0.25207,0.170476,0.151529,0.256031,0.191382,0.280429,0.317388,0.362104,0.253917,0.309645,0.322835,0.224393,0.151529,0.228211,0.251921,0.262535,0.290775,0.306071,0.246463,0.28505,0.291862,0.219643,4
0.074191,0.094118,0.116687,0.08245,0.093164,0.098282,0.088286,0.089986,0.091031,0.073156,0.074191,0.114089,0.063854,0.128511,0.105691,0.113592,0.116611,0.102473,0.109476,0.068561,0.074191,0.169956,0.144936,0.201072,0.255979,0.329737,0.166397,0.229695,0.255249,0.17265,0.074191,0.135894,0.144347,0.159471,0.183026,0.196459,0.146687,0.183579,0.191706,0.139286,4
0.097572,0.159477,0.180774,0.151943,0.186327,0.202749,0.144836,0.173207,0.177376,0.129572,0.097572,0.17732,0.13512,0.205106,0.212285,0.198058,0.190436,0.208481,0.206072,0.129092,0.097572,0.20614,0.165081,0.241823,0.299935,0.381659,0.206915,0.267766,0.285433,0.170011,0.097572,0.169151,0.182217,0.206825,0.24059,0.262226,0.20551,0.251743,0.262911,0.198214,4
0.117356,0.162092,0.177146,0.136631,0.161528,0.171821,0.137334,0.157645,0.155957,0.128332,0.117356,0.168385,0.080958,0.174468,0.129178,0.126214,0.166107,0.141343,0.137994,0.088944,0.117356,0.213268,0.095132,0.248257,0.254686,0.347269,0.226904,0.251269,0.267717,0.154171,0.117356,0.179472,0.182766,0.207521,0.223616,0.228499,0.206999,0.233927,0.232394,0.172024,4
0.090827,0.11634,0.125151,0.099529,0.108579,0.118213,0.109059,0.112991,0.113119,0.096094,0.090827,0.131959,0.079247,0.135319,0.119241,0.125243,0.125,0.125442,0.131555,0.087091,0.090827,0.172149,0.118635,0.193566,0.224952,0.269049,0.170178,0.218274,0.218504,0.147835,0.090827,0.141055,0.159715,0.151114,0.168266,0.159359,0.141474,0.164988,0.156495,0.114881,4
0.058453,0.106536,0.150544,0.097762,0.14008,0.158763,0.084824,0.11502,0.125167,0.086175,0.058453,0.183505,0.100912,0.206809,0.193315,0.165049,0.188758,0.204947,0.214351,0.135269,0.058453,0.201754,0.131505,0.253083,0.314803,0.438301,0.202593,0.275381,0.317585,0.168427,0.058453,0.133028,0.159166,0.167827,0.205904,0.22344,0.157111,0.20914,0.22144,0.168452,4
0.120953,0.173203,0.175937,0.154888,0.172922,0.17457,0.159261,0.177267,0.172691,0.137632,0.120953,0.197251,0.130559,0.209362,0.194219,0.181553,0.191275,0.187279,0.183073,0.11118,0.120953,0.202303,0.155568,0.219839,0.253394,0.29265,0.198811,0.24302,0.239501,0.165787,0.120953,0.162271,0.149835,0.174095,0.171218,0.17032,0.167535,0.173509,0.164319,0.121429,4
0.131745,0.15817,0.16445,0.127208,0.128686,0.116838,0.131564,0.127199,0.121151,0.117793,0.131745,0.170447,0.086659,0.17617,0.128275,0.120388,0.165268,0.133392,0.119595,0.071649,0.131745,0.216009,0.149412,0.232708,0.259858,0.305462,0.206915,0.253807,0.251969,0.171067,0.131745,0.178326,0.139956,0.202646,0.187454,0.193929,0.197319,0.195972,0.194053,0.131548,4
