@relation page-blocks-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Height numeric
@attribute Lenght numeric
@attribute Area numeric
@attribute Eccen numeric
@attribute P_black numeric
@attribute P_and numeric
@attribute Mean_tr numeric
@attribute Blackpix numeric
@attribute Blackand numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
0,0.175725,0.000632,0.182485,0.935654,1,0.005989,0.002756,0.001973,0.000623,2
0,0.021739,0.000042,0.024196,0.675105,1,0.000404,0.000242,0.00013,0.000623,2
0.009963,0.11413,0.003952,0.013229,0.46308,0.982942,0.000317,0.008541,0.012141,0.033946,1
0.008717,0.063406,0.001952,0.008367,0.53481,0.940299,0.000412,0.004846,0.005745,0.016194,1
0.008717,0.012681,0.000396,0.001849,0.208861,0.65032,0.000121,0.000454,0.00078,0.002803,1
0.008717,0.036232,0.001118,0.004875,0.347046,0.834755,0.000178,0.001908,0.002927,0.010277,1
0.009963,0.177536,0.006139,0.020471,0.431435,0.899787,0.000333,0.012418,0.017344,0.04796,1
0.009963,0.217391,0.007515,0.025023,0.28481,0.761194,0.000218,0.010601,0.018168,0.05232,1
0.009963,0.179348,0.006202,0.020678,0.433544,0.901919,0.000388,0.0126,0.017561,0.044223,1
0.012453,0.211957,0.008966,0.019963,0.251055,0.784648,0.0002,0.011358,0.022308,0.058549,1
0.009963,0.226449,0.007827,0.026058,0.436709,0.900853,0.000371,0.015962,0.022157,0.057614,1
0.008717,0.023551,0.000729,0.003246,0.227848,0.52452,0.000404,0.000878,0.001192,0.002803,1
0.008717,0.126812,0.003896,0.016514,0.292194,0.761194,0.000168,0.005634,0.009409,0.031454,1
0.008717,0.077899,0.002396,0.010229,0.425105,0.945629,0.000444,0.004816,0.007089,0.01526,1
0.008717,0.085145,0.002618,0.01116,0.291139,0.877399,0.000202,0.003786,0.007219,0.019309,1
0.008717,0.070652,0.002174,0.009298,0.376582,0.996802,0.000246,0.003937,0.006764,0.018063,1
0.009963,0.07971,0.002764,0.009298,0.416667,0.889126,0.00045,0.005452,0.007718,0.017129,1
0.008717,0.083333,0.002563,0.010928,0.28692,0.889126,0.000238,0.003665,0.007154,0.017129,1
0.008717,0.074275,0.002285,0.009764,0.35654,0.936034,0.000289,0.003937,0.006699,0.016506,1
0,0.028986,0.000069,0.031645,0.814346,1,0.000741,0.000394,0.000217,0.000623,2
0.008717,0.076087,0.002341,0.009996,0.337553,0.953092,0.000222,0.003847,0.006981,0.018686,1
0.016189,0.541667,0.029121,0.039893,0.222574,0.581023,0.000281,0.033469,0.055132,0.143569,1
0.007472,0.061594,0.001653,0.009298,0.453586,0.83049,0.000365,0.003544,0.004314,0.012769,1
0.009963,0.219203,0.007577,0.025231,0.296414,0.817697,0.000311,0.011055,0.019577,0.044534,1
0.009963,0.233696,0.008077,0.026885,0.417722,0.86887,0.000329,0.015841,0.022092,0.061663,1
0.008717,0.07971,0.002452,0.010462,0.179325,0.793177,0.000182,0.002393,0.006135,0.012769,1
0.007472,0.054348,0.001458,0.008235,0.17827,0.843284,0.000157,0.001424,0.003859,0.008097,1
0.002491,0.023551,0.000243,0.008678,0.347046,0.873134,0.000444,0.000454,0.00065,0.001246,1
0.008717,0.030797,0.000951,0.004177,0.171941,0.80064,0.000279,0.000909,0.002385,0.003737,1
0.007472,0.103261,0.002771,0.015417,0.168776,0.831557,0.000254,0.002575,0.007263,0.011523,1
0.007472,0.070652,0.001896,0.010628,0.14135,0.73774,0.000254,0.001545,0.004423,0.006851,1
0.006227,0.048913,0.001118,0.008678,0.095992,0.498934,0.000143,0.000697,0.001778,0.004049,1
0.003736,0.025362,0.000368,0.00697,0.226793,0.78678,0.000606,0.000454,0.000889,0.000934,1
0.016189,0.067029,0.003646,0.005041,0.202532,0.455224,0.000394,0.003907,0.005485,0.013391,1
0.017435,0.054348,0.003181,0.003836,0.160338,0.429638,0.000597,0.002847,0.004531,0.007163,1
0.014944,0.137681,0.006903,0.011017,0.2173,0.535181,0.000412,0.007784,0.012097,0.02616,1
0.014944,0.057971,0.002931,0.004713,0.203586,0.503198,0.000583,0.00315,0.004813,0.008097,1
0.011208,0.032609,0.001271,0.003525,0.295359,0.67484,0.000547,0.001878,0.00271,0.004983,1
0.007472,0.217391,0.005834,0.032177,0.266878,0.653518,0.000159,0.007784,0.012249,0.044534,1
0.012453,0.038043,0.001632,0.003711,0.385021,0.673774,0.000614,0.003029,0.00349,0.007474,1
0.012453,0.014493,0.000639,0.00151,0.371308,0.698294,0.000694,0.001181,0.001388,0.002491,1
0.012453,0.012681,0.000563,0.001341,0.520042,1,0.000444,0.001424,0.001756,0.00436,1
0.012453,0.036232,0.001556,0.003542,0.278481,0.552239,0.000664,0.002181,0.002753,0.004983,1
0.063512,0.833333,0.16644,0.016496,0.147679,0.198294,0.002124,0.139508,0.128583,0.12426,5
0.011208,0.067029,0.002591,0.007063,0.392405,0.934968,0.000359,0.004846,0.007588,0.017751,1
0.009963,0.063406,0.002202,0.007436,0.478903,0.904051,0.00039,0.004937,0.006244,0.017129,1
0.009963,0.036232,0.001264,0.004332,0.492616,0.938166,0.000458,0.002938,0.003707,0.009031,1
0.009963,0.173913,0.006014,0.020058,0.425105,0.934968,0.000258,0.011994,0.017626,0.053877,1
0.009963,0.086957,0.003014,0.010125,0.556962,0.99467,0.0004,0.007724,0.009366,0.026472,1
0,0.025362,0.000056,0.02792,0.859705,1,0.00111,0.000363,0.000173,0.000311,2
0.009963,0.039855,0.001389,0.004747,0.28692,0.985075,0.000127,0.001999,0.004271,0.012457,1
0.009963,0.065217,0.002264,0.007643,0.362869,0.840085,0.000208,0.003968,0.005984,0.019931,1
0.009963,0.036232,0.001264,0.004332,0.279536,0.763326,0.000325,0.001787,0.003035,0.006851,1
0.009963,0.163043,0.005639,0.018816,0.263713,0.953092,0.000198,0.007451,0.016823,0.038617,1
0.011208,0.119565,0.004605,0.012464,0.25211,0.6258,0.000236,0.005876,0.009279,0.027717,1
0.009963,0.056159,0.001952,0.006609,0.318565,0.793177,0.000141,0.003059,0.004878,0.018374,1
0.009963,0.164855,0.005702,0.019023,0.314346,0.911514,0.000216,0.008753,0.016303,0.043289,1
0.009963,0.019928,0.000701,0.002469,0.413502,1,0.000157,0.001424,0.00219,0.008097,1
0.009963,0.11413,0.003952,0.013229,0.280591,0.80597,0.000238,0.005512,0.010059,0.025849,1
0.013699,0.175725,0.008119,0.015196,0.203586,0.599147,0.000248,0.008693,0.015761,0.039863,1
0.009963,0.179348,0.006202,0.020678,0.236287,0.836887,0.000184,0.007481,0.016368,0.040174,1
0.009963,0.019928,0.000701,0.002469,0.394515,1,0.000119,0.001363,0.00219,0.00872,1
0.009963,0.094203,0.003264,0.010954,0.279536,0.792111,0.000133,0.004543,0.008173,0.028029,1
0.012453,0.150362,0.006369,0.014207,0.25211,0.832623,0.000149,0.008117,0.016737,0.04796,1
0.009963,0.144928,0.005014,0.016747,0.300633,0.91258,0.000196,0.007421,0.014352,0.038617,1
0.009963,0.021739,0.000764,0.002676,0.053797,0.735608,0.000606,0.000333,0.001756,0.000623,2
0.011208,0.143116,0.005507,0.014885,0.239451,0.78678,0.000186,0.006724,0.013723,0.035814,1
0.012453,0.181159,0.007667,0.017086,0.223629,0.842217,0.000131,0.008844,0.020379,0.055123,1
0.009963,0.144928,0.005014,0.016747,0.295359,0.972281,0.00022,0.007299,0.015241,0.035814,1
0.009963,0.014493,0.000514,0.001849,0.113924,0.855011,0.000127,0.000363,0.001366,0.00218,1
0.013699,0.128623,0.005952,0.01116,0.241561,0.794243,0.000232,0.00733,0.014959,0.03488,1
0.009963,0.150362,0.005202,0.017367,0.208861,0.952026,0.000168,0.005694,0.015501,0.031766,1
0.009963,0.092391,0.003202,0.010747,0.335443,0.995736,0.000143,0.00521,0.009951,0.031143,1
0.009963,0.047101,0.001639,0.005574,0.310127,0.973348,0.000176,0.002514,0.004986,0.013703,1
0.011208,0.081522,0.003146,0.008553,0.328059,0.832623,0.000204,0.005028,0.00826,0.025537,1
0.009963,0.057971,0.002014,0.006816,0.392405,0.968017,0.000172,0.003786,0.006092,0.020866,1
0.009963,0.144928,0.005014,0.016747,0.291139,0.910448,0.00021,0.007209,0.01433,0.036126,1
0.006227,0.01087,0.000243,0.00216,0.196203,0.66951,0.001817,0.000273,0.000477,0,2
0.012453,0.023551,0.001021,0.002358,0.411392,0.979744,0.000289,0.002029,0.003122,0.008409,1
0.012453,0.012681,0.000563,0.001341,0.220464,1,0.00022,0.000666,0.001756,0.003114,1
0.012453,0.076087,0.003236,0.007266,0.299578,0.736674,0.000351,0.004786,0.007566,0.017751,1
0.009963,0.134058,0.004639,0.015505,0.338608,0.907249,0.000248,0.007602,0.013203,0.03488,1
0.009963,0.014493,0.000514,0.001849,0.349156,0.788913,0.000279,0.000909,0.001257,0.003737,1
0.008717,0.030797,0.000951,0.004177,0.443038,1,0.000307,0.002029,0.00297,0.008097,1
0.007472,0.009058,0.000243,0.001583,0.472574,0.518124,0.004037,0.000606,0.000347,0,1
0.0934,0,0.000479,0.000011,1,1,0.015139,0.002272,0.001496,0,4
0.011208,0.11413,0.004396,0.011905,0.448312,0.908316,0.000363,0.009208,0.012531,0.033634,1
0.008717,0.063406,0.001952,0.008367,0.593882,0.933902,0.000448,0.005331,0.005702,0.016817,1
0.008717,0.057971,0.001785,0.007669,0.276371,0.685501,0.000228,0.002484,0.003881,0.011834,1
0.011208,0.177536,0.006827,0.018423,0.412447,0.906183,0.000331,0.013266,0.019425,0.051386,1
0.011208,0.219203,0.008424,0.022706,0.255274,0.668443,0.000222,0.010843,0.018059,0.052943,1
0.011208,0.181159,0.006966,0.018795,0.419831,0.860341,0.000394,0.013751,0.018883,0.047649,1
0.013699,0.211957,0.009786,0.018298,0.225738,0.716418,0.0002,0.011388,0.022373,0.058549,1
0.011208,0.224638,0.008633,0.023265,0.42616,0.852878,0.000388,0.017234,0.023219,0.060417,1
0.013699,0.210145,0.009702,0.018144,0.188819,0.692964,0.000137,0.009783,0.021528,0.059794,1
0.009963,0.152174,0.005264,0.017574,0.270042,0.727079,0.000192,0.007118,0.012184,0.037372,1
0.009963,0.076087,0.002639,0.008885,0.440928,0.944563,0.000466,0.005482,0.007805,0.016817,1
0.009963,0.083333,0.002889,0.009711,0.246835,0.720682,0.000192,0.003635,0.006612,0.018997,1
0.009963,0.070652,0.002452,0.008263,0.352321,0.881663,0.000291,0.00418,0.006786,0.01744,1
0.008717,0.077899,0.002396,0.010229,0.457806,0.948827,0.000394,0.005149,0.007111,0.017751,1
0.009963,0.081522,0.002827,0.009505,0.251055,0.827292,0.000238,0.003604,0.007371,0.016817,1
0.009963,0.074275,0.002577,0.008678,0.347046,0.926439,0.000299,0.004331,0.00748,0.017751,1
0,0.074275,0.000243,0.0782,0.272152,1,0.000323,0.000363,0.000759,0.001246,2
0.009963,0.074275,0.002577,0.008678,0.308017,0.926439,0.000228,0.003907,0.00748,0.018686,1
0.017435,0.541667,0.031204,0.037231,0.21097,0.547974,0.000275,0.034377,0.056086,0.149486,1
0.006227,0.061594,0.00141,0.010849,0.507384,0.939232,0.000337,0.003362,0.004141,0.012769,1
0.009963,0.219203,0.007577,0.025231,0.343882,0.958422,0.000349,0.012539,0.02272,0.047026,1
0.001245,0.317029,0.002396,0.163862,0.50211,0.578891,0.006056,0.005603,0.004466,0.001557,2
0.084682,0.003623,0.001389,0.000067,0.623418,0.948827,0.000218,0.003998,0.004119,0.01962,4
0.009963,0.233696,0.008077,0.026885,0.486287,0.920043,0.000375,0.018143,0.023306,0.065089,1
0,0.068841,0.000222,0.072614,0.89135,1,0.001564,0.00103,0.000694,0.000934,2
0,0.077899,0.000257,0.081925,0.904008,1,0.003835,0.001181,0.000802,0.000311,2
0,0.023551,0.000049,0.026058,0.925105,1,0.002422,0.000363,0.000152,0,2
0,0.063406,0.000201,0.067027,0.560127,1,0.000646,0.000606,0.000629,0.001246,2
0,0.028986,0.000069,0.031645,0.75211,1,0.00111,0.000363,0.000217,0.000311,2
0.001245,0.092391,0.000674,0.048405,0.097046,0.682303,0.000303,0.000424,0.001431,0.001557,1
0.003736,0.028986,0.000424,0.007901,0.271097,0.529851,0.000505,0.000606,0.000672,0.001557,1
0.004981,0.054348,0.001028,0.011533,0.197257,0.972281,0.000214,0.00109,0.003122,0.005294,1
0.004981,0.039855,0.00075,0.008553,0.183544,1,0.000127,0.000757,0.002341,0.004671,1
0.004981,0.077899,0.001479,0.016375,0.199367,0.777186,0.000307,0.001575,0.003621,0.006229,1
0.002491,0.099638,0.001118,0.034749,0.013713,0.466951,0.000077,0.000303,0.001669,0.00218,1
0.003736,0.056159,0.00084,0.014885,0.275316,1,0.000224,0.001181,0.002623,0.005606,1
0.004981,0.027174,0.000507,0.005946,0.275316,0.80064,0.000218,0.000727,0.001257,0.003426,1
0.001245,0.023551,0.000146,0.013023,0.246835,0.809168,0.001413,0.000212,0.000347,0,2
0.002491,0.32971,0.003764,0.113582,0.459916,0.549041,0.005809,0.008087,0.006721,0.002491,2
0.019925,0.137681,0.009043,0.008421,0.276371,0.744136,0.000392,0.012418,0.02142,0.043289,1
0.016189,0.059783,0.003257,0.00451,0.239451,0.841151,0.000422,0.003998,0.008629,0.01308,1
0.012453,0.038043,0.001632,0.003711,0.254219,0.784648,0.000277,0.00212,0.004032,0.009031,1
0.012453,0.119565,0.00507,0.01133,0.228903,0.668443,0.000396,0.005967,0.010862,0.020554,1
0.007472,0.221014,0.005931,0.032708,0.224684,0.601279,0.000133,0.006875,0.011534,0.042354,1
0.013699,0.012681,0.000618,0.001229,0.407173,0.477612,0.008276,0.001242,0.000911,0,1
0.013699,0.012681,0.000618,0.001229,0.483122,0.922175,0.001211,0.001454,0.001778,0.001869,1
0.013699,0.014493,0.000701,0.001384,0.482068,0.634328,0.001649,0.001636,0.001388,0.001557,1
0.012453,0.014493,0.000639,0.00151,0.520042,0.80597,0.001615,0.001605,0.001604,0.001557,1
0.012453,0.014493,0.000639,0.00151,0.350211,0.708955,0.000565,0.001121,0.001409,0.002803,1
0.012453,0.012681,0.000563,0.001341,0.700422,1,0.001389,0.001878,0.001756,0.00218,1
0.012453,0.012681,0.000563,0.001341,0.688819,1,0.001587,0.001848,0.001756,0.001869,1
0,0.050725,0.000153,0.053991,1,1,0.005652,0.000848,0.000477,0,2
0,0.023551,0.000049,0.026058,0.925105,1,0.002422,0.000363,0.000152,0,2
0,0.07971,0.000264,0.083787,0.929325,1,0.004037,0.001242,0.000824,0.000311,2
0.009963,0.068841,0.002389,0.008056,0.413502,0.91791,0.000351,0.004695,0.006872,0.01744,1
0.009963,0.036232,0.001264,0.004332,0.469409,0.955224,0.000529,0.002817,0.003772,0.007786,1
0.011208,0.173913,0.006688,0.018051,0.39135,0.820896,0.000299,0.012388,0.017344,0.051074,1
0.009963,0.063406,0.002202,0.007436,0.553797,0.944563,0.000408,0.005634,0.006504,0.018997,1
0.029888,0.541667,0.05204,0.022334,0.013713,0.009595,0.007939,0.014629,0.01136,0.003426,2
0.011208,0.086957,0.003354,0.009112,0.503165,0.934968,0.000406,0.007814,0.009821,0.026472,1
0.001245,0.088768,0.000646,0.046543,0.43038,0.477612,0.002893,0.001363,0.000954,0.000623,2
0.009963,0.141304,0.004889,0.016334,0.285865,0.864606,0.00024,0.006936,0.013311,0.032389,1
0.009963,0.041667,0.001452,0.004954,0.320675,0.900853,0.000242,0.002302,0.004097,0.010589,1
0.009963,0.065217,0.002264,0.007643,0.413502,0.891258,0.000218,0.004452,0.00633,0.0218,1
0.009963,0.036232,0.001264,0.004332,0.330169,0.898721,0.000262,0.00206,0.003555,0.009031,1
0.009963,0.144928,0.005014,0.016747,0.32173,0.853945,0.000246,0.007845,0.013485,0.036126,1
0.011208,0.119565,0.004605,0.012464,0.261603,0.728145,0.00023,0.006058,0.010666,0.028963,1
0.008717,0.056159,0.001729,0.007436,0.369198,0.891258,0.000164,0.003089,0.004835,0.01744,1
0.007472,0.018116,0.000486,0.002913,0.095992,0.528785,0.000115,0.000303,0.00078,0.001869,1
0.009963,0.177536,0.006139,0.020471,0.248945,0.787846,0.000192,0.007754,0.015328,0.040797,1
0.009963,0.019928,0.000701,0.002469,0.413502,1,0.000172,0.001424,0.00219,0.007786,1
0.012453,0.168478,0.007133,0.0159,0.216245,0.577825,0.000238,0.008026,0.013398,0.037683,1
0.013699,0.001812,0.000118,0.000298,0.60443,0.644989,0.002826,0.000424,0.000195,0,4
0.009963,0.177536,0.006139,0.020471,0.274262,0.814499,0.000234,0.00839,0.015805,0.039863,1
0.013699,0.148551,0.006869,0.012868,0.212025,0.739872,0.000151,0.007602,0.016173,0.044534,1
0.008717,0.019928,0.000618,0.00278,0.407173,1,0.000101,0.001242,0.001929,0.008409,1
0.009963,0.019928,0.000701,0.002469,0.345992,1,0.000093,0.001212,0.00219,0.008409,1
0.012453,0.181159,0.007667,0.017086,0.226793,0.839019,0.000145,0.008965,0.020292,0.053566,1
0.012453,0.146739,0.006216,0.01387,0.194093,0.801706,0.000196,0.006421,0.015761,0.033323,1
0.013699,0.130435,0.006035,0.011315,0.218354,0.726013,0.000222,0.006845,0.013962,0.033323,1
0.011208,0.175725,0.006758,0.018237,0.261603,0.766525,0.000145,0.008874,0.016433,0.052943,1
0.009963,0.144928,0.005014,0.016747,0.28481,0.807036,0.000246,0.007087,0.012791,0.0327,1
0.009963,0.083333,0.002889,0.009711,0.371308,0.939232,0.0002,0.005149,0.008498,0.026472,1
0.009963,0.056159,0.001952,0.006609,0.380802,0.992537,0.000145,0.003574,0.006049,0.021177,1
0.009963,0.134058,0.004639,0.015505,0.334388,0.93177,0.00022,0.007512,0.01355,0.036749,1
0.013699,0.047101,0.002202,0.004177,0.280591,0.891258,0.000331,0.003089,0.006157,0.011834,1
0.013699,0.076087,0.003535,0.006659,0.272152,0.779318,0.000266,0.004816,0.008715,0.021177,1
0.013699,0.108696,0.005035,0.009453,0.209916,0.729211,0.000155,0.005543,0.011685,0.032077,1
0.001245,0.367754,0.002785,0.189934,0.379747,0.659915,0.001918,0.005058,0.005875,0.004671,2
0.011208,0.050725,0.001965,0.005387,0.17827,0.54371,0.000517,0.001908,0.003447,0.005294,1
0.009963,0.115942,0.004014,0.013436,0.433544,0.894456,0.000335,0.008178,0.011273,0.031454,1
0.009963,0.063406,0.002202,0.007436,0.541139,0.940299,0.000436,0.005512,0.006482,0.017751,1
0.009963,0.036232,0.001264,0.004332,0.285865,0.797441,0.000159,0.001817,0.003165,0.010277,1
0.008717,0.01087,0.00034,0.001616,0.283755,0.391258,0.001009,0.000515,0.000369,0.000623,1
0.011208,0.179348,0.006897,0.018609,0.413502,0.918977,0.000331,0.013418,0.01988,0.052009,1
0.009963,0.056159,0.001952,0.006609,0.260549,0.670576,0.000222,0.002575,0.004163,0.012457,1
0.009963,0.148551,0.005139,0.01716,0.298523,0.832623,0.000212,0.007542,0.013506,0.037683,1
0.011208,0.181159,0.006966,0.018795,0.411392,0.845416,0.000388,0.013478,0.01858,0.047337,1
0.013699,0.211957,0.009786,0.018298,0.214135,0.680171,0.000214,0.010904,0.021333,0.054189,1
0.011208,0.226449,0.008702,0.023451,0.42616,0.866738,0.0004,0.017386,0.023761,0.059794,1
0.009963,0.153986,0.005327,0.017782,0.300633,0.740938,0.00024,0.007875,0.012553,0.036749,1
0.012453,0.208333,0.008813,0.019624,0.234177,0.791045,0.000161,0.010571,0.022092,0.060106,1
0.009963,0.076087,0.002639,0.008885,0.452532,0.949893,0.000434,0.005603,0.007848,0.018063,1
0.008717,0.081522,0.002507,0.010695,0.277426,0.933902,0.000157,0.003483,0.007328,0.019931,1
0.008717,0.072464,0.002229,0.009531,0.359705,0.974414,0.00024,0.003877,0.006786,0.018063,1
0.011208,0.077899,0.003007,0.008181,0.410338,0.914712,0.000392,0.005846,0.008629,0.020243,1
0.009963,0.074275,0.002577,0.008678,0.311181,0.909382,0.00027,0.003937,0.007349,0.017129,1
0.022416,0.822464,0.059992,0.044582,0.030591,0.035181,0.006556,0.021262,0.017647,0.006229,1
0.008717,0.076087,0.002341,0.009996,0.35865,0.922175,0.000244,0.004059,0.006764,0.018686,1
0.016189,0.543478,0.029218,0.040025,0.216245,0.535181,0.000277,0.032802,0.051403,0.142323,1
0.009963,0.221014,0.00764,0.025438,0.32384,0.891258,0.000359,0.011994,0.021398,0.044223,1
0.006227,0.255435,0.005869,0.04406,0.066456,0.118337,0.001116,0.002938,0.003035,0.00436,2
0.323786,0.052536,0.054332,0.000201,0.011603,0.029851,0.000283,0.014872,0.015046,0.063532,4
0,0.023551,0.000049,0.026058,0.849156,1,0.00222,0.000333,0.000152,0,2
0.008717,0.003623,0.000118,0.000685,0.42827,0.644989,0.000242,0.000303,0.000195,0.001246,1
0.008717,0.007246,0.000229,0.001151,0.287975,0.89339,0.00111,0.000363,0.000629,0.000311,1
0.008717,0.023551,0.000729,0.003246,0.283755,0.933902,0.000143,0.00106,0.002125,0.006229,1
0.008717,0.088768,0.002729,0.011626,0.212025,0.78678,0.000262,0.003029,0.006786,0.013391,1
0.008717,0.003623,0.000118,0.000685,0.472574,0.644989,0.000404,0.000333,0.000195,0.000934,1
0.008717,0.039855,0.001229,0.005341,0.214135,1,0.00023,0.001393,0.003837,0.00654,1
0.008717,0.025362,0.000785,0.003479,0.2173,0.662047,0.000581,0.000909,0.001626,0.00218,1
0.008717,0.023551,0.000729,0.003246,0.237342,0.619403,0.000367,0.000909,0.001409,0.003114,1
0.006227,0.001812,0.000035,0.000607,0.648734,1,0.001413,0.000212,0.000108,0,1
0.008717,0.036232,0.001118,0.004875,0.164557,0.746269,0.000388,0.00103,0.002623,0.003426,1
0.007472,0.001812,0.000049,0.00052,0.623418,0.924307,0.000252,0.000242,0.00013,0.000934,1
0.008717,0.003623,0.000118,0.000685,0.42827,0.688699,0.000353,0.000303,0.000217,0.000934,1
0.007472,0.023551,0.000632,0.003711,0.290084,0.989339,0.000337,0.000939,0.001951,0.003426,1
0.008717,0.105072,0.003229,0.013721,0.162447,0.670576,0.00043,0.002908,0.006916,0.009343,1
0.007472,0.217391,0.005834,0.032177,0.232068,0.622601,0.000109,0.006936,0.011707,0.046092,1
0.012453,0.014493,0.000639,0.00151,0.435654,0.666311,0.000959,0.001363,0.001322,0.00218,1
0.011208,0.012681,0.000507,0.001477,0.657173,1,0.001615,0.001605,0.001583,0.001557,1
0.011208,0.01087,0.000438,0.001291,0.397679,0.391258,0.005854,0.000878,0.000499,0,1
0.011208,0.012681,0.000507,0.001477,0.670886,1,0.001649,0.001636,0.001583,0.001557,1
0.011208,0.012681,0.000507,0.001477,0.578059,1,0.001009,0.001424,0.001583,0.00218,1
0.011208,0.014493,0.000576,0.001663,0.495781,0.633262,0.001696,0.001393,0.001127,0.001246,1
0.011208,0.012681,0.000507,0.001477,0.551688,0.880597,0.001655,0.001363,0.001388,0.001246,1
0,0.123188,0.000431,0.12848,0.832278,1,0.001472,0.001726,0.001344,0.001869,2
0.011208,0.067029,0.002591,0.007063,0.363924,0.879531,0.000343,0.004543,0.007154,0.017129,1
0.009963,0.063406,0.002202,0.007436,0.46308,0.829424,0.000466,0.004786,0.005745,0.014637,1
0.011208,0.173913,0.006688,0.018051,0.39346,0.813433,0.000345,0.012449,0.017192,0.047026,1
0.008717,0.036232,0.001118,0.004875,0.523207,1,0.000513,0.002756,0.00349,0.007786,1
0.009963,0.03442,0.001202,0.004125,0.261603,0.970149,0.000149,0.001605,0.003642,0.009343,1
0.009963,0.063406,0.002202,0.007436,0.316456,0.793177,0.000151,0.003423,0.005507,0.019931,1
0.009963,0.036232,0.001264,0.004332,0.330169,0.808102,0.000379,0.00206,0.003209,0.007163,1
0.009963,0.143116,0.004952,0.01654,0.296414,0.908316,0.00022,0.007239,0.014114,0.035503,1
0.009963,0.018116,0.000639,0.002263,0.306962,1,0.000085,0.001,0.001995,0.007163,1
0.009963,0.088768,0.003077,0.010333,0.2827,0.697228,0.000337,0.004331,0.006829,0.016506,1
0.009963,0.057971,0.002014,0.006816,0.318565,0.766525,0.00017,0.00315,0.004878,0.01744,1
0.008717,0.148551,0.004563,0.019308,0.364979,0.936034,0.000232,0.007966,0.013376,0.037994,1
0.008717,0.018116,0.000563,0.002548,0.412447,1,0.000127,0.001151,0.001756,0.007163,1
0.009963,0.112319,0.003889,0.013023,0.25,0.763326,0.000198,0.004937,0.009409,0.025537,1
0.012453,0.132246,0.005605,0.012514,0.226793,0.603412,0.000244,0.006542,0.010927,0.030209,1
0.008717,0.028986,0.000896,0.003944,0.255274,0.63113,0.000246,0.001181,0.001778,0.005294,1
0.008717,0.150362,0.004619,0.01954,0.324895,0.950959,0.00019,0.007299,0.013745,0.038617,1
0.009963,0.019928,0.000701,0.002469,0.374473,0.891258,0.000127,0.001302,0.001951,0.008097,1
0.008717,0.146739,0.004507,0.019075,0.322785,0.829424,0.00025,0.007087,0.011794,0.032389,1
0.008717,0.094203,0.002896,0.012324,0.293249,0.886994,0.000127,0.00421,0.008065,0.026472,1
0.011208,0.150362,0.005785,0.01563,0.239451,0.889126,0.000131,0.007057,0.016173,0.043912,1
0.009963,0.019928,0.000701,0.002469,0.394515,1,0.000129,0.001363,0.00219,0.008409,1
0.009963,0.112319,0.003889,0.013023,0.244726,0.901919,0.000194,0.004846,0.011013,0.025226,1
0.012453,0.181159,0.007667,0.017086,0.212025,0.754797,0.000143,0.008481,0.018406,0.050763,1
0.008717,0.148551,0.004563,0.019308,0.32173,0.977612,0.000198,0.007148,0.01394,0.03706,1
0.013699,0.128623,0.005952,0.01116,0.185654,0.765458,0.000159,0.005937,0.01446,0.033946,1
0.009963,0.173913,0.006014,0.020058,0.279536,0.853945,0.000153,0.00836,0.016173,0.048583,1
0.008717,0.148551,0.004563,0.019308,0.255274,0.952026,0.000236,0.005876,0.013593,0.027717,1
0.009963,0.04529,0.001577,0.005367,0.260549,0.949893,0.000135,0.00209,0.004683,0.012769,1
0.009963,0.081522,0.002827,0.009505,0.301688,0.863539,0.000135,0.00421,0.007675,0.025849,1
0.009963,0.148551,0.005139,0.01716,0.254219,0.734542,0.000258,0.006603,0.012011,0.029586,1
0.008717,0.057971,0.001785,0.007669,0.35654,0.971215,0.000145,0.003089,0.00542,0.018374,1
0.012453,0.04529,0.001938,0.004389,0.243671,0.880597,0.00024,0.002423,0.005355,0.011211,1
0.012453,0.076087,0.003236,0.007266,0.241561,0.759062,0.000238,0.003998,0.007783,0.018686,1
0.012453,0.110507,0.004688,0.010482,0.175105,0.685501,0.000125,0.004483,0.010276,0.02834,1
0.008717,0.030797,0.000951,0.004177,0.443038,1,0.000307,0.002029,0.00297,0.008097,1
0.008717,0.13587,0.004174,0.017678,0.35443,0.896588,0.000224,0.007118,0.01175,0.034569,1
0.008717,0.009058,0.000285,0.001384,0.516878,0.622601,0.002422,0.000757,0.00052,0.000311,1
0,0.150362,0.000535,0.156414,0.912447,1,0.003684,0.002302,0.001669,0.000934,2
0,0.130435,0.000458,0.135929,0.594937,1,0.000555,0.001333,0.001431,0.003426,2
0.011208,0.11413,0.004396,0.011905,0.408228,0.881663,0.000319,0.008481,0.012184,0.033634,1
0.009963,0.063406,0.002202,0.007436,0.505274,0.933902,0.000367,0.005179,0.006439,0.018686,1
0.008717,0.012681,0.000396,0.001849,0.191983,0.65032,0.000101,0.000424,0.00078,0.002803,1
0.008717,0.036232,0.001118,0.004875,0.328059,0.759062,0.000139,0.001817,0.002667,0.0109,1
0.009963,0.148551,0.005139,0.01716,0.25,0.734542,0.000188,0.006512,0.012011,0.034569,1
0.009963,0.056159,0.001952,0.006609,0.263713,0.652452,0.000236,0.002605,0.004054,0.012146,1
