@relation satimage-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Sp11 numeric
@attribute Sp12 numeric
@attribute Sp13 numeric
@attribute Sp14 numeric
@attribute Sp15 numeric
@attribute Sp16 numeric
@attribute Sp17 numeric
@attribute Sp18 numeric
@attribute Sp19 numeric
@attribute Sp21 numeric
@attribute Sp22 numeric
@attribute Sp23 numeric
@attribute Sp24 numeric
@attribute Sp25 numeric
@attribute Sp26 numeric
@attribute Sp27 numeric
@attribute Sp28 numeric
@attribute Sp29 numeric
@attribute Sp31 numeric
@attribute Sp32 numeric
@attribute Sp33 numeric
@attribute Sp34 numeric
@attribute Sp35 numeric
@attribute Sp36 numeric
@attribute Sp37 numeric
@attribute Sp38 numeric
@attribute Sp39 numeric
@attribute Sp41 numeric
@attribute Sp42 numeric
@attribute Sp43 numeric
@attribute Sp44 numeric
@attribute Sp45 numeric
@attribute Sp46 numeric
@attribute Sp47 numeric
@attribute Sp48 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
0.015385,0.018182,0.632184,0.727273,0.061538,0.036364,0.568421,0.6875,0.15625,0.145631,0.484211,0.523438,0.076923,0.018182,0.621053,0.736,0.0625,0.019417,0.568421,0.71875,0.076923,0.048544,0.568421,0.679688,0.107692,0.067308,0.6,0.712,0.107692,0.067961,0.568421,0.664063,0.015385,0.019417,0.652632,0.726563,2
0.169231,0.190909,0.494253,0.520661,0.107692,0.081818,0.568421,0.609375,0.046875,0.038835,0.568421,0.609375,0.184615,0.118182,0.484211,0.536,0.0625,0.067961,0.526316,0.554688,0.138462,0.019417,0.526316,0.554688,0.061538,0,0.644444,0.768,0.107692,0.019417,0.610526,0.726563,0.153846,0.126214,0.484211,0.554688,2
0.061538,0.036364,0.586207,0.61157,0.015385,0.036364,0.568421,0.632813,0,0.038835,0.568421,0.609375,0.138462,0.018182,0.526316,0.568,0.0625,0.019417,0.526316,0.554688,0.076923,0.048544,0.568421,0.585938,0.153846,0.125,0.511111,0.568,0.153846,0.126214,0.442105,0.492188,0.061538,0.048544,0.568421,0.609375,2
0.015385,0.036364,0.586207,0.636364,0.015385,0.036364,0.568421,0.609375,0.046875,0.038835,0.568421,0.664063,0.076923,0.018182,0.526316,0.568,0.0625,0.048544,0.568421,0.585938,0.076923,0.067961,0.568421,0.585938,0.153846,0.125,0.466667,0.504,0.061538,0.048544,0.568421,0.609375,0.061538,0.019417,0.568421,0.609375,2
0.061538,0.018182,0.632184,0.669421,0.107692,0.063636,0.568421,0.578125,0.09375,0.116505,0.431579,0.523438,0.030769,0.045455,0.621053,0.664,0.0625,0.048544,0.621053,0.648438,0.138462,0.097087,0.568421,0.554688,0.061538,0.048077,0.555556,0.592,0.015385,0.048544,0.526316,0.609375,0.061538,0.019417,0.568421,0.609375,2
0.830769,0.809091,0.804598,0.520661,0.892308,0.809091,0.715789,0.523438,0.828125,0.815534,0.715789,0.492188,0.861538,0.827273,0.705263,0.504,0.921875,0.834951,0.705263,0.523438,0.923077,0.883495,0.757895,0.523438,0.876923,0.817308,0.711111,0.52,0.876923,0.873786,0.726316,0.507813,0.876923,0.873786,0.726316,0.507813,3
0.830769,0.763636,0.747126,0.487603,0.830769,0.809091,0.715789,0.523438,0.890625,0.815534,0.715789,0.523438,0.923077,0.827273,0.757895,0.536,0.859375,0.883495,0.705263,0.492188,0.861538,0.834951,0.705263,0.523438,0.876923,0.865385,0.766667,0.52,0.876923,0.873786,0.726316,0.507813,0.876923,0.825243,0.726316,0.507813,3
0.830769,0.809091,0.747126,0.520661,0.892308,0.763636,0.715789,0.523438,0.890625,0.815534,0.715789,0.523438,0.861538,0.827273,0.705263,0.504,0.859375,0.834951,0.705263,0.523438,1,0.834951,0.810526,0.523438,0.876923,0.865385,0.766667,0.52,0.876923,0.825243,0.726316,0.507813,0.876923,0.825243,0.673684,0.507813,3
0.892308,0.763636,0.747126,0.520661,0.892308,0.763636,0.715789,0.523438,0.890625,0.864078,0.663158,0.492188,0.861538,0.781818,0.705263,0.536,1,0.834951,0.810526,0.523438,0.923077,0.883495,0.705263,0.492188,0.876923,0.817308,0.766667,0.52,0.876923,0.825243,0.673684,0.507813,0.876923,0.825243,0.673684,0.539063,3
0.830769,0.763636,0.689655,0.487603,0.753846,0.763636,0.621053,0.453125,0.75,0.776699,0.621053,0.453125,0.861538,0.781818,0.757895,0.504,0.859375,0.834951,0.652632,0.46875,0.861538,0.834951,0.652632,0.46875,0.815385,0.817308,0.766667,0.488,0.815385,0.825243,0.673684,0.476563,0.815385,0.825243,0.673684,0.476563,3
0.753846,0.763636,0.643678,0.446281,0.753846,0.727273,0.621053,0.453125,0.75,0.776699,0.621053,0.492188,0.861538,0.781818,0.652632,0.48,0.859375,0.834951,0.652632,0.46875,0.784615,0.796117,0.705263,0.46875,0.815385,0.817308,0.711111,0.488,0.815385,0.825243,0.673684,0.476563,0.815385,0.786408,0.673684,0.507813,3
0.753846,0.727273,0.643678,0.487603,0.892308,0.763636,0.663158,0.492188,0.828125,0.815534,0.715789,0.492188,0.784615,0.745455,0.705263,0.48,0.78125,0.747573,0.705263,0.46875,0.861538,0.796117,0.652632,0.46875,0.815385,0.778846,0.711111,0.52,0.815385,0.786408,0.673684,0.476563,0.876923,0.786408,0.631579,0.476563,3
0.892308,0.763636,0.689655,0.487603,0.830769,0.763636,0.715789,0.492188,0.890625,0.815534,0.715789,0.492188,0.784615,0.7,0.705263,0.48,0.859375,0.796117,0.652632,0.46875,0.861538,0.834951,0.705263,0.46875,0.815385,0.778846,0.711111,0.488,0.876923,0.786408,0.631579,0.476563,0.876923,0.825243,0.673684,0.507813,3
0.892308,0.763636,0.747126,0.487603,0.830769,0.763636,0.663158,0.492188,0.828125,0.815534,0.621053,0.453125,0.861538,0.781818,0.705263,0.48,0.921875,0.834951,0.705263,0.492188,0.923077,0.834951,0.757895,0.523438,0.876923,0.817308,0.711111,0.52,0.876923,0.873786,0.726316,0.507813,0.815385,0.873786,0.673684,0.476563,3
0.830769,0.763636,0.643678,0.446281,0.892308,0.763636,0.621053,0.453125,0.890625,0.815534,0.663158,0.453125,0.923077,0.781818,0.757895,0.536,0.859375,0.796117,0.705263,0.46875,0.861538,0.796117,0.705263,0.46875,0.815385,0.865385,0.711111,0.488,0.815385,0.786408,0.578947,0.445313,0.738462,0.699029,0.578947,0.421875,3
0.892308,0.763636,0.643678,0.446281,0.892308,0.763636,0.663158,0.453125,0.828125,0.776699,0.663158,0.492188,0.861538,0.745455,0.705263,0.48,0.859375,0.796117,0.705263,0.46875,0.784615,0.834951,0.652632,0.492188,0.815385,0.778846,0.611111,0.456,0.738462,0.699029,0.578947,0.421875,0.676923,0.660194,0.494737,0.390625,3
0.892308,0.763636,0.689655,0.446281,0.830769,0.727273,0.663158,0.492188,0.75,0.815534,0.715789,0.492188,0.861538,0.745455,0.705263,0.48,0.78125,0.834951,0.652632,0.492188,0.784615,0.796117,0.610526,0.46875,0.738462,0.692308,0.611111,0.432,0.676923,0.660194,0.494737,0.390625,0.553846,0.553398,0.421053,0.304688,3
0.830769,0.727273,0.689655,0.487603,0.753846,0.763636,0.715789,0.492188,0.6875,0.737864,0.621053,0.421875,0.784615,0.781818,0.652632,0.504,0.78125,0.796117,0.610526,0.46875,0.723077,0.747573,0.610526,0.4375,0.676923,0.653846,0.522222,0.4,0.553846,0.553398,0.421053,0.304688,0.553846,0.485437,0.336842,0.21875,3
0.492308,0.472727,0.45977,0.31405,0.369231,0.372727,0.410526,0.328125,0.421875,0.466019,0.284211,0.257813,0.538462,0.581818,0.442105,0.36,0.46875,0.466019,0.357895,0.265625,0.369231,0.427184,0.242105,0.203125,0.430769,0.442308,0.277778,0.16,0.369231,0.378641,0.231579,0.1875,0.369231,0.417476,0.263158,0.1875,7
0.430769,0.409091,0.195402,0.173554,0.430769,0.409091,0.210526,0.195313,0.359375,0.436893,0.252632,0.226563,0.369231,0.363636,0.242105,0.208,0.359375,0.427184,0.2,0.203125,0.369231,0.427184,0.273684,0.203125,0.369231,0.413462,0.277778,0.224,0.369231,0.417476,0.263158,0.21875,0.430769,0.446602,0.305263,0.21875,7
0.430769,0.409091,0.275862,0.173554,0.430769,0.409091,0.284211,0.195313,0.359375,0.398058,0.210526,0.195313,0.369231,0.436364,0.273684,0.24,0.359375,0.466019,0.273684,0.234375,0.415385,0.466019,0.315789,0.234375,0.430769,0.442308,0.277778,0.248,0.430769,0.446602,0.305263,0.242188,0.430769,0.446602,0.336842,0.242188,7
0.369231,0.372727,0.195402,0.173554,0.430769,0.372727,0.210526,0.195313,0.421875,0.398058,0.210526,0.195313,0.415385,0.436364,0.315789,0.24,0.40625,0.466019,0.242105,0.203125,0.369231,0.427184,0.242105,0.203125,0.430769,0.442308,0.355556,0.248,0.492308,0.485437,0.336842,0.242188,0.430769,0.446602,0.263158,0.21875,7
0.430769,0.372727,0.195402,0.173554,0.430769,0.372727,0.210526,0.195313,0.421875,0.436893,0.252632,0.195313,0.415385,0.436364,0.242105,0.208,0.359375,0.427184,0.242105,0.203125,0.369231,0.427184,0.242105,0.203125,0.492308,0.480769,0.355556,0.248,0.430769,0.446602,0.263158,0.21875,0.430769,0.524272,0.336842,0.242188,7
0.430769,0.409091,0.241379,0.173554,0.430769,0.409091,0.252632,0.195313,0.421875,0.436893,0.284211,0.195313,0.369231,0.4,0.242105,0.208,0.40625,0.466019,0.242105,0.234375,0.415385,0.466019,0.273684,0.234375,0.430769,0.519231,0.355556,0.248,0.430769,0.524272,0.336842,0.273438,0.430769,0.485437,0.336842,0.273438,7
0.430769,0.409091,0.275862,0.173554,0.430769,0.409091,0.252632,0.195313,0.421875,0.398058,0.252632,0.195313,0.415385,0.436364,0.273684,0.24,0.40625,0.504854,0.315789,0.234375,0.415385,0.427184,0.242105,0.203125,0.369231,0.480769,0.277778,0.248,0.492308,0.553398,0.378947,0.273438,0.492308,0.524272,0.305263,0.304688,7
0.430769,0.409091,0.241379,0.173554,0.430769,0.372727,0.252632,0.195313,0.421875,0.436893,0.210526,0.195313,0.415385,0.472727,0.315789,0.24,0.40625,0.427184,0.242105,0.203125,0.415385,0.427184,0.273684,0.203125,0.492308,0.548077,0.4,0.28,0.492308,0.524272,0.305263,0.304688,0.492308,0.446602,0.336842,0.242188,7
0.430769,0.409091,0.195402,0.173554,0.430769,0.372727,0.252632,0.195313,0.421875,0.436893,0.252632,0.226563,0.415385,0.4,0.273684,0.208,0.40625,0.427184,0.242105,0.203125,0.415385,0.427184,0.2,0.203125,0.492308,0.442308,0.355556,0.248,0.430769,0.446602,0.231579,0.21875,0.369231,0.417476,0.231579,0.21875,7
0.430769,0.372727,0.241379,0.173554,0.430769,0.409091,0.252632,0.226563,0.421875,0.436893,0.210526,0.226563,0.415385,0.4,0.242105,0.208,0.40625,0.427184,0.2,0.203125,0.415385,0.427184,0.242105,0.203125,0.430769,0.442308,0.244444,0.224,0.369231,0.417476,0.231579,0.21875,0.369231,0.417476,0.189474,0.21875,7
0.430769,0.409091,0.241379,0.206612,0.430769,0.409091,0.210526,0.226563,0.421875,0.436893,0.210526,0.195313,0.415385,0.4,0.2,0.208,0.40625,0.427184,0.242105,0.203125,0.415385,0.427184,0.2,0.203125,0.369231,0.413462,0.244444,0.224,0.369231,0.417476,0.189474,0.21875,0.369231,0.417476,0.231579,0.21875,7
0.430769,0.409091,0.195402,0.206612,0.430769,0.409091,0.252632,0.226563,0.484375,0.436893,0.252632,0.226563,0.415385,0.4,0.242105,0.208,0.46875,0.427184,0.242105,0.203125,0.415385,0.427184,0.242105,0.234375,0.430769,0.480769,0.244444,0.248,0.492308,0.485437,0.231579,0.273438,0.492308,0.524272,0.336842,0.273438,7
0.430769,0.409091,0.241379,0.206612,0.492308,0.409091,0.252632,0.226563,0.421875,0.466019,0.284211,0.226563,0.476923,0.4,0.242105,0.208,0.40625,0.427184,0.242105,0.234375,0.476923,0.466019,0.315789,0.234375,0.492308,0.480769,0.244444,0.28,0.492308,0.524272,0.336842,0.273438,0.492308,0.524272,0.378947,0.304688,7
0.430769,0.436364,0.275862,0.206612,0.492308,0.436364,0.284211,0.296875,0.484375,0.504854,0.326316,0.296875,0.476923,0.436364,0.315789,0.24,0.46875,0.504854,0.4,0.289063,0.538462,0.504854,0.4,0.289063,0.492308,0.519231,0.4,0.312,0.492308,0.524272,0.305263,0.273438,0.430769,0.446602,0.305263,0.242188,7
0.553846,0.509091,0.367816,0.280992,0.553846,0.509091,0.368421,0.328125,0.609375,0.660194,0.484211,0.359375,0.538462,0.509091,0.4,0.328,0.46875,0.504854,0.4,0.289063,0.6,0.543689,0.357895,0.289063,0.492308,0.480769,0.4,0.248,0.553846,0.524272,0.336842,0.273438,0.553846,0.553398,0.336842,0.304688,7
0.553846,0.509091,0.367816,0.31405,0.615385,0.618182,0.484211,0.359375,0.609375,0.621359,0.484211,0.359375,0.476923,0.472727,0.4,0.296,0.59375,0.543689,0.357895,0.289063,0.6,0.543689,0.442105,0.320313,0.553846,0.519231,0.355556,0.28,0.553846,0.553398,0.336842,0.304688,0.553846,0.621359,0.494737,0.359375,7
0.615385,0.618182,0.494253,0.347107,0.615385,0.581818,0.484211,0.359375,0.484375,0.466019,0.452632,0.390625,0.6,0.509091,0.357895,0.296,0.59375,0.543689,0.442105,0.320313,0.6,0.621359,0.484211,0.382813,0.553846,0.548077,0.355556,0.312,0.553846,0.621359,0.494737,0.359375,0.676923,0.660194,0.578947,0.390625,7
0.492308,0.436364,0.45977,0.380165,0.430769,0.372727,0.452632,0.390625,0.421875,0.398058,0.410526,0.390625,0.6,0.581818,0.484211,0.392,0.59375,0.543689,0.4,0.351563,0.476923,0.504854,0.484211,0.382813,0.676923,0.653846,0.611111,0.4,0.676923,0.699029,0.578947,0.359375,0.615385,0.553398,0.452632,0.359375,7
0.430769,0.372727,0.45977,0.380165,0.430769,0.372727,0.410526,0.390625,0.359375,0.398058,0.368421,0.390625,0.6,0.509091,0.4,0.36,0.46875,0.504854,0.484211,0.382813,0.476923,0.504854,0.442105,0.40625,0.676923,0.692308,0.611111,0.368,0.615385,0.553398,0.452632,0.359375,0.492308,0.524272,0.452632,0.390625,7
0.430769,0.372727,0.413793,0.380165,0.369231,0.372727,0.368421,0.390625,0.421875,0.398058,0.410526,0.390625,0.476923,0.472727,0.484211,0.392,0.46875,0.504854,0.442105,0.40625,0.476923,0.38835,0.4,0.382813,0.615385,0.548077,0.477778,0.368,0.492308,0.524272,0.452632,0.390625,0.492308,0.485437,0.452632,0.390625,5
0.430769,0.372727,0.413793,0.380165,0.430769,0.372727,0.410526,0.359375,0.421875,0.436893,0.368421,0.328125,0.476923,0.363636,0.4,0.392,0.40625,0.427184,0.4,0.382813,0.415385,0.427184,0.442105,0.351563,0.492308,0.480769,0.477778,0.4,0.492308,0.446602,0.452632,0.390625,0.430769,0.446602,0.421053,0.359375,5
0.430769,0.372727,0.413793,0.347107,0.430769,0.409091,0.368421,0.328125,0.421875,0.436893,0.326316,0.296875,0.415385,0.4,0.4,0.392,0.40625,0.427184,0.442105,0.351563,0.415385,0.466019,0.357895,0.320313,0.492308,0.442308,0.477778,0.4,0.430769,0.446602,0.421053,0.359375,0.430769,0.446602,0.421053,0.359375,5
0.492308,0.409091,0.275862,0.280992,0.430769,0.372727,0.326316,0.296875,0.421875,0.436893,0.368421,0.296875,0.415385,0.4,0.315789,0.296,0.40625,0.427184,0.315789,0.289063,0.369231,0.427184,0.242105,0.289063,0.369231,0.413462,0.355556,0.344,0.369231,0.378641,0.336842,0.304688,0.369231,0.378641,0.336842,0.304688,5
0.430769,0.409091,0.367816,0.280992,0.430769,0.436364,0.326316,0.296875,0.484375,0.504854,0.410526,0.328125,0.369231,0.4,0.242105,0.296,0.40625,0.427184,0.315789,0.289063,0.415385,0.466019,0.315789,0.320313,0.369231,0.375,0.355556,0.312,0.369231,0.417476,0.336842,0.304688,0.430769,0.446602,0.378947,0.335938,5
0.430769,0.436364,0.321839,0.280992,0.492308,0.472727,0.410526,0.328125,0.484375,0.504854,0.452632,0.328125,0.415385,0.4,0.315789,0.296,0.40625,0.466019,0.315789,0.320313,0.415385,0.466019,0.4,0.320313,0.369231,0.413462,0.355556,0.312,0.430769,0.446602,0.378947,0.335938,0.492308,0.485437,0.421053,0.335938,7
0.492308,0.472727,0.45977,0.31405,0.430769,0.372727,0.410526,0.359375,0.359375,0.330097,0.452632,0.390625,0.415385,0.436364,0.4,0.328,0.46875,0.504854,0.4,0.351563,0.476923,0.504854,0.4,0.351563,0.492308,0.480769,0.444444,0.344,0.492308,0.524272,0.421053,0.359375,0.492308,0.553398,0.452632,0.359375,4
0.369231,0.245455,0.321839,0.31405,0.369231,0.281818,0.368421,0.296875,0.359375,0.359223,0.284211,0.257813,0.369231,0.363636,0.4,0.392,0.40625,0.349515,0.315789,0.320313,0.369231,0.38835,0.315789,0.265625,0.553846,0.480769,0.4,0.312,0.492308,0.446602,0.305263,0.242188,0.430769,0.378641,0.263158,0.242188,5
0.369231,0.336364,0.275862,0.239669,0.430769,0.372727,0.326316,0.296875,0.484375,0.466019,0.368421,0.328125,0.369231,0.363636,0.315789,0.272,0.40625,0.427184,0.273684,0.265625,0.415385,0.504854,0.315789,0.265625,0.430769,0.375,0.277778,0.248,0.430769,0.378641,0.189474,0.242188,0.492308,0.446602,0.263158,0.242188,4
0.369231,0.245455,0.54023,0.487603,0.138462,0.090909,0.526316,0.585938,0.125,0.097087,0.568421,0.585938,0.476923,0.472727,0.442105,0.328,0.53125,0.582524,0.484211,0.382813,0.369231,0.281553,0.568421,0.554688,0.492308,0.480769,0.322222,0.28,0.553846,0.524272,0.378947,0.335938,0.492308,0.524272,0.452632,0.421875,4
0.184615,0.045455,0.54023,0.619835,0.138462,0.063636,0.568421,0.617188,0.125,0.097087,0.568421,0.648438,0.107692,0.045455,0.568421,0.68,0.09375,0.048544,0.568421,0.640625,0.061538,0.048544,0.568421,0.664063,0.307692,0.230769,0.566667,0.672,0.107692,0.048544,0.536842,0.679688,0.107692,0.048544,0.536842,0.679688,2
0.138462,0.063636,0.586207,0.619835,0.138462,0.090909,0.568421,0.648438,0.0625,0.019417,0.621053,0.71875,0.107692,0.045455,0.568421,0.656,0.046875,0.048544,0.568421,0.664063,0.107692,0.067961,0.568421,0.695313,0.107692,0.048077,0.566667,0.696,0.107692,0.048544,0.536842,0.679688,0.046154,0.029126,0.536842,0.710938,2
0.138462,0.090909,0.586207,0.652893,0.076923,0.018182,0.621053,0.71875,0.0625,0.019417,0.568421,0.71875,0.061538,0.045455,0.568421,0.68,0.09375,0.067961,0.568421,0.695313,0.107692,0.067961,0.568421,0.664063,0.107692,0.048077,0.566667,0.696,0.046154,0.029126,0.536842,0.710938,0.107692,0.048544,0.578947,0.679688,2
0.076923,0.018182,0.586207,0.727273,0.076923,0.045455,0.568421,0.679688,0.171875,0.126214,0.484211,0.523438,0.107692,0.063636,0.568421,0.68,0,0.019417,0.652632,0.726563,0.061538,0,0.610526,0.75,0.107692,0.048077,0.611111,0.696,0.107692,0.048544,0.578947,0.710938,0.046154,0.048544,0.536842,0.765625,2
0.076923,0.045455,0.586207,0.68595,0.184615,0.118182,0.484211,0.523438,0.0625,0.067961,0.526316,0.554688,0.015385,0.018182,0.652632,0.744,0.046875,0,0.610526,0.75,0.107692,0.019417,0.610526,0.726563,0.107692,0.048077,0.611111,0.728,0.046154,0.048544,0.536842,0.765625,0.107692,0.029126,0.631579,0.765625,2
0.076923,0.063636,0.54023,0.553719,0.138462,0.018182,0.526316,0.554688,0.0625,0.019417,0.526316,0.554688,0.107692,0.018182,0.610526,0.744,0.140625,0.126214,0.484211,0.554688,0.153846,0.126214,0.442105,0.492188,0.107692,0.028846,0.666667,0.784,0.107692,0.048544,0.631579,0.710938,0.153846,0.126214,0.494737,0.5625,2
0.138462,0.018182,0.54023,0.553719,0.076923,0.018182,0.526316,0.554688,0.0625,0.048544,0.568421,0.585938,0.153846,0.118182,0.484211,0.568,0.140625,0.126214,0.442105,0.492188,0.061538,0.048544,0.568421,0.609375,0.107692,0.048077,0.666667,0.728,0.153846,0.126214,0.494737,0.5625,0.107692,0.048544,0.631579,0.65625,2
0.076923,0.045455,0.586207,0.586777,0.076923,0.063636,0.568421,0.585938,0.0625,0.048544,0.621053,0.585938,0.061538,0.045455,0.568421,0.624,0.046875,0.019417,0.568421,0.609375,0.061538,0.048544,0.526316,0.609375,0.107692,0.048077,0.666667,0.672,0,0.029126,0.536842,0.65625,0.046154,0.029126,0.578947,0.65625,2
0.076923,0.045455,0.643678,0.586777,0.030769,0.045455,0.621053,0.648438,0.0625,0.048544,0.621053,0.648438,0.061538,0.045455,0.526316,0.624,0.046875,0.048544,0.526316,0.578125,0.015385,0.048544,0.526316,0.609375,0.046154,0.028846,0.611111,0.672,0.046154,0.029126,0.578947,0.679688,0.046154,0.048544,0.578947,0.625,2
0.923077,0.781818,0.735632,0.487603,0.861538,0.827273,0.757895,0.523438,0.859375,0.883495,0.705263,0.492188,0.815385,0.772727,0.631579,0.488,0.875,0.825243,0.726316,0.476563,0.876923,0.825243,0.673684,0.507813,0.830769,0.807692,0.711111,0.488,0.830769,0.854369,0.673684,0.476563,0.830769,0.854369,0.673684,0.476563,3
0.861538,0.827273,0.793103,0.520661,0.861538,0.827273,0.705263,0.492188,0.921875,0.834951,0.705263,0.523438,0.876923,0.772727,0.726316,0.488,0.875,0.825243,0.673684,0.507813,0.876923,0.873786,0.726316,0.507813,0.830769,0.846154,0.711111,0.488,0.830769,0.854369,0.673684,0.476563,0.953846,0.902913,0.726316,0.507813,3
0.923077,0.781818,0.735632,0.520661,0.923077,0.827273,0.757895,0.523438,0.859375,0.883495,0.705263,0.492188,0.876923,0.818182,0.726316,0.52,0.875,0.873786,0.726316,0.507813,0.876923,0.873786,0.726316,0.507813,0.953846,0.894231,0.766667,0.52,0.892308,0.902913,0.778947,0.53125,0.892308,0.854369,0.726316,0.507813,3
0.861538,0.827273,0.735632,0.487603,0.861538,0.781818,0.705263,0.523438,1,0.834951,0.810526,0.523438,0.876923,0.818182,0.726316,0.52,0.875,0.825243,0.726316,0.507813,0.876923,0.825243,0.673684,0.507813,0.892308,0.846154,0.766667,0.52,0.892308,0.854369,0.726316,0.53125,0.892308,0.815534,0.726316,0.507813,3
1,0.781818,0.850575,0.520661,0.923077,0.827273,0.705263,0.492188,0.859375,0.834951,0.757895,0.492188,0.876923,0.772727,0.673684,0.52,0.875,0.825243,0.673684,0.539063,0.815385,0.825243,0.726316,0.476563,0.892308,0.807692,0.766667,0.52,0.892308,0.854369,0.673684,0.507813,0.830769,0.76699,0.673684,0.476563,3
0.923077,0.827273,0.735632,0.487603,0.861538,0.781818,0.757895,0.492188,0.859375,0.834951,0.652632,0.46875,0.876923,0.772727,0.673684,0.552,0.8125,0.825243,0.726316,0.476563,0.815385,0.825243,0.673684,0.476563,0.892308,0.846154,0.711111,0.52,0.830769,0.76699,0.673684,0.476563,0.830769,0.815534,0.673684,0.476563,3
0.861538,0.781818,0.793103,0.487603,0.861538,0.781818,0.652632,0.46875,0.859375,0.834951,0.652632,0.46875,0.815385,0.772727,0.726316,0.488,0.8125,0.825243,0.673684,0.476563,0.815385,0.825243,0.673684,0.476563,0.830769,0.759615,0.711111,0.488,0.830769,0.815534,0.673684,0.476563,0.892308,0.854369,0.673684,0.476563,3
0.861538,0.781818,0.678161,0.46281,0.861538,0.781818,0.652632,0.46875,0.78125,0.796117,0.705263,0.46875,0.815385,0.772727,0.673684,0.488,0.8125,0.825243,0.673684,0.476563,0.815385,0.786408,0.673684,0.507813,0.830769,0.807692,0.711111,0.488,0.892308,0.854369,0.673684,0.476563,0.830769,0.815534,0.673684,0.507813,3
0.784615,0.745455,0.735632,0.46281,0.784615,0.7,0.705263,0.46875,0.859375,0.796117,0.652632,0.46875,0.815385,0.736364,0.673684,0.52,0.8125,0.786408,0.673684,0.476563,0.876923,0.786408,0.631579,0.476563,0.830769,0.807692,0.711111,0.52,0.769231,0.815534,0.673684,0.453125,0.830769,0.815534,0.631579,0.453125,3
0.784615,0.7,0.735632,0.46281,0.861538,0.745455,0.652632,0.46875,0.859375,0.834951,0.705263,0.46875,0.815385,0.736364,0.673684,0.488,0.875,0.786408,0.631579,0.476563,0.876923,0.825243,0.673684,0.507813,0.769231,0.807692,0.711111,0.464,0.830769,0.815534,0.631579,0.453125,0.830769,0.815534,0.673684,0.476563,3
0.923077,0.781818,0.735632,0.487603,0.923077,0.781818,0.757895,0.523438,0.859375,0.796117,0.705263,0.46875,0.876923,0.818182,0.726316,0.52,0.8125,0.873786,0.673684,0.476563,0.815385,0.786408,0.578947,0.445313,0.830769,0.807692,0.711111,0.464,0.769231,0.76699,0.631579,0.453125,0.707692,0.679612,0.578947,0.398438,3
0.923077,0.781818,0.793103,0.520661,0.861538,0.745455,0.705263,0.46875,0.859375,0.796117,0.705263,0.46875,0.815385,0.818182,0.673684,0.488,0.8125,0.786408,0.578947,0.445313,0.738462,0.699029,0.578947,0.421875,0.769231,0.759615,0.666667,0.464,0.707692,0.679612,0.578947,0.398438,0.661538,0.592233,0.494737,0.34375,3
0.861538,0.745455,0.735632,0.46281,0.861538,0.745455,0.705263,0.46875,0.78125,0.834951,0.652632,0.492188,0.815385,0.736364,0.578947,0.456,0.734375,0.699029,0.578947,0.421875,0.676923,0.660194,0.494737,0.390625,0.707692,0.673077,0.611111,0.408,0.661538,0.592233,0.494737,0.34375,0.6,0.553398,0.410526,0.3125,3
0.784615,0.781818,0.678161,0.487603,0.784615,0.745455,0.610526,0.46875,0.71875,0.747573,0.610526,0.4375,0.676923,0.618182,0.494737,0.4,0.546875,0.553398,0.421053,0.304688,0.553846,0.485437,0.336842,0.21875,0.6,0.548077,0.433333,0.32,0.430769,0.427184,0.252632,0.203125,0.430769,0.38835,0.210526,0.148438,7
0.784615,0.745455,0.632184,0.46281,0.723077,0.7,0.610526,0.4375,0.53125,0.621359,0.442105,0.351563,0.553846,0.518182,0.421053,0.312,0.546875,0.485437,0.336842,0.21875,0.430769,0.446602,0.263158,0.15625,0.430769,0.423077,0.266667,0.208,0.430769,0.38835,0.210526,0.148438,0.369231,0.38835,0.210526,0.171875,7
0.476923,0.436364,0.356322,0.247934,0.369231,0.4,0.242105,0.203125,0.359375,0.427184,0.242105,0.203125,0.369231,0.354545,0.231579,0.192,0.359375,0.417476,0.263158,0.1875,0.307692,0.378641,0.231579,0.1875,0.369231,0.384615,0.266667,0.176,0.323077,0.38835,0.294737,0.203125,0.323077,0.38835,0.252632,0.203125,7
0.369231,0.4,0.229885,0.181818,0.369231,0.363636,0.168421,0.203125,0.359375,0.38835,0.242105,0.203125,0.307692,0.354545,0.231579,0.192,0.359375,0.378641,0.263158,0.21875,0.369231,0.417476,0.263158,0.21875,0.323077,0.384615,0.266667,0.208,0.369231,0.38835,0.252632,0.226563,0.369231,0.427184,0.294737,0.203125,7
0.369231,0.4,0.183908,0.181818,0.369231,0.4,0.273684,0.203125,0.359375,0.427184,0.273684,0.234375,0.369231,0.390909,0.263158,0.224,0.421875,0.446602,0.305263,0.21875,0.430769,0.446602,0.263158,0.242188,0.430769,0.423077,0.311111,0.232,0.369231,0.466019,0.294737,0.226563,0.369231,0.427184,0.252632,0.226563,7
0.369231,0.4,0.264368,0.181818,0.369231,0.4,0.273684,0.234375,0.359375,0.466019,0.273684,0.234375,0.430769,0.418182,0.305263,0.224,0.421875,0.446602,0.263158,0.242188,0.430769,0.446602,0.263158,0.242188,0.369231,0.461538,0.311111,0.232,0.369231,0.427184,0.252632,0.226563,0.430769,0.466019,0.294737,0.226563,7
