@relation phoneme-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Aa numeric
@attribute Ao numeric
@attribute Dcl numeric
@attribute Iy numeric
@attribute Sh numeric
@attribute Class {0,1}

@data
0.404684,0.615951,0.285942,0.31813,0.365976,0
0.341657,0.434531,0.826762,0.648287,0.320759,0
0.335113,0.330587,0.743528,0.708645,0.171621,0
0.373687,0.308852,0.713262,0.527343,0.42618,1
0.380403,0.566345,0.595579,0.288632,0.252561,1
0.348373,0.333742,0.509558,0.646245,0.320759,1
0.382469,0.789308,0.262246,0.432267,0.468898,0
0.381781,0.497809,0.679012,0.692535,0.208094,1
0.876184,0.174058,0.398049,0.384162,0.305771,0
0.378853,0.541455,0.606531,0.461765,0.365726,0
0.363182,0.293777,0.727798,0.604039,0.13365,1
0.355433,0.615776,0.256472,0.407533,0.357982,0
0.308249,0.287117,0.448626,0.688677,0.604297,0
0.437059,0.552498,0.285544,0.425913,0.21334,0
0.337007,0.456442,0.734369,0.221466,0.320759,0
0.331152,0.30184,0.442453,0.63263,0.667,0
0.343895,0.330061,0.466945,0.610846,0.067449,1
0.831583,0.287117,0.644763,0.280009,0.288284,0
0.385225,0.303593,0.683791,0.513274,0.494129,1
0.575857,0.522524,0.462963,0.675289,0.223582,0
0.710522,0.399825,0.336121,0.385069,0.341494,0
0.357327,0.595092,0.484867,0.429317,0.288534,0
0.485104,0.356529,0.804062,0.201951,0.398451,0
0.788703,0.290798,0.402031,0.377808,0.347739,0
0.378681,0.571253,0.709478,0.513501,0.320759,0
0.434131,0.776687,0.268419,0.550488,0.262553,0
0.581195,0.541805,0.635006,0.304742,0.291531,0
0.336663,0.414373,0.471924,0.533923,0.320759,1
0.436714,0.478528,0.311231,0.282505,0.824382,0
0.332874,0.352673,0.549383,0.83027,0.095928,1
0.34975,0.360386,0.495619,0.662355,0.655259,1
0.342345,0.512358,0.554162,0.452462,0.277292,0
0.303427,0.272918,0.411589,0.490129,0.320759,0
0.31772,0.299912,0.460773,0.844339,0.112416,0
0.71586,0.360911,0.397252,0.379623,0.309268,0
0.43017,0.531113,0.298686,0.434309,0.22683,0
0.737903,0.315162,0.336519,0.341729,0.350487,0
0.324264,0.469939,0.876941,0.187656,0.23982,0
0.316515,0.2922,0.452808,0.655548,0.320759,0
0.230239,0.551096,0.563521,0.277513,0.251062,0
0.358533,0.355478,0.75448,0.737463,0.705221,1
0.641639,0.415074,0.448427,0.477195,0.474394,0
0.273119,0.196494,0.287535,0.236896,0.320759,0
0.438953,0.522875,0.455396,0.400953,0.320759,0
0.442053,0.669062,0.301075,0.323122,0.292531,0
0.322886,0.30482,0.436679,0.671659,0.138896,1
0.40279,0.340754,0.676225,0.502383,0.443917,1
0.719649,0.340578,0.34309,0.344225,0.309768,0
0.319959,0.377213,0.746316,0.156342,0.220834,0
0.479421,0.367046,0.332537,0.376447,0.340495,0
0.411744,0.439264,0.694544,0.513501,0.264801,0
0.36766,0.681858,0.570888,0.526889,0.320759,0
0.768211,0.348466,0.333134,0.377808,0.311766,0
0.474944,0.474321,0.693548,0.649875,0.209843,1
0.817978,0.303067,0.613102,0.291128,0.292031,0
0.578095,0.629273,0.28853,0.410029,0.360979,0
0.37937,0.862401,0.248507,0.470615,0.278291,0
0.353367,0.327432,0.795102,0.538008,0.41344,1
0.365077,0.383699,0.871167,0.609258,0.217087,0
0.345617,0.382121,0.825169,0.538462,0.162628,1
0.335974,0.315688,0.487853,0.656229,0.825631,1
0.449802,0.383523,0.331342,0.376447,0.347489,0
0.358877,0.554251,0.512545,0.434536,0.28054,0
0.338729,0.528309,0.771406,0.215793,0.320759,0
0.398829,0.364592,0.799881,0.234854,0.263303,1
0.357155,0.357406,0.619076,0.546177,0.456408,1
0.441708,0.43681,0.619873,0.269117,0.265801,0
0.318581,0.304119,0.469733,0.838666,0.112666,0
0.321164,0.33567,0.503385,0.779442,0.320759,1
0.477699,0.657493,0.283552,0.314046,0.285286,0
0.572068,0.574584,0.300677,0.327887,0.355983,0
0.321509,0.364417,0.745719,0.582029,0.320759,0
0.612709,0.563015,0.280167,0.39823,0.265551,0
0.43637,0.715863,0.293907,0.321761,0.290782,0
0.271052,0.442945,0.663282,0.235081,0.320759,0
0.446186,0.469588,0.693548,0.554118,0.534099,1
0.400723,0.47362,0.288929,0.321761,0.302023,0
0.419494,0.587029,0.297491,0.399365,0.351486,0
0.38953,0.411043,0.69096,0.261175,0.550087,1
0.507663,0.758633,0.27738,0.319946,0.288783,0
0.388152,0.687292,0.538033,0.242342,0.621784,0
0.781815,0.469413,0.434687,0.512821,0.280789,0
0.500603,0.41823,0.321585,0.339914,0.30702,0
0.334424,0.523751,0.582437,0.449512,0.27979,0
0.818839,0.321648,0.338511,0.341729,0.308519,0
0.384364,0.308677,0.605137,0.686181,0.814639,1
0.630618,0.480806,0.416368,0.391196,0.301024,0
0.413122,0.443471,0.728196,0.541184,0.570322,1
0.365765,0.667309,0.638988,0.446789,0.272296,0
0.373343,0.686766,0.272401,0.304742,0.290532,0
0.474772,0.3844,0.336718,0.375312,0.339745,0
0.339418,0.344961,0.523297,0.876787,0.054959,1
0.575512,0.442244,0.446436,0.325165,0.216837,0
0.58154,0.547239,0.287535,0.297708,0.552835,0
0.614947,0.370727,0.394863,0.388927,0.281039,0
0.301877,0.268186,0.401633,0.468346,0.320759,0
0.314448,0.375285,0.620271,0.742682,0.320759,0
0.523851,0.4461,0.309438,0.33651,0.342243,0
0.398657,0.405259,0.721426,0.230996,0.420934,1
0.43947,0.522699,0.820589,0.238938,0.26605,1
0.462373,0.696056,0.523297,0.448151,0.278041,1
0.31066,0.295004,0.453206,0.769231,0.061704,0
0.732736,0.190184,0.40462,0.401407,0.297027,0
0.399173,0.410692,0.796695,0.267756,0.45391,0
0.332185,0.423663,0.310036,0.477876,0.320759,0
0.40434,0.364768,0.746714,0.645791,0.188858,1
0.322542,0.293777,0.487256,0.717041,0.042218,1
0.410367,0.482033,0.292314,0.320399,0.256558,0
0.372309,0.708151,0.539028,0.467892,0.381214,0
0.603065,0.450482,0.317005,0.390742,0.344741,0
0.348545,0.684137,0.265233,0.481961,0.275044,0
0.335802,0.292901,0.50458,0.848423,0.320759,0
0.491131,0.59404,0.523895,0.651464,0.228579,0
0.36921,0.505346,0.802668,0.239392,0.232076,1
0.392113,0.848729,0.232378,0.434309,0.27979,0
0.499914,0.558457,0.457786,0.504198,0.487135,0
0.327019,0.465381,0.197929,0.287497,0.369223,0
0.377648,0.374058,0.772999,0.194463,0.450912,1
0.34114,0.530412,0.495022,0.419106,0.292031,0
0.61047,0.620684,0.288132,0.324938,0.291032,0
0.798175,0.191762,0.341298,0.37622,0.336498,0
0.328052,0.350219,0.658503,0.644202,0.749938,1
0.311865,0.309728,0.26145,0.872022,0.1329,0
0.352678,0.468186,0.896256,0.200363,0.24057,0
0.478216,0.291323,0.152529,0.698207,0.630777,1
0.366799,0.814549,0.24771,0.304289,0.283038,0
0.532633,0.516389,0.698327,0.261629,0.281289,1
0.339762,0.396845,0.784747,0.600182,0.196103,0
0.436714,0.600351,0.466348,0.424552,0.269048,0
0.351128,0.323576,0.751294,0.62673,0.461404,0
0.409678,0.588957,0.566507,0.622419,0.21284,0
0.503875,0.456442,0.837913,0.244157,0.272795,0
0.324264,0.480456,0.855038,0.193556,0.320759,0
0.354055,0.381069,0,0.25346,0.247315,0
0.336146,0.341104,0.88172,0.667347,0.585561,1
0.308076,0.322174,0.418558,0.488768,0.320759,1
0.38953,0.742857,0.276782,0.307919,0.367474,0
0.788359,0.292375,0.417563,0.39233,0.301774,0
0.33098,0.440316,0.488849,0.58044,0.615788,1
0.340279,0.326205,0.437077,0.653733,0.510867,1
0.32943,0.33865,0.658702,0.500113,0.320759,1
0.337351,0.383523,0.519315,0.82142,0.320759,1
0.446013,0.570903,0.651732,0.66349,0.249563,1
0.343551,0.379316,0.667065,1,0.116912,1
0.649905,0.601227,0.264636,0.495121,0.264052,0
0.345445,0.317266,0.741537,0.677332,0.701974,1
0.463751,0.44312,0.760852,0.533016,0.427679,1
0.409506,0.347415,0.727997,0.752439,0.532101,1
0.360083,0.541455,0.693548,0.257091,0.320759,0
0.31617,0.342507,0.661888,0.628319,0.320759,0
0.660238,0.387555,0.335723,0.382346,0.34674,0
0.336663,0.407888,0.782358,0.141139,0.229578,0
0.360771,0.392813,0.866786,0.174268,0.242318,0
0.520406,0.626643,0.580446,0.512821,0.274044,1
0.43637,0.297809,0.605137,0.802814,0.596802,1
0.361288,0.563365,0.266428,0.292489,0.393955,0
0.309971,0.304119,0.516527,0.528931,0.320759,1
0.340968,0.330762,0.812425,0.574087,0.669498,1
0.337351,0.334794,0.482676,0.276378,0.70697,0
0.347339,0.40929,0.865392,0.216928,0.44017,1
0.437231,0.421911,0.628435,0.103699,0.696228,1
0.322714,0.360035,0.717841,0.62015,0.164127,1
0.323575,0.42454,0.728196,0.242115,0.320759,0
0.311348,0.284838,0.45679,0.779442,0.608544,0
0.329947,0.291499,0.492832,0.729521,0.578066,1
0.706733,0.346713,0.339506,0.375312,0.332001,0
0.342173,0.39702,0.715253,0.224189,0.231576,1
0.401757,0.528834,0.455595,0.319265,0.294279,0
0.331669,0.331989,0.504182,0.575902,0.556832,1
0.337524,0.700263,0.495022,0.519401,0.320759,0
0.426038,0.401578,0.312027,0.330837,0.320759,0
0.424143,0.526556,0.287137,0.32698,0.34724,0
0.541588,0.472217,0.306252,0.331064,0.347489,0
0.410711,0.788606,0.250498,0.500113,0.418186,1
0.364216,0.708151,0.236161,0.537781,0.541844,0
0.347856,0.737949,0.277778,0.309735,0.286035,0
0.470639,0.541455,0.311629,0.32698,0.299775,0
0.356639,0.441893,0.671446,0.514636,0.202348,0
0.329774,0.442244,0.544803,0.613115,0.203347,0
0.338901,0.330412,0.445042,0.680281,0.497877,1
0.643878,0.447502,0.464158,0.438167,0.287035,0
0.480455,0.445048,0.592792,0.456773,0.380465,1
0.464267,0.457493,0.425727,0.334241,0.340245,0
0.67212,0.167046,0.337515,0.337872,0.304522,0
0.488893,0.348642,0.914576,0.221012,0.260305,1
0.264681,0.176337,0.217244,0.641026,0.149888,0
0.338901,0.605609,0.720231,0.219424,0.25356,0
0.393318,0.635583,0.479689,0.436805,0.284786,0
0.305838,0.306748,0.589606,0.781257,0.320759,0
0.369554,0.339702,0.800876,0.541865,0.620285,1
0.320303,0.337599,0.664277,0.56138,0.205346,1
0.39659,0.665381,0.554361,0.648968,0.230577,1
0.521612,0.48028,0.544803,0.515317,0.641269,1
0.348545,0.462226,0.554162,0.291128,0.45366,0
0.625452,0.388256,0.298487,0.458362,0.238571,0
0.768555,0.341981,0.394265,0.3828,0.305771,0
0.355778,0.459071,0.540223,0.544588,0.431676,1
0.420183,0.626643,0.239148,0.30202,0.284537,0
0.417255,0.784926,0.260653,0.42319,0.271297,0
0.69709,0.282033,0.391477,0.395961,0.304522,0
0.333046,0.488344,0.770808,0.58929,0.616288,0
0.335457,0.337949,0.498606,0.584071,0.620535,1
0.399173,0.727257,0.237754,0.45995,0.570822,0
0.340623,0.596494,0.530466,0.672566,0.217337,1
0.407439,0.794917,0.262843,0.306558,0.407944,0
0.356811,0.553199,0.594584,0.258906,0.320759,0
0.337007,0.288168,0.484468,0.863399,0.122408,0
0.397624,0.541981,0.601553,0.564103,0.631776,0
0.323058,0.403856,0.855436,0.199909,0.320759,0
0.47305,0.595092,0.668061,0.291355,0.286285,1
0.33408,0.411919,0.631023,0.232358,0.187359,0
0.394179,0.388606,0.708881,0.570002,0.181614,0
0.340796,0.336372,0.508363,0.63921,0.320759,0
0.740658,0.306573,0.334329,0.340595,0.350487,0
0.38333,0.667835,0.645759,0.499887,0.320759,0
0.412778,0.496407,0.562923,0.261402,0.724956,0
0.505597,0.572656,0.292115,0.318584,0.294029,0
0.313931,0.35986,0.503783,0.716133,0.320759,0
0.359222,0.567572,0.492832,0.439074,0.282788,0
0.350439,0.356179,0.479888,0.757204,0.060954,1
0.67212,0.298685,0.344285,0.373951,0.33275,0
0.32943,0.413497,0.811031,0.205355,0.320759,0
0.338729,0.462051,0.730585,0.526889,0.235324,0
0.328225,0.468361,0.725806,0.515997,0.320759,0
0.326847,0.34461,0.567901,0.511005,0.648514,1
0.333735,0.312182,0.679411,0.671886,0.49363,0
0.379714,0.700438,0.26145,0.291582,0.320759,0
0.727054,0.316039,0.401235,0.391877,0.308019,0
0.336835,0.336722,0.537634,0.828228,0.144392,0
0.264336,0.312883,0.494823,0.769685,0,1
0.34975,0.336021,0.870569,0.547992,0.414689,0
0.807646,0.286766,0.332537,0.319946,0.288284,0
0.36766,0.654689,0.657109,0.517813,0.320759,0
0.700362,0.282209,0.394464,0.394146,0.305771,0
0.372998,0.411043,0.717045,0.260948,0.270297,0
0.414672,0.308852,0.54321,0.297481,0.296278,0
0.330463,0.456792,0.877738,0.222827,0.436173,0
0.21939,0.102892,0.571286,0.238711,0.241069,1
0.381608,0.441192,0.549184,0.532562,0.143642,1
0.724815,0.398072,0.443648,0.334468,0.30602,0
0.329258,0.297108,0.48188,0.59224,0.320759,0
0.344929,0.466258,0.740342,0.231223,0.320759,1
0.31462,0.360911,0.433891,0.63921,0.320759,1
0.392457,0.804382,0.221824,0.294078,0.268049,0
0.639573,0.328133,0.341697,0.345133,0.311267,0
0.337007,0.288168,0.484468,0.863399,0.122408,0
0.65886,0.514987,0.56591,0.290674,0.289283,0
0.328913,0.311481,0.511748,0.573406,0.320759,1
0.331669,0.400526,0.796296,0.595416,0.232825,0
0.707594,0.283436,0.393469,0.395507,0.305521,0
0.327191,0.472217,0.680008,0.240073,0.271796,0
0.37937,0.702542,0.240741,0.295666,0.276293,0
0.317203,0.409816,0.487256,0.651917,0.320759,1
0.400207,0.684838,0.24313,0.304969,0.287534,0
0.421732,0.496582,0.299084,0.332653,0.340495,0
0.681075,0.346188,0.3409,0.383935,0.308519,0
0.307215,0.30447,0.527678,0.511005,0.44017,0
0.425865,0.638212,0.653126,0.505332,0.529353,1
0.346823,0.349167,0.434886,0.610846,0.485386,1
0.434303,0.415425,0.741537,0.614477,0.664252,1
0.487171,0.448028,0.318399,0.338552,0.30677,0
0.321336,0.385627,0.793708,0.168822,0.221334,0
0.346134,0.447502,0.534249,0.605174,0.49288,1
0.31927,0.292726,0.453007,0.22487,0.755933,0
0.336318,0.70447,0.259259,0.420921,0.362228,0
0.312037,0.337423,0.622262,0.857499,0.114414,0
0.349061,0.321998,0.65691,0.130928,0.805646,1
0.382125,0.582997,0.848467,0.215339,0.243567,0
0.340796,0.395443,0.795898,0.611754,0.205846,0
0.522645,0.468361,0.319395,0.338552,0.30702,0
0.516101,0.490798,0.311231,0.431813,0.320759,0
0.315654,0.321297,0.566507,0.549353,0.201599,1
0.362321,0.457669,0.529669,0.460404,0.287035,0
0.356466,0.318142,0.694544,0.961652,0.124657,1
0.324092,0.340228,0.488252,0.460631,0.320759,1
0.908559,0.176687,0.338311,0.380304,0.304522,0
0.374031,0.400175,0.678216,0.277967,0.277542,0
0.368176,0.66468,0.285942,0.312911,0.272296,0
0.803685,0.492375,0.437873,0.329249,0.302273,0
0.357844,0.618755,0.677021,0.536419,0.235823,0
0.433098,0.380719,0.401633,0.377354,0.341744,0
0.653005,0.439089,0.426324,0.41366,0.304022,0
0.320647,0.364592,0.55237,0.795099,0.320759,1
0.50818,0.398072,0.32716,0.37985,0.320759,0
0.408645,0.337073,0.492433,0.840481,0.182613,1
0.517479,0.371954,0.7045,0.559337,0.461154,1
0.459273,0.704119,0.280765,0.282278,0.523857,0
0.385741,0.524628,0.748507,0.683685,0.21309,1
0.328225,0.33865,0.51374,0.793964,0.195353,0
0.400723,0.752673,0.254082,0.604266,0.251062,1
0.895471,0.490973,0.326762,0.348536,0.312765,0
0.427587,0.771779,0.278574,0.427729,0.420435,0
0.366971,0.315863,0.708682,0.662582,0.755933,1
0.870673,0.1695,0.336718,0.33946,0.302773,0
0.5855,0.376862,0.281561,0.773996,0.210592,0
0.310487,0.312007,0.519912,0.922169,0.094929,1
0.303944,0.281507,0.449024,0.698434,0.165126,0
0.465645,0.587379,0.483672,0.632176,0.221584,0
0.336146,0.592989,0.521107,0.417744,0.362728,0
0.312726,0.315162,0.536838,0.840027,0.150637,1
0.376614,0.562314,0.666069,0.728387,0.201849,1
0.375065,0.784224,0.242533,0.289993,0.238071,0
0.406406,0.646626,0.254679,0.426367,0.358231,0
0.27243,0.31972,0.522302,0.754255,0.126905,1
0.324436,0.471691,0.644763,0.508055,0.164377,0
0.478905,0.546538,0.309837,0.33356,0.34649,0
0.305666,0.29553,0.563521,0.780123,0.112915,1
0.845531,0.484137,0.326762,0.339233,0.305771,0
0.487515,0.690096,0.291716,0.322895,0.375718,0
0.392457,0.725504,0.51374,0.471069,0.495378,1
0.259342,0.586328,0.540223,0.473111,0.320759,0
0.712416,0.480105,0.448626,0.392784,0.397952,0
0.341484,0.599474,0.586221,0.488087,0.208843,0
0.476149,0.578791,0.293509,0.407987,0.352236,0
0.34975,0.534093,0.482477,0.426821,0.291032,0
0.648355,0.323576,0.340104,0.390515,0.301774,0
0.237644,0.129711,0.631223,0.214205,0.203347,0
0.351817,0.521823,0.81362,0.219877,0.320759,0
0.794042,0.340053,0.403027,0.37985,0.340495,0
0.383847,0.810342,0.248108,0.560018,0.25281,0
0.274841,0.155828,0.200518,0.157704,0.320759,1
0.588772,0.517441,0.310434,0.338779,0.320759,0
0.342518,0.41823,0.746914,0.160427,0.680989,1
0.41846,0.473269,0.312425,0.334014,0.30627,0
0.624419,0.374759,0.401434,0.395507,0.363477,0
0.522645,0.330587,0.392672,0.390288,0.2673,0
0.322025,0.31376,0.47949,0.166326,0.320759,0
0.350611,0.374584,0.521505,0.578398,0.550837,1
0.364216,0.529185,0.667662,0.563195,0.603298,1
0.368349,0.590184,0.495022,0.461765,0.320759,0
0.608576,0.680806,0.300677,0.326299,0.296028,0
0.32082,0.327958,0.463759,0.181302,0.848364,0
0.660065,0.490798,0.324373,0.342183,0.343243,0
0.814018,0.177388,0.395659,0.334014,0.292531,0
0.741691,0.29553,0.386898,0.37985,0.342493,0
0.429137,0.585802,0.509359,0.710914,0.214089,0
0.282762,1,0.267423,0.301339,0.28004,0
0.355605,0.514286,0.632616,0.253914,0.320759,0
0.456518,0.305171,0.757467,0.215112,0.405696,1
0.533838,0.51411,0.434886,0.417291,0.356732,0
0.320131,0.429448,0.637196,0.254595,0.276293,0
0.352678,0.315863,0.55675,0.879283,0.08044,0
0.3575,0.577564,0.493827,0.296347,0.272046,0
0.486482,0.577213,0.292513,0.329249,0.354484,0
0.447563,0.566345,0.281163,0.442024,0.618036,0
0.510591,0.620333,0.295301,0.320853,0.404946,0
0.425177,0.672918,0.280167,0.420014,0.262803,0
0.318753,0.305346,0.462764,0.845927,0.074194,0
0.352333,0.324803,0.655715,0.629907,0.789408,1
0.726881,0.303243,0.341697,0.381439,0.303772,0
0.333219,0.401928,0.767822,0.213978,0.254309,0
0.351989,0.448729,0.818598,0.572498,0.595553,1
0.681763,0.499036,0.310434,0.325845,0.300774,0
0.493714,0.633304,0.520709,0.419787,0.287285,1
0.347856,0.552848,0.479888,0.410937,0.287534,0
0.332185,0.407537,0.808244,0.211028,0.246815,0
0.368349,0.389658,0.748108,0.533243,0.320759,1
0.315481,0.323225,0.524492,0.866349,0.320759,1
0.724126,0.314812,0.412585,0.379623,0.342993,0
0.330808,0.364768,0.562326,0.638983,0.320759,1
0.32478,0.47993,0.587814,0.506013,0.320759,0
0.366971,0.693076,0.741736,0.252326,0.272296,1
0.676769,0.318142,0.384309,0.381892,0.309768,0
0.333735,0.550044,0.498805,0.417064,0.350487,0
0.329947,0.511306,0.588411,0.469027,0.270547,0
0.352161,0.453637,0.705098,0.656456,0.142893,1
0.329258,0.51078,0.214257,0.281824,0.278791,0
0.379025,0.809816,0.253485,0.429544,0.414439,0
0.577579,0.498685,0.498407,0.521216,0.527105,0
0.267436,0.180543,0.269813,0.632176,0.320759,1
0.364732,0.367046,0.43628,0.700703,0.159131,1
0.321336,0.29518,0.469335,0.286136,0.320759,0
0.752023,0.290447,0.400637,0.410029,0.300774,0
0.572068,0.466608,0.32278,0.388246,0.358481,0
0.365593,0.339001,0.716249,0.584071,0.764676,1
0.517307,0.709027,0.278973,0.417064,0.406195,0
0.467195,0.637511,0.642971,0.528477,0.269048,1
0.522817,0.41858,0.609518,0.610619,0.491381,0
0.448941,0.52638,0.485862,0.403449,0.288284,0
0.330635,0.465206,0.617284,0.273429,0.261804,0
0.320475,0.352673,0.544604,0.829135,0.320759,1
0.561047,0.327082,0.345679,0.3769,0.336248,0
0.442569,0.417178,0.508562,0.488087,0.53335,1
0.643706,0.62454,0.272999,0.328795,0.300025,1
0.653866,0.314286,0.344683,0.382119,0.309018,0
0.677803,0.45837,0.452609,0.459042,0.263303,0
0.612881,0.374584,0.399442,0.3946,0.360729,0
0.368004,0.571253,0.594584,0.492172,0.248314,0
0.395729,0.651358,0.521705,0.427956,0.368224,0
0.332185,0.439089,0.754281,0.226912,0.320759,0
0.724987,0.194566,0.405416,0.394826,0.297777,0
0.323403,0.425942,0.67284,0.254822,0.320759,0
0.314792,0.370727,0.466547,0.638076,0.320759,1
0.318581,0.348466,0.642573,0.874518,0.320759,0
0.330291,0.420508,0.7499,0.22192,0.264302,0
0.653349,0.501665,0.512346,0.319038,0.357232,0
0.691407,0.378265,0.335524,0.377127,0.345241,0
0.836232,0.326731,0.403624,0.343998,0.310767,0
0.613742,0.62787,0.298288,0.412072,0.397952,0
0.385225,0.426117,0.702509,0.665078,0.320759,1
0.359222,0.508852,0.731979,0.23735,0.254809,0
0.725676,0.190885,0.383513,0.378943,0.343243,0
0.389185,0.02752,0.694345,0.222827,0.242068,0
0.388324,0.527257,0.254281,0.304742,0.277292,0
0.342001,0.413848,0.860812,0.192648,0.320759,0
0.346306,0.478878,0.665472,0.256637,0.257057,0
0.365249,0.511131,0.478096,0.307465,0.292531,0
0.79938,0.325504,0.342095,0.377127,0.310517,0
0.323575,0.427344,0.758264,0.213751,0.25381,0
0.369382,0.655565,0.244922,0.307012,0.287534,0
0.280351,0.348466,0.588809,0.641479,0.510617,1
0.72206,0.279053,0.344086,0.377127,0.309018,0
0.333735,0.577038,0.505974,0.443839,0.320759,0
0.379198,0.688869,0.544604,0.582482,0.457407,1
0.321509,0.296407,0.473716,0.432267,0.521609,0
0.417427,0.659772,0.499403,0.449058,0.227579,0
0.326502,0.324628,0.492632,0.6054,0.958281,0
0.546926,0.570727,0.666468,0.290674,0.290282,1
0.543138,0.447502,0.310235,0.381439,0.30727,0
0.83761,0.186503,0.343489,0.374404,0.30652,0
0.523162,0.505171,0.461768,0.475834,0.580065,0
0.371448,0.758633,0.27738,0.315861,0.279291,0
0.584811,0.55986,0.309239,0.390288,0.36023,0
0.533838,0.453462,0.421147,0.394373,0.279041,0
0.40675,0.622261,0.726404,0.264125,0.261054,0
0.405889,0.607362,0.48626,0.425006,0.283537,0
0.358361,0.406836,0.753286,0.627184,0.482638,0
0.323231,0.328309,0.473716,0.736555,0.616538,1
0.39969,0.308501,0.673039,0.521897,0.500375,1
0.742897,0.407362,0.432099,0.440436,0.394954,0
0.361633,0.832778,0.250896,0.299977,0.282788,0
0.369037,0.631025,0.714257,0.516905,0.246565,0
0.382986,0.614899,0.262246,0.433401,0.320759,0
0.763561,0.319369,0.341896,0.374631,0.3335,0
0.336663,0.348116,0.679809,0.657817,0.495628,0
0.324608,0.480806,0.772202,0.556614,0.320759,0
0.365249,0.638913,0.582238,0.482641,0.257807,0
0.368004,0.475723,0.823178,0.20944,0.445416,0
0.315481,0.322875,0.49542,0.737236,0.152386,1
0.259514,0.653988,0.550577,0.470161,0.320759,0
0.771999,0.285013,0.343489,0.378035,0.305521,0
0.455313,0.453111,0.424333,0.334014,0.338746,0
0.328569,0.303769,0.487455,0.745405,0.713465,1
0.449285,0.628922,0.267622,0.3145,0.29353,0
0.318409,0.326556,0.550378,0.769004,0.165126,1
0.650939,0.356529,0.3409,0.343544,0.336498,0
0.336318,0.303769,0.456193,0.714545,0.738696,0
0.602204,0.628922,0.262445,0.410937,0.37322,0
0.320131,0.451358,0.589008,0.278648,0.320759,0
0.315826,0.289746,0.458184,0.179941,0.72021,0
0.838471,0.30482,0.333532,0.342183,0.309518,0
0.913897,0.332866,0.429908,0.432948,0.292281,0
0.329086,0.419632,0.709677,0.230769,0.320759,0
0.332874,0.327783,0.486858,0.657363,0.320759,1
0.386086,0.780543,0.252091,0.586567,0.25331,0
0.353367,0.433655,0.687575,0.505559,0.191356,0
0.347512,0.401578,0.53186,0.250511,0.320759,1
0.385397,0.425942,0.677818,0.243249,0.254059,1
0.365249,0.582822,0.49781,0.431132,0.369473,0
0.319614,0.313935,0.469136,0.540504,0.215089,1
0.314792,0.291849,0.426722,0.535058,0.77392,0
0.360771,0.345486,0.96137,0.235761,0.450662,1
0.309971,0.281683,0.462764,0.316542,0.45291,0
0.333563,0.409465,0.873755,0.166326,0.474144,0
0.381781,0.595618,0.632218,0.262764,0.320759,0
0.741519,0.187029,0.336519,0.341048,0.347739,0
0.367488,0.299387,0.53863,0.582029,0.633275,0
0.37162,0.4305,0.457188,0.235761,0.638021,1
0.274841,0.329185,0.632218,0.79941,0.111916,0
0.339074,0.334093,0.534249,0.225096,0.81389,0
0.323058,0.518493,0.498208,0.437032,0.320759,0
0.38798,0.609465,0.551772,0.447243,0.368723,0
0.382814,0.408764,0.658901,0.561153,0.233075,1
0.3513,0.552147,0.469733,0.420694,0.286535,0
0.617703,0.675197,0.298686,0.324938,0.29328,0
0.338729,0.574058,0.56591,0.486499,0.320759,0
0.309626,0.324803,0.587216,0.358747,0.320759,0
0.397107,0.618405,0.65691,0.646925,0.251811,1
0.534872,0.62752,0.256472,0.313138,0.345741,0
0.582056,0.64312,0.295898,0.327434,0.354484,0
0.393663,0.639264,0.780167,0.22555,0.242568,0
0.394868,0.658896,0.269215,0.415475,0.374219,0
0.329947,0.360911,0.516328,0.744044,0.531351,1
0.440675,0.498335,0.435086,0.412299,0.274044,0
0.85483,0.178966,0.336121,0.381666,0.334749,0
0.329602,0.328309,0.445639,0.67302,0.145391,1
0.667126,0.423839,0.337515,0.382573,0.339745,0
0.315481,0.327783,0.584229,0.721806,0.183113,1
0.7689,0.410517,0.464357,0.482641,0.416937,0
0.315998,0.334969,0.510554,0.893125,0.320759,0
0.32788,0.475372,0.72043,0.219877,0.250062,0
0.341484,0.453637,0.912983,0.184025,0.320759,0
0.731014,0.287993,0.342493,0.378489,0.336248,0
0.335629,0.433655,0.98188,0.167234,0.320759,0
0.382986,0.74128,0.24552,0.628999,0.238821,0
0.251421,0.154426,0.272999,0.571818,0.585061,0
0.420699,0.47099,0.208483,0.617654,0.243817,1
0.609265,0.334794,0.346276,0.379396,0.336248,0
0.349234,0.390535,0.884707,0.62968,0.182113,0
0.358877,0.530762,0.814616,0.213297,0.320759,0
0.456346,0.329886,0.624054,0.694804,0.694479,1
0.427415,0.544259,0.27738,0.322895,0.347739,0
0.593077,0.619281,0.26822,0.409803,0.282538,0
0.340796,0.561963,0.732577,0.223281,0.320759,0
0.353367,0.428747,0.690362,0.214885,0.23982,1
0.495437,0.342156,0.688371,0.498979,0.388958,1
0.334941,0.494654,0.670251,0.52167,0.220834,0
0.310832,0.324803,0.61828,0.830951,0.143642,0
0.312554,0.310429,0.276782,0.852961,0.320759,0
0.377131,0.310079,0.698128,0.60177,0.228079,1
0.312382,0.31411,0.512147,0.502836,0.320759,1
0.303255,0.271867,0.389088,0.311777,0.320759,0
0.38643,0.452761,0.70689,0.559337,0.614289,1
0.626141,0.330237,0.341697,0.390515,0.269298,0
