@relation winequality-white-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute FixedAcidity numeric
@attribute VolatileAcidity numeric
@attribute CitricAcid numeric
@attribute ResidualSugar numeric
@attribute Chlorides numeric
@attribute FreeSulfurDioxide numeric
@attribute TotalSulfurDioxide numeric
@attribute Density numeric
@attribute PH numeric
@attribute Sulphates numeric
@attribute Alcohol numeric
@attribute Quality {0,1,2,3,4,5,6,7,8,9,10}

@data
0.278846,0.098039,0.180723,0.088957,0.115727,0.132404,0.561485,0.163678,0.518182,0.348837,0.322581,5
0.278846,0.098039,0.180723,0.088957,0.115727,0.132404,0.561485,0.163678,0.518182,0.348837,0.322581,5
0.442308,0.490196,0.162651,0.177147,0.071217,0.121951,0.24826,0.169462,0.245455,0.197674,0.451613,6
0.326923,0.078431,0.192771,0.003067,0.091988,0.167247,0.259861,0.09813,0.5,0.127907,0.322581,6
0.365385,0.45098,0.138554,0.021472,0.059347,0.038328,0.329466,0.115481,0.290909,0.127907,0.387097,5
0.442308,0.490196,0.162651,0.177147,0.071217,0.121951,0.24826,0.169462,0.245455,0.197674,0.451613,6
0.269231,0.166667,0.186747,0.180982,0.148368,0.174216,0.399072,0.21766,0.718182,0.290698,0.290323,6
0.336538,0.147059,0.222892,0.019939,0.094955,0.170732,0.361949,0.071139,0.490909,0.209302,0.677419,8
0.336538,0.303922,0.222892,0.007669,0.10089,0.118467,0.241299,0.074995,0.609091,0.302326,0.758065,8
0.307692,0.372549,0.23494,0.08589,0.089021,0.15331,0.357309,0.109697,0.445455,0.151163,0.677419,7
0.423077,0.264706,0.240964,0.087423,0.089021,0.114983,0.354988,0.12512,0.390909,0.139535,0.629032,7
0.384615,0.205882,0.216867,0.09816,0.097923,0.125436,0.352668,0.13476,0.490909,0.174419,0.516129,8
0.519231,0.264706,0.23494,0.004601,0.097923,0.045296,0.12065,0.101986,0.218182,0.069767,0.387097,4
0.403846,0.480392,0.23494,0.050613,0.074184,0.069686,0.262181,0.08849,0.518182,0.523256,0.774194,7
0.259615,0.284314,0.198795,0.050613,0.053412,0.132404,0.280742,0.067284,0.509091,0.197674,0.758065,7
0.182692,0.127451,0.144578,0.026074,0.11276,0.202091,0.417633,0.152111,0.845455,0.581395,0.33871,6
0.278846,0.098039,0.180723,0.088957,0.115727,0.132404,0.561485,0.163678,0.518182,0.348837,0.322581,5
0.384615,0.04902,0.180723,0.018405,0.091988,0.142857,0.394432,0.161751,0.645455,0.22093,0.16129,5
0.365385,0.107843,0.246988,0.007669,0.091988,0.125436,0.310905,0.069211,0.181818,0.232558,0.548387,5
0.336538,0.137255,0.246988,0.226994,0.121662,0.184669,0.422274,0.248506,0.545455,0.430233,0.145161,6
0.240385,0.205882,0.240964,0.090491,0.089021,0.142857,0.366589,0.157895,0.390909,0.255814,0.209677,6
0.288462,0.264706,0.192771,0.027607,0.115727,0.114983,0.218097,0.076923,0.509091,0.27907,0.645161,8
0.259615,0.107843,0.192771,0.01227,0.091988,0.101045,0.285383,0.09813,0.581818,0.372093,0.451613,7
0.230769,0.039216,0.156627,0.078221,0.103858,0.188153,0.345708,0.154039,0.727273,0.174419,0.403226,6
0.211538,0.04902,0.168675,0.078221,0.086053,0.188153,0.418794,0.148255,0.790909,0.244186,0.419355,7
0.25,0.166667,0.198795,0.01227,0.091988,0.139373,0.24594,0.067284,0.427273,0.302326,0.532258,7
0.298077,0.235294,0.096386,0.01227,0.124629,0.045296,0.201856,0.132832,0.454545,0.186047,0.241935,4
0.365385,0.107843,0.246988,0.007669,0.091988,0.125436,0.310905,0.069211,0.181818,0.232558,0.548387,5
0.278846,0.04902,0.168675,0.009202,0.109792,0.114983,0.303944,0.107769,0.554545,0.127907,0.33871,7
0.307692,0.058824,0.246988,0.004601,0.083086,0.069686,0.199536,0.082707,0.481818,0.244186,0.467742,6
0.365385,0.186275,0.144578,0.04908,0.145401,0.059233,0.24594,0.167534,0.390909,0.267442,0.145161,5
0.336538,0.137255,0.246988,0.226994,0.121662,0.184669,0.422274,0.248506,0.545455,0.430233,0.145161,6
0.346154,0.54902,0.283133,0.207822,0.47181,0.139373,0.408353,0.21766,0.163636,0.313953,0.209677,5
0.365385,0.196078,0.23494,0.019939,0.127596,0.073171,0.24826,0.13476,0.481818,0.209302,0.387097,6
0.432692,0.176471,0.246988,0.131902,0.097923,0.135889,0.354988,0.140544,0.345455,0.186047,0.645161,7
0.663462,0.137255,0.337349,0.116564,0.103858,0.121951,0.399072,0.209948,0.136364,0.534884,0.241935,6
0.663462,0.137255,0.337349,0.116564,0.103858,0.121951,0.399072,0.209948,0.136364,0.534884,0.241935,6
0.298077,0.147059,0.204819,0.032209,0.068249,0.076655,0.259861,0.059572,0.381818,0.186047,0.709677,7
0.230769,0.215686,0.192771,0.016871,0.068249,0.097561,0.280742,0.076923,0.509091,0.22093,0.516129,7
0.298077,0.186275,0.246988,0.016871,0.11276,0.013937,0.290023,0.111625,0.390909,0.546512,0.548387,6
0.298077,0.196078,0.246988,0.016871,0.121662,0.027875,0.294664,0.113553,0.4,0.569767,0.548387,6
0.298077,0.196078,0.180723,0.015337,0.11276,0.15331,0.285383,0.090418,0.572727,0.186047,0.5,7
0.298077,0.372549,0.120482,0.004601,0.133531,0.010453,0.271462,0.094274,0.345455,0.232558,0.387097,6
0.298077,0.294118,0.192771,0.121166,0.103858,0.118467,0.331787,0.117409,0.6,0.151163,0.645161,7
0.182692,0.343137,0.180723,0.078221,0.089021,0.076655,0.206497,0.094274,0.745455,0.453488,0.693548,7
0.269231,0.470588,0.096386,0.038344,0.106825,0.090592,0.192575,0.132832,0.363636,0.151163,0.177419,6
0.317308,0.27451,0.337349,0.010736,0.109792,0.080139,0.215777,0.100058,0.472727,0.127907,0.403226,6
0.288462,0.147059,0.240964,0.015337,0.11276,0.010453,0.287703,0.113553,0.463636,0.55814,0.548387,6
0.230769,0.245098,0.174699,0.010736,0.097923,0.083624,0.299304,0.163678,0.954545,0.488372,0.241935,5
0.173077,0.401961,0.078313,0.059816,0.089021,0.052265,0.24826,0.069211,0.636364,0.790698,0.919355,7
0.269231,0.333333,0.198795,0.033742,0.074184,0.045296,0.176334,0.055716,0.509091,0.337209,0.870968,6
0.336538,0.098039,0.174699,0.009202,0.103858,0.034843,0.310905,0.090418,0.436364,0.302326,0.532258,7
0.413462,0.107843,0.240964,0.004601,0.083086,0.247387,0.396752,0.105842,0.309091,0.139535,0.322581,6
0.201923,0.107843,0.156627,0.104294,0.074184,0.108014,0.264501,0.152111,0.7,0.232558,0.33871,6
0.230769,0.078431,0.283133,0.01227,0.059347,0.073171,0.167053,0.055716,0.490909,0.232558,0.677419,6
0.269231,0.333333,0.198795,0.033742,0.074184,0.045296,0.176334,0.055716,0.509091,0.337209,0.870968,6
0.182692,0.053922,0.180723,0.06135,0.097923,0.059233,0.213457,0.144399,0.536364,0.232558,0.209677,6
0.173077,0.401961,0.078313,0.059816,0.089021,0.052265,0.24826,0.069211,0.636364,0.790698,0.919355,7
0.298077,0.107843,0.198795,0.015337,0.089021,0.087108,0.206497,0.05186,0.336364,0.27907,0.693548,7
0.336538,0.098039,0.174699,0.009202,0.103858,0.034843,0.310905,0.090418,0.436364,0.302326,0.532258,7
0.336538,0.166667,0.216867,0.191718,0.121662,0.114983,0.443155,0.221515,0.290909,0.27907,0.145161,7
0.336538,0.166667,0.216867,0.191718,0.121662,0.114983,0.443155,0.221515,0.290909,0.27907,0.145161,7
0.307692,0.117647,0.204819,0.078221,0.077151,0.10453,0.171694,0.109697,0.427273,0.27907,0.564516,6
0.336538,0.166667,0.216867,0.191718,0.121662,0.114983,0.443155,0.221515,0.290909,0.27907,0.145161,7
0.240385,0.578431,0.289157,0.184049,0.127596,0.191638,0.4942,0.20802,0.409091,0.348837,0.209677,6
0.346154,0.313725,0.174699,0.07362,0.103858,0.101045,0.262181,0.132832,0.527273,0.325581,0.5,8
0.317308,0.176471,0.186747,0.02454,0.103858,0.094077,0.276102,0.127048,0.563636,0.488372,0.467742,8
0.5,0.22549,0.289157,0.092025,0.10089,0.031359,0.148492,0.128976,0.163636,0.186047,0.580645,5
0.240385,0.303922,0.144578,0.096626,0.178042,0.02439,0.25058,0.136688,0.390909,0.151163,0.354839,4
0.423077,0.137255,0.216867,0.095092,0.074184,0.034843,0.187935,0.140544,0.263636,0.186047,0.403226,8
0.317308,0.107843,0.168675,0.046012,0.071217,0.04878,0.160093,0.113553,0.172727,0.651163,0.548387,6
0.336538,0.166667,0.216867,0.191718,0.121662,0.114983,0.443155,0.221515,0.290909,0.27907,0.145161,7
0.394231,0.117647,0.204819,0.009202,0.091988,0.094077,0.2529,0.117409,0.381818,0.22093,0.419355,6
0.317308,0.176471,0.192771,0.081288,0.083086,0.12892,0.204176,0.121265,0.536364,0.209302,0.580645,6
0.307692,0.117647,0.204819,0.078221,0.077151,0.10453,0.171694,0.109697,0.427273,0.27907,0.564516,6
0.298077,0.215686,0.198795,0.053681,0.077151,0.083624,0.338747,0.103914,0.481818,0.662791,0.693548,8
0.413462,0.205882,0.295181,0.099693,0.097923,0.069686,0.266821,0.140544,0.381818,0.22093,0.451613,6
0.192308,0.088235,0.180723,0.01227,0.083086,0.184669,0.280742,0.073067,0.518182,0.186047,0.532258,6
0.201923,0.328431,0.012048,0.003067,0.086053,0.069686,0.12529,0.117409,0.581818,0.162791,0.209677,5
0.269231,0.147059,0.156627,0.010736,0.106825,0.04878,0.276102,0.121265,0.581818,0.44186,0.322581,6
0.461538,0.460784,0.210843,0.229294,0.142433,0.116725,0.829466,0.250434,0.290909,0.476744,0.483871,3
0.298077,0.264706,0.445783,0.006135,0.103858,0.055749,0.285383,0.094274,0.372727,0.383721,0.354839,5
0.365385,0.058824,0.445783,0.015337,0.091988,0.087108,0.218097,0.086563,0.318182,0.209302,0.451613,7
0.519231,0.196078,0.295181,0.171779,0.097923,0.094077,0.296984,0.209948,0.345455,0.139535,0.33871,4
0.230769,0.098039,0.295181,0.059816,0.11276,0.052265,0.187935,0.092346,0.5,0.174419,0.580645,6
0.144231,0.083333,0.144578,0.007669,0.124629,0.080139,0.222738,0.103914,0.545455,0.290698,0.177419,5
0.576923,0.166667,0.445783,0.144172,0.139466,0.118467,0.50116,0.204164,0.309091,0.244186,0.322581,4
0.413462,0.205882,0.295181,0.099693,0.097923,0.069686,0.266821,0.140544,0.381818,0.22093,0.451613,6
0.288462,0.137255,0.295181,0.004601,0.127596,0.083624,0.276102,0.074995,0.481818,0.151163,0.548387,6
0.326923,0.137255,0.295181,0.006135,0.106825,0.111498,0.303944,0.055716,0.3,0.139535,0.758065,6
0.346154,0.166667,0.295181,0.007669,0.097923,0.114983,0.341067,0.08849,0.372727,0.383721,0.532258,5
0.423077,0.098039,0.295181,0.007669,0.071217,0.090592,0.167053,0.100058,0.254545,0.534884,0.387097,7
0.221154,0.137255,0.295181,0.013804,0.124629,0.055749,0.180974,0.109697,0.527273,0.27907,0.258065,5
0.307692,0.303922,0.144578,0.006135,0.115727,0.020906,0.25522,0.100058,0.254545,0.104651,0.33871,4
0.221154,0.137255,0.295181,0.013804,0.124629,0.055749,0.180974,0.109697,0.527273,0.27907,0.258065,5
0.259615,0.27451,0.295181,0.035276,0.062315,0.04878,0.197216,0.059572,0.345455,0.313953,0.66129,7
0.317308,0.205882,0.295181,0.009202,0.065282,0.10453,0.208817,0.042221,0.318182,0.127907,0.677419,6
0.346154,0.166667,0.295181,0.007669,0.097923,0.114983,0.341067,0.08849,0.372727,0.383721,0.532258,5
0.298077,0.147059,0.144578,0.208589,0.130564,0.059233,0.197216,0.213804,0.409091,0.325581,0.258065,5
0.451923,0.470588,0.445783,0.264571,0.124629,0.170732,0.542923,0.258145,0.245455,0.55814,0.193548,5
0.423077,0.098039,0.295181,0.007669,0.071217,0.090592,0.167053,0.100058,0.254545,0.534884,0.387097,7
0.240385,0.147059,0.295181,0.099693,0.121662,0.226481,0.466357,0.154039,0.463636,0.139535,0.241935,5
0.221154,0.166667,0.295181,0.107362,0.127596,0.226481,0.50348,0.163678,0.4,0.290698,0.145161,5
0.326923,0.176471,0.445783,0.199387,0.121662,0.188153,0.354988,0.209948,0.281818,0.255814,0.129032,5
0.326923,0.22549,0.144578,0.01227,0.142433,0.052265,0.25058,0.109697,0.4,0.151163,0.403226,5
0.403846,0.166667,0.295181,0.009202,0.154303,0.087108,0.25058,0.128976,0.327273,0.139535,0.225806,5
0.307692,0.098039,0.295181,0.072086,0.091988,0.111498,0.269142,0.082707,0.472727,0.209302,0.677419,6
0.384615,0.343137,0.295181,0.190184,0.071217,0.121951,0.345708,0.161751,0.381818,0.151163,0.532258,6
0.432692,0.117647,0.445783,0.059049,0.103858,0.108014,0.280742,0.101986,0.481818,0.232558,0.677419,6
0.240385,0.186275,0.295181,0.009202,0.160237,0.114983,0.192575,0.076923,0.6,0.232558,0.677419,6
0.346154,0.078431,0.295181,0.009202,0.136499,0.055749,0.327146,0.08849,0.463636,0.290698,0.516129,6
0.346154,0.078431,0.295181,0.009202,0.136499,0.055749,0.327146,0.08849,0.463636,0.290698,0.516129,6
0.298077,0.107843,0.295181,0.092025,0.080119,0.163763,0.37819,0.117409,0.436364,0.05814,0.564516,6
0.384615,0.343137,0.295181,0.190184,0.071217,0.121951,0.345708,0.161751,0.381818,0.151163,0.532258,6
0.326923,0.313725,0.295181,0.007669,0.115727,0.031359,0.299304,0.111625,0.263636,0.232558,0.209677,5
0.384615,0.343137,0.295181,0.190184,0.071217,0.121951,0.345708,0.161751,0.381818,0.151163,0.532258,6
0.365385,0.431373,0.295181,0.205521,0.074184,0.121951,0.341067,0.167534,0.381818,0.186047,0.612903,7
0.432692,0.127451,0.295181,0.294479,0.133531,0.167247,0.515081,0.271641,0.245455,0.372093,0.193548,5
0.298077,0.254902,0.445783,0.162577,0.178042,0.146341,0.327146,0.186813,0.254545,0.686047,0.193548,5
0.240385,0.186275,0.295181,0.009202,0.160237,0.114983,0.192575,0.076923,0.6,0.232558,0.677419,6
0.432692,0.117647,0.445783,0.059049,0.103858,0.108014,0.280742,0.101986,0.481818,0.232558,0.677419,6
0.317308,0.137255,0.445783,0.032209,0.103858,0.139373,0.313225,0.074995,0.536364,0.22093,0.677419,6
0.394231,0.029412,0.295181,0.059816,0.115727,0.087108,0.287703,0.144399,0.472727,0.232558,0.419355,6
0.451923,0.088235,0.445783,0.046012,0.121662,0.094077,0.276102,0.109697,0.509091,0.209302,0.709677,6
0.25,0.063725,0.295181,0.07362,0.115727,0.181185,0.359629,0.144399,0.763636,0.255814,0.451613,6
0.346154,0.078431,0.295181,0.009202,0.136499,0.055749,0.327146,0.08849,0.463636,0.290698,0.516129,6
0.432692,0.107843,0.295181,0.009202,0.124629,0.031359,0.296984,0.090418,0.309091,0.27907,0.483871,6
0.403846,0.352941,0.295181,0.130368,0.065282,0.15331,0.329466,0.105842,0.4,0.05814,0.758065,8
0.307692,0.117647,0.445783,0.003067,0.103858,0.059233,0.357309,0.115481,0.672727,0.360465,0.354839,5
0.298077,0.107843,0.295181,0.092025,0.080119,0.163763,0.37819,0.117409,0.436364,0.05814,0.564516,6
0.317308,0.166667,0.295181,0.03681,0.062315,0.097561,0.201856,0.0615,0.372727,0.197674,0.693548,7
0.259615,0.156863,0.144578,0.015337,0.109792,0.045296,0.118329,0.109697,0.427273,0.197674,0.290323,5
0.326923,0.313725,0.295181,0.007669,0.115727,0.031359,0.299304,0.111625,0.263636,0.232558,0.209677,5
0.365385,0.431373,0.295181,0.205521,0.074184,0.121951,0.341067,0.167534,0.381818,0.186047,0.612903,7
0.384615,0.343137,0.295181,0.190184,0.071217,0.121951,0.345708,0.161751,0.381818,0.151163,0.532258,6
0.384615,0.127451,0.295181,0.011503,0.127596,0.013937,0.090487,0.076923,0.390909,0.069767,0.548387,5
0.307692,0.117647,0.295181,0.081288,0.086053,0.12892,0.276102,0.128976,0.445455,0.302326,0.451613,6
0.298077,0.166667,0.144578,0.046012,0.142433,0.038328,0.176334,0.136688,0.245455,0.302326,0.241935,4
0.326923,0,0.295181,0.010736,0.121662,0.055749,0.322506,0.142472,0.672727,0.255814,0.354839,6
0.317308,0.754902,0.295181,0.124233,0.05638,0.132404,0.406032,0.175246,0.454545,0.162791,0.435484,5
0.365385,0.421569,0.144578,0.009202,0.091988,0.027875,0.220418,0.094274,0.3,0.081395,0.451613,6
0.394231,0.137255,0.144578,0.06135,0.103858,0.12892,0.348028,0.107769,0.245455,0.069767,0.564516,6
0.375,0.078431,0.295181,0.021472,0.139466,0.062718,0.266821,0.148255,0.545455,0.313953,0.435484,6
0.326923,0,0.295181,0.010736,0.121662,0.055749,0.322506,0.142472,0.672727,0.255814,0.354839,6
0.269231,0.166667,0.144578,0.016871,0.115727,0.083624,0.266821,0.136688,0.590909,0.44186,0.33871,6
0.278846,0.078431,0.295181,0.027607,0.109792,0.191638,0.412993,0.155967,0.818182,0.686047,0.387097,6
0.298077,0.166667,0.144578,0.046012,0.142433,0.038328,0.176334,0.136688,0.245455,0.302326,0.241935,4
0.355769,0.235294,0.144578,0.06135,0.130564,0.020906,0.290023,0.167534,0.381818,0.325581,0.177419,3
0.346154,0.196078,0.295181,0.013804,0.074184,0.062718,0.271462,0.090418,0.236364,0.197674,0.419355,6
0.230769,0.068627,0.295181,0.004601,0.071217,0.052265,0.097448,0.117409,0.527273,0.55814,0.225806,6
0.278846,0.166667,0.445783,0.288344,0.133531,0.146341,0.37123,0.256217,0.718182,0.267442,0.290323,6
0.259615,0.176471,0.445783,0.194785,0.103858,0.229965,0.49884,0.194525,0.418182,0.372093,0.241935,6
0.394231,0.078431,0.445783,0.264571,0.083086,0.174216,0.412993,0.24465,0.245455,0.22093,0.209677,5
0.173077,0.102941,0.295181,0.007669,0.062315,0.090592,0.25058,0.090418,0.754545,0.267442,0.370968,6
0.355769,0.117647,0.295181,0.010736,0.065282,0.020906,0.204176,0.090418,0.309091,0.465116,0.5,5
0.403846,0.215686,0.295181,0.134969,0.109792,0.156794,0.415313,0.179102,0.381818,0.302326,0.322581,5
0.403846,0.254902,0.295181,0.128834,0.071217,0.12892,0.396752,0.12512,0.372727,0.186047,0.693548,8
0.375,0.264706,0.295181,0.123466,0.071217,0.139373,0.410673,0.115481,0.381818,0.186047,0.709677,8
0.365385,0.205882,0.295181,0.138037,0.062315,0.149826,0.436195,0.128976,0.372727,0.186047,0.693548,7
0.278846,0.529412,0.144578,0.007669,0.089021,0.013937,0.12297,0.121265,0.627273,0.116279,0.387097,5
0.288462,0.186275,0.295181,0.009202,0.103858,0.114983,0.271462,0.055716,0.372727,0.302326,0.66129,7
0.375,0.186275,0.295181,0.018405,0.094955,0.073171,0.178654,0.082707,0.4,0.232558,0.725806,6
0.278846,0.421569,0.144578,0.023006,0.10089,0.041812,0.338747,0.063428,0.454545,0.44186,0.806452,6
0.346154,0.107843,0.295181,0.133436,0.062315,0.083624,0.285383,0.132832,0.245455,0.116279,0.483871,7
0.432692,0.117647,0.295181,0.016871,0.091988,0.111498,0.37123,0.128976,0.3,0.174419,0.33871,5
0.269231,0.215686,0.144578,0.009202,0.074184,0.052265,0.259861,0.119337,0.372727,0.162791,0.193548,5
0.288462,0.27451,0.144578,0.06135,0.089021,0.076655,0.266821,0.073067,0.5,0.139535,0.741935,7
0.307692,0.088235,0.445783,0.187117,0.106825,0.076655,0.271462,0.136688,0.490909,0.186047,0.677419,8
0.519231,0.098039,0.295181,0.013804,0.094955,0.12892,0.280742,0.142472,0.290909,0.313953,0.290323,7
0.413462,0.117647,0.295181,0.115031,0.124629,0.170732,0.454756,0.159823,0.345455,0.348837,0.483871,6
0.384615,0.176471,0.445783,0.105828,0.103858,0.198606,0.350348,0.17139,0.454545,0.488372,0.322581,6
0.288462,0.127451,0.295181,0.21319,0.151335,0.167247,0.37355,0.231155,0.754545,0.255814,0.290323,6
0.394231,0.117647,0.295181,0.015337,0.130564,0.045296,0.313225,0.113553,0.4,0.290698,0.403226,5
0.403846,0.098039,0.295181,0.018405,0.154303,0.027875,0.315545,0.136688,0.463636,0.302326,0.322581,5
0.480769,0.147059,0.445783,0.039877,0.097923,0.045296,0.271462,0.121265,0.272727,0.337209,0.516129,6
0.336538,0.137255,0.295181,0.134969,0.074184,0.094077,0.290023,0.130904,0.245455,0.116279,0.483871,7
0.336538,0.137255,0.295181,0.142638,0.065282,0.160279,0.352668,0.127048,0.263636,0.069767,0.516129,6
0.346154,0.107843,0.295181,0.133436,0.062315,0.083624,0.285383,0.132832,0.245455,0.116279,0.483871,7
0.336538,0.073529,0.295181,0.010736,0.089021,0.111498,0.294664,0.105842,0.381818,0.639535,0.403226,6
0.423077,0.137255,0.295181,0.138037,0.083086,0.1777,0.336427,0.154039,0.272727,0.127907,0.419355,6
0.423077,0.156863,0.295181,0.133436,0.086053,0.174216,0.357309,0.155967,0.272727,0.127907,0.419355,6
0.442308,0.147059,0.295181,0.110429,0.077151,0.069686,0.199536,0.123193,0.290909,0.139535,0.645161,6
0.432692,0.117647,0.295181,0.016871,0.091988,0.111498,0.37123,0.128976,0.3,0.174419,0.33871,5
0.432692,0.117647,0.295181,0.016871,0.086053,0.125436,0.366589,0.130904,0.3,0.174419,0.33871,6
0.269231,0.215686,0.144578,0.009202,0.074184,0.052265,0.259861,0.119337,0.372727,0.162791,0.193548,5
0.298077,0.127451,0.295181,0.01227,0.094955,0.045296,0.359629,0.107769,0.481818,0.476744,0.483871,5
0.403846,0.166667,0.295181,0.128834,0.103858,0.101045,0.408353,0.209948,0.563636,0.313953,0.322581,6
0.269231,0.127451,0.295181,0.269172,0.097923,0.135889,0.345708,0.242722,0.509091,0.197674,0.112903,6
0.326923,0.186275,0.445783,0.182515,0.083086,0.156794,0.341067,0.211876,0.290909,0.255814,0.112903,5
1,0.186275,0.295181,0.007669,0.083086,0.108014,0.341067,0.094274,0.390909,0.372093,0.5,6
0.394231,0.196078,0.295181,0.108896,0.106825,0.160279,0.431555,0.159823,0.290909,0.383721,0.483871,6
0.346154,0.186275,0.295181,0.007669,0.083086,0.108014,0.341067,0.094274,0.390909,0.372093,0.5,6
0.269231,0.127451,0.295181,0.269172,0.097923,0.135889,0.345708,0.242722,0.509091,0.197674,0.112903,6
0.326923,0.186275,0.445783,0.182515,0.083086,0.156794,0.341067,0.211876,0.290909,0.255814,0.112903,5
0.413462,0.215686,0.295181,0.115031,0.083086,0.083624,0.382831,0.138616,0.345455,0.093023,0.516129,7
0.355769,0.147059,0.295181,0.108896,0.118694,0.205575,0.464037,0.13476,0.381818,0.093023,0.5,7
0.336538,0.176471,0.295181,0.067485,0.05638,0.10453,0.227378,0.12512,0.472727,0.372093,0.451613,6
0.317308,0.098039,0.445783,0.230061,0.103858,0.146341,0.387471,0.240794,0.6,0.523256,0.16129,6
0.451923,0.068627,0.295181,0.013804,0.065282,0.052265,0.262181,0.117409,0.281818,0.209302,0.370968,6
0.490385,0.04902,0.295181,0.006135,0.05638,0.013937,0.034803,0.105842,0.172727,0.116279,0.306452,5
0.413462,0.196078,0.295181,0.006135,0.091988,0.10453,0.322506,0.12512,0.372727,0.22093,0.322581,6
0.211538,0.088235,0.295181,0.006135,0.074184,0.083624,0.225058,0.094274,0.445455,0.232558,0.290323,6
0.336538,0.176471,0.295181,0.067485,0.05638,0.10453,0.227378,0.12512,0.472727,0.372093,0.451613,6
0.317308,0.098039,0.445783,0.230061,0.103858,0.146341,0.387471,0.240794,0.6,0.523256,0.16129,6
0.317308,0.441176,0.144578,0.003067,0.059347,0.094077,0.178654,0.113553,0.4,0.116279,0.177419,4
0.326923,0.078431,0.295181,0.010736,0.083086,0.087108,0.220418,0.101986,0.463636,0.406977,0.419355,6
0.336538,0.058824,0.295181,0.007669,0.086053,0.090592,0.208817,0.109697,0.436364,0.581395,0.419355,6
0.490385,0.04902,0.295181,0.006135,0.05638,0.013937,0.034803,0.105842,0.172727,0.116279,0.306452,5
0.394231,0.039216,0.295181,0.070552,0.118694,0.108014,0.331787,0.155967,0.418182,0.290698,0.419355,6
0.278846,0.205882,0.295181,0.062883,0.074184,0.114983,0.341067,0.142472,0.372727,0.267442,0.306452,6
0.278846,0.215686,0.295181,0.064417,0.074184,0.118467,0.345708,0.142472,0.363636,0.267442,0.306452,6
0.317308,0.27451,0.144578,0.018405,0.047478,0.10453,0.215777,0.0615,0.563636,0.430233,0.774194,6
0.451923,0.068627,0.295181,0.013804,0.065282,0.052265,0.262181,0.117409,0.281818,0.209302,0.370968,6
0.394231,0.098039,0.295181,0.070552,0.124629,0.118467,0.343387,0.157895,0.418182,0.302326,0.419355,6
0.269231,0.107843,0.596386,0.009202,0.335312,0.149826,0.278422,0.12512,0.336364,0.104651,0.112903,6
0.336538,0.127451,0.295181,0.018405,0.086053,0.146341,0.331787,0.078851,0.545455,0.255814,0.741935,7
0.298077,0.215686,0.295181,0.107362,0.142433,0.080139,0.341067,0.175246,0.645455,0.476744,0.483871,7
0.394231,0.333333,0.295181,0.116564,0.139466,0.10453,0.359629,0.181029,0.518182,0.44186,0.516129,7
0.298077,0.156863,0.295181,0.010736,0.068249,0.114983,0.322506,0.117409,0.663636,0.406977,0.435484,7
0.365385,0.147059,0.295181,0.144172,0.080119,0.149826,0.401392,0.184885,0.327273,0.418605,0.258065,6
0.394231,0.098039,0.295181,0.070552,0.124629,0.118467,0.343387,0.157895,0.418182,0.302326,0.419355,6
0.230769,0.343137,0.295181,0.088957,0.106825,0.034843,0.24594,0.177174,0.5,0.406977,0.16129,4
0.480769,0.264706,0.295181,0.006135,0.080119,0.041812,0.109049,0.094274,0.218182,0.127907,0.403226,4
0.384615,0.215686,0.445783,0.018405,0.071217,0.108014,0.341067,0.074995,0.518182,0.348837,0.774194,6
0.509615,0.196078,0.295181,0.021472,0.148368,0.027875,0.238979,0.167534,0.390909,0.27907,0.33871,5
0.317308,0.254902,0.295181,0.013804,0.053412,0.083624,0.271462,0.055716,0.527273,0.127907,0.677419,7
0.384615,0.215686,0.445783,0.018405,0.071217,0.108014,0.341067,0.074995,0.518182,0.348837,0.774194,6
0.509615,0.196078,0.295181,0.021472,0.148368,0.027875,0.238979,0.167534,0.390909,0.27907,0.33871,5
0.451923,0.107843,0.295181,0.044479,0.103858,0.094077,0.25058,0.128976,0.381818,0.337209,0.33871,6
0.365385,0.098039,0.295181,0.267638,0.109792,0.118467,0.345708,0.240794,0.309091,0.22093,0.193548,5
0.355769,0.107843,0.295181,0.018405,0.136499,0.059233,0.234339,0.144399,0.554545,0.255814,0.306452,5
0.346154,0.215686,0.295181,0.116564,0.136499,0.163763,0.415313,0.198381,0.727273,0.418605,0.274194,6
0.278846,0.215686,0.445783,0.067485,0.086053,0.114983,0.343387,0.142472,0.445455,0.27907,0.306452,5
0.269231,0.215686,0.445783,0.06135,0.094955,0.118467,0.348028,0.144399,0.445455,0.267442,0.306452,5
0.346154,0.215686,0.295181,0.116564,0.136499,0.163763,0.415313,0.198381,0.727273,0.418605,0.274194,6
0.298077,0.137255,0.295181,0.09816,0.160237,0.167247,0.36891,0.165606,0.745455,0.325581,0.370968,6
0.384615,0.176471,0.295181,0.038344,0.106825,0.066202,0.24826,0.115481,0.4,0.151163,0.370968,5
0.451923,0.088235,0.295181,0.125767,0.115727,0.073171,0.229698,0.146327,0.145455,0.139535,0.403226,4
0.288462,0.088235,0.445783,0.027607,0.130564,0.205575,0.401392,0.157895,0.827273,0.627907,0.403226,6
0.230769,0.186275,0.295181,0.01227,0.121662,0.062718,0.150812,0.115481,0.545455,0.255814,0.290323,6
0.317308,0.54902,0.295181,0.018405,0.121662,0.052265,0.276102,0.144399,0.536364,0.418605,0.419355,4
0.25,0.098039,0.445783,0.173313,0.109792,0.181185,0.36891,0.206092,0.781818,0.534884,0.33871,5
