@relation ring-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
0.576269,0.552766,0.460736,0.365273,0.511978,0.738914,0.561069,0.456832,0.48313,0.378869,0.484245,0.569858,0.430476,0.319894,0.525146,0.43234,0.590529,0.369657,0.380045,0.546449,0
0.457308,0.554331,0.506549,0.518002,0.546694,0.625685,0.526091,0.532895,0.558108,0.528058,0.646926,0.515508,0.485517,0.541913,0.54669,0.533509,0.659157,0.571265,0.430497,0.675099,1
0.547934,0.520552,0.563506,0.494265,0.71556,0.416466,0.593559,0.620893,0.489742,0.505469,0.530544,0.581982,0.609675,0.62886,0.662294,0.49394,0.501255,0.503126,0.613705,0.474249,1
0.563051,0.506471,0.568263,0.614837,0.405248,0.50851,0.540737,0.560163,0.485243,0.579741,0.58637,0.56584,0.596637,0.589425,0.497757,0.556609,0.467359,0.644443,0.582831,0.438567,1
0.600653,0.513085,0.584686,0.505517,0.57404,0.550004,0.576781,0.554649,0.455047,0.734363,0.507295,0.520866,0.459516,0.570624,0.424154,0.503208,0.606361,0.551423,0.620331,0.355635,1
0.519827,0.712914,0.651483,0.60649,0.517137,0.54752,0.644106,0.537578,0.509031,0.448281,0.472787,0.350134,0.465146,0.542524,0.498505,0.646656,0.434928,0.577198,0.700904,0.485748,1
0.522789,0.500569,0.45435,0.406504,0.354242,0.481555,0.667496,0.514767,0.546657,0.670455,0.676637,0.460524,0.521298,0.550872,0.557021,0.487167,0.496234,0.553847,0.509639,0.468953,1
0.30591,0.455554,0.608732,0.521922,0.542124,0.463438,0.370112,0.57595,0.329903,0.528844,0.538672,0.449457,0.51789,0.536822,0.469825,0.257664,0.478379,0.64087,0.52997,0.601436,0
0.634686,0.657019,0.585207,0.416957,0.540208,0.497334,0.614887,0.673767,0.500375,0.505326,0.522417,0.526575,0.588784,0.537297,0.62376,0.513618,0.413307,0.645847,0.57387,0.549376,1
0.740428,0.506187,0.507983,0.632114,0.645832,0.570531,0.562207,0.478435,0.570172,0.550075,0.576844,0.518892,0.598711,0.553859,0.521272,0.56053,0.533687,0.635256,0.545407,0.605199,1
0.742252,0.577656,0.448746,0.578034,0.590919,0.540653,0.567965,0.594305,0.495263,0.457502,0.571847,0.527139,0.688495,0.506957,0.477776,0.409097,0.513251,0.70148,0.493298,0.477734,1
0.580067,0.565069,0.571587,0.483159,0.509914,0.52407,0.554813,0.442934,0.555041,0.484738,0.631603,0.637812,0.307652,0.362452,0.507068,0.497219,0.500907,0.718004,0.536898,0.452645,0
0.545123,0.60155,0.54161,0.428644,0.605882,0.475345,0.53384,0.50744,0.471747,0.497033,0.578309,0.550684,0.525076,0.456051,0.518486,0.514616,0.521063,0.55608,0.612123,0.481288,1
0.649119,0.566705,0.549234,0.478513,0.531068,0.694791,0.701265,0.648689,0.489401,0.515333,0.536273,0.481672,0.506186,0.51931,0.561302,0.598531,0.505091,0.598379,0.688404,0.469928,1
0.65003,0.608377,0.481004,0.520688,0.624162,0.543356,0.636855,0.539391,0.339445,0.581242,0.666644,0.573312,0.676939,0.506957,0.545807,0.547483,0.50544,0.526924,0.553991,0.509373,1
0.509116,0.407908,0.659433,0.146922,0.704725,0.500767,0.512512,0.597855,0.516802,0.41068,0.734728,0.699563,0.460034,0.681531,0.423474,0.328533,0.48361,0.554039,0.454066,0.30915,0
0.384761,0.587896,0.45435,0.68387,0.707599,0.544013,0.536684,0.588942,0.500239,0.595468,0.372727,0.727196,0.231869,0.493246,0.525214,0.464067,0.439671,0.556718,0.607003,0.355286,0
0.598374,0.481582,0.511437,0.425523,0.499005,0.880196,0.663657,0.536823,0.488856,0.56716,0.622943,0.611166,0.607378,0.582705,0.617507,0.517468,0.549728,0.513653,0.622666,0.434107,1
0.728046,0.31162,0.383317,0.498839,0.546694,0.603185,0.738234,0.430924,0.540318,0.546572,0.512557,0.348019,0.300319,0.524605,0.330026,0.452232,0.335054,0.611586,0.464985,0.46512,0
0.598298,0.511734,0.57882,0.485627,0.526793,0.474396,0.713778,0.577461,0.505487,0.514547,0.613683,0.513746,0.477961,0.444784,0.505913,0.49066,0.564095,0.567628,0.499322,0.488605,1
0.241568,0.514863,0.526295,0.55045,0.472249,0.683395,0.400398,0.527834,0.574535,0.53392,0.292719,0.621317,0.682643,0.762506,0.513796,0.335734,0.347259,0.546893,0.395783,0.689734,0
0.621544,0.500142,0.754057,0.439605,0.488907,0.432245,0.559647,0.11806,0.522868,0.509472,0.72247,0.523192,0.781391,0.360144,0.467582,0.572152,0.616404,0.486155,0.654744,0.473482,0
0.547022,0.484426,0.608602,0.48149,0.709958,0.466068,0.522394,0.524889,0.409584,0.474015,0.594564,0.491541,0.543892,0.614675,0.556953,0.532226,0.563119,0.571456,0.77244,0.475294,1
0.58622,0.596501,0.550147,0.577526,0.629395,0.534809,0.549339,0.489916,0.340945,0.524269,0.55486,0.61885,0.494259,0.513745,0.50068,0.579923,0.497419,0.543575,0.570783,0.571468,1
0.59807,0.413384,0.498338,0.623185,0.462667,0.628388,0.424854,0.634413,0.469157,0.455429,0.573713,0.792401,0.518631,0.428562,0.45562,0.463853,0.533338,0.891923,0.584036,0.551049,0
0.420997,0.403854,0.487325,0.623911,0.561067,0.403024,0.223589,0.52232,0.438961,0.522768,0.571381,0.520866,0.287947,0.398697,0.51536,0.687652,0.630981,0.742631,0.352033,0.392362,0
0.599818,0.60283,0.387683,0.609393,0.672072,0.400906,0.5182,0.516127,0.365278,0.565945,0.516421,0.669815,0.51952,0.548021,0.713538,0.602595,0.498954,0.519969,0.507756,0.532023,1
0.580978,0.657517,0.591593,0.540868,0.518906,0.489298,0.526305,0.457285,0.492536,0.582601,0.52275,0.632032,0.434995,0.473156,0.525554,0.539926,0.527898,0.5994,0.614834,0.639139,1
0.419401,0.705305,0.496774,0.153238,0.542272,0.660969,0.57479,0.809955,0.584895,0.412324,0.570648,0.345622,0.52515,0.489853,0.485184,0.577142,0.296973,0.583514,0.359187,0.550422,0
0.751291,0.534917,0.537765,0.381025,0.645684,0.562495,0.556164,0.290807,0.434054,0.380728,0.761841,0.080079,0.322468,0.531392,0.532894,0.351775,0.380806,0.994577,0.612952,0.728762,0
0.6378,0.441473,0.503877,0.479457,0.575735,0.449412,0.638703,0.490672,0.533229,0.652155,0.534941,0.582123,0.610712,0.612842,0.545535,0.633823,0.665644,0.560865,0.760542,0.454945,1
0.655804,0.478453,0.725448,0.540723,0.500627,0.482431,0.549694,0.432888,0.472497,0.589392,0.578975,0.568448,0.313949,0.522365,0.496126,0.444389,0.353536,0.352367,0.834187,0.500105,0
0.587435,0.473617,0.503617,0.423998,0.719024,0.454964,0.526305,0.641589,0.486879,0.444992,0.522017,0.602636,0.462849,0.506346,0.501155,0.601454,0.625401,0.513717,0.598042,0.457802,1
0.530766,0.617195,0.43682,0.613386,0.598659,0.478486,0.645244,0.572475,0.438757,0.641075,0.581973,0.497533,0.504556,0.524673,0.439785,0.550335,0.616264,0.569159,0.530196,0.478291,1
0.660893,0.382236,0.464646,0.485046,0.627405,0.711009,0.496659,0.382204,0.713312,0.428622,0.743188,0.844001,0.520113,0.589493,0.500476,0.711963,0.423141,0.429948,0.529367,0.473622,0
0.662565,0.464799,0.51841,0.555459,0.629837,0.461465,0.565548,0.511821,0.559744,0.465866,0.548331,0.579515,0.547522,0.535193,0.583866,0.495081,0.506695,0.562014,0.566416,0.606035,1
0.57285,0.587754,0.571522,0.689605,0.695953,0.512747,0.600384,0.560088,0.530979,0.573594,0.494371,0.678909,0.609971,0.540148,0.45229,0.584771,0.578114,0.674301,0.625904,0.543871,1
0.754026,0.416228,0.574063,0.523664,0.50586,0.096282,0.539172,0.382506,0.716379,0.374866,0.429618,0.219653,0.753019,0.714994,0.368289,0.381078,0.57093,0.599528,0.519654,0.476619,0
0.358782,0.607239,0.478462,0.422692,0.527456,0.392651,0.448813,0.436287,0.440324,0.699407,0.47332,0.668758,0.497889,0.469219,0.537311,0.473549,0.567443,0.630088,0.675452,0.594676,0
0.527575,0.378111,0.721342,0.536368,0.411145,0.412521,0.529788,0.711459,0.431327,0.497176,0.633868,0.350345,0.387362,0.473631,0.497485,0.455725,0.79223,0.593084,0.474322,0.521848,0
0.528791,0.462452,0.436624,0.430531,0.568364,0.588429,0.622992,0.613868,0.498603,0.566374,0.568716,0.535951,0.56782,0.477839,0.652032,0.507629,0.557121,0.637744,0.574699,0.537598,1
0.479414,0.302091,0.50303,0.816855,0.417926,0.457448,0.586805,0.631468,0.33556,0.609479,0.308507,0.43416,0.367805,0.439557,0.487223,0.551618,0.551751,0.085109,0.573042,0.418496,0
0.335612,0.376831,0.567416,0.623693,0.603376,0.723574,0.626688,0.4841,0.156022,0.601759,0.674039,0.4355,0.195126,0.475667,0.523855,0.362398,0.58732,0.438242,0.467545,0.249704,0
0.486174,0.493884,0.579472,0.490418,0.611557,0.447659,0.601166,0.721731,0.476518,0.578955,0.516288,0.514028,0.62212,0.447363,0.542748,0.608441,0.564653,0.569542,0.730271,0.522057,1
0.725311,0.469563,0.554513,0.327526,0.640893,0.536051,0.447035,0.527985,0.687479,0.51033,0.742922,0.513675,0.911549,0.462703,0.575982,0.500071,0.45641,0.353133,0.579142,0.624643,0
0.397675,0.594723,0.571652,0.376234,0.5321,0.513916,0.628181,0.534859,0.483334,0.609622,0.55959,0.65466,0.626491,0.567773,0.518962,0.511122,0.564863,0.7233,0.581099,0.439822,1
0.550593,0.701749,0.411013,0.523519,0.439154,0.36365,0.48507,0.262331,0.483062,0.669812,0.528945,0.49852,0.46522,0.452929,0.319084,0.394268,0.631957,0.468866,0.513705,0.471461,0
0.463385,0.447518,0.573803,0.565912,0.56092,0.518738,0.605645,0.539844,0.44455,0.597898,0.605223,0.565276,0.544263,0.505532,0.553419,0.561315,0.568001,0.62307,0.517319,0.611401,1
0.619493,0.557246,0.465819,0.564823,0.585465,0.577471,0.561425,0.572853,0.451094,0.605118,0.637133,0.518257,0.683088,0.517681,0.492524,0.491444,0.50816,0.574391,0.574021,0.47188,1
0.536615,0.582919,0.52043,0.513574,0.426992,0.619329,0.564837,0.557142,0.57399,0.602902,0.539604,0.442126,0.515964,0.527387,0.575506,0.510267,0.479914,0.636851,0.625979,0.541571,1
0.471741,0.508249,0.503747,0.555677,0.602049,0.504054,0.538817,0.674447,0.546384,0.710773,0.513623,0.499295,0.60886,0.507093,0.444746,0.502638,0.501883,0.523542,0.570858,0.387414,1
0.71217,0.559167,0.689541,0.53252,0.521707,0.501644,0.653846,0.517713,0.738191,0.590249,0.527546,0.637177,0.610267,0.616575,0.47431,0.549266,0.588925,0.609289,0.582003,0.445397,1
0.570115,0.622671,0.531183,0.438589,0.559077,0.693988,0.613536,0.569303,0.503783,0.667739,0.550996,0.628296,0.572413,0.392792,0.512641,0.551832,0.500697,0.529731,0.693675,0.547007,1
0.354452,0.619329,0.49697,0.632549,0.666028,0.441595,0.842315,0.445729,0.538886,0.384802,0.351742,0.47279,0.485592,0.660422,0.11275,0.507843,0.756172,0.637935,0.354292,0.514252,0
0.315558,0.477315,0.545585,0.768656,0.513968,0.705603,0.584672,0.692575,0.273056,0.508256,0.606155,0.765614,0.746278,0.498948,0.443727,0.420576,0.687125,0.738931,0.584262,0.526169,0
0.28897,0.519343,0.228935,0.551031,0.696985,0.667032,0.604294,0.573608,0.453957,0.566731,0.520219,0.520302,0.43055,0.488224,0.570545,0.329816,0.576022,0.698609,0.587801,0.364903,0
0.282741,0.569407,0.533268,0.332027,0.636176,0.61648,0.557159,0.560692,0.276396,0.584316,0.578309,0.526082,0.475517,0.509536,0.82887,0.58306,0.412261,0.605142,0.561672,0.359468,0
0.592373,0.507182,0.503095,0.6107,0.526646,0.520345,0.510451,0.606843,0.412174,0.581814,0.542202,0.724094,0.631825,0.589832,0.500136,0.410951,0.477472,0.569223,0.585919,0.449021,1
0.484047,0.436567,0.365461,0.481054,0.550306,0.508437,0.385255,0.625878,0.586054,0.43041,0.335421,0.750176,0.484036,0.663137,0.491777,0.788536,0.485772,0.361044,0.506777,0.386508,0
0.536539,0.630778,0.404562,0.472053,0.556424,0.526262,0.61901,0.568245,0.486674,0.508757,0.565852,0.632384,0.532928,0.407453,0.3689,0.680878,0.517855,0.561695,0.579443,0.234163,0
0.449256,0.515076,0.358162,0.463342,0.435395,0.375703,0.443623,0.541431,0.439984,0.474587,0.413297,0.726561,0.683014,0.553044,0.674867,0.64138,0.513251,0.891859,0.380949,0.491602,0
0.62914,0.517921,0.557315,0.517059,0.506376,0.561034,0.565619,0.529345,0.451435,0.529773,0.509893,0.611941,0.49337,0.507704,0.609284,0.517967,0.719487,0.564948,0.739834,0.451251,1
0.557581,0.649908,0.357641,0.481925,0.5321,0.457375,0.646097,0.512576,0.54618,0.50025,0.51762,0.532003,0.639973,0.498676,0.513525,0.507415,0.456619,0.573179,0.520783,0.503101,1
0.447204,0.627791,0.527142,0.564024,0.526351,0.666228,0.620219,0.496034,0.485925,0.644077,0.618946,0.543776,0.635603,0.633951,0.495447,0.584415,0.438973,0.545043,0.621084,0.401491,1
0.568216,0.667686,0.568263,0.593641,0.59888,0.488275,0.605147,0.533197,0.411833,0.533777,0.493372,0.60595,0.643603,0.578158,0.55505,0.422287,0.540591,0.435881,0.66875,0.400516,1
0.55986,0.176717,0.585859,0.538182,0.574924,0.155599,0.40118,0.516353,0.15609,0.404246,0.550996,0.555689,0.460997,0.400326,0.505845,0.394696,0.386456,0.557611,0.635768,0.703046,0
0.532209,0.507325,0.35321,0.588705,0.478809,0.582292,0.60273,0.621497,0.494717,0.49253,0.518553,0.51579,0.723905,0.515034,0.50734,0.384643,0.509904,0.560929,0.614608,0.477734,1
0.520662,0.6194,0.471359,0.564895,0.416968,0.49989,0.511659,0.532518,0.483812,0.576953,0.619812,0.675455,0.736129,0.629268,0.547846,0.605946,0.608244,0.584726,0.579292,0.47864,1
0.636585,0.533281,0.563636,0.634654,0.442176,0.565929,0.698635,0.517184,0.493695,0.671528,0.506695,0.524672,0.707386,0.506075,0.581487,0.501854,0.61759,0.623325,0.649247,0.43794,1
0.526284,0.639738,0.553796,0.497605,0.455443,0.337643,0.366984,0.441499,0.346329,0.695975,0.386517,0.64331,0.527372,0.536958,0.349259,0.811136,0.277375,0.570946,0.592395,0.699422,0
0.666515,0.562864,0.569892,0.422546,0.541608,0.447586,0.70418,0.408415,0.562334,0.508256,0.52728,0.535035,0.525743,0.519175,0.504282,0.576002,0.491003,0.561567,0.516717,0.534044,1
0.546642,0.67814,0.625481,0.339794,0.410555,0.361166,0.431821,0.535086,0.21246,0.690543,0.56825,0.622586,0.646715,0.715333,0.54404,0.438329,0.565002,0.591872,0.707756,0.297164,0
0.617897,0.550633,0.591007,0.486426,0.521265,0.542845,0.534907,0.572324,0.596347,0.522625,0.487509,0.567884,0.529224,0.573475,0.54703,0.401255,0.526573,0.555187,0.618825,0.422259,1
0.371316,0.44574,0.156077,0.504065,0.536596,0.3196,0.323759,0.511595,0.29848,0.312889,0.661182,0.46412,0.440773,0.406774,0.192742,0.55939,0.318733,0.526924,0.48509,0.468047,0
0.268687,0.503129,0.525904,0.639808,0.616643,0.452772,0.222878,0.435456,0.317633,0.686754,0.604224,0.43268,0.376324,0.673997,0.508359,0.392129,0.448738,0.741291,0.410542,0.475155,0
0.707612,0.58299,0.465168,0.541521,0.580821,0.510556,0.610337,0.478208,0.472974,0.632854,0.636467,0.545538,0.558189,0.5618,0.468533,0.58912,0.621216,0.576496,0.623494,0.40637,1
0.69918,0.549211,0.613164,0.571937,0.706936,0.348455,0.742002,0.592567,0.613796,0.590464,0.515089,0.497462,0.685384,0.463789,0.462009,0.384001,0.324801,0.479775,0.438027,0.524775,0
0.560696,0.443251,0.540893,0.643148,0.582664,0.49989,0.588867,0.673842,0.59028,0.479162,0.504297,0.463908,0.617824,0.510894,0.446514,0.547341,0.603989,0.543831,0.615211,0.507283,1
0.638408,0.445669,0.525448,0.563516,0.515368,0.399226,0.553533,0.470353,0.55211,0.621059,0.530811,0.631538,0.529595,0.620783,0.510058,0.553187,0.499303,0.571201,0.621009,0.470068,1
0.525296,0.573532,0.449397,0.437427,0.596447,0.672657,0.562989,0.5619,0.636835,0.459289,0.515489,0.388975,0.449293,0.50431,0.610235,0.573578,0.511926,0.581792,0.712575,0.521291,1
0.555378,0.390556,0.535875,0.601699,0.473207,0.575791,0.213494,0.627238,0.325608,0.511616,0.730731,0.425067,0.521372,0.190932,0.204635,0.372736,0.451248,0.598635,0.794202,0.539968,0
0.537603,0.562153,0.639036,0.468569,0.44365,0.548177,0.378217,0.365511,0.471134,0.573737,0.203051,0.58741,0.732128,0.483269,0.504214,0.500784,0.474752,0.553401,0.561069,0.365113,0
0.593892,0.509814,0.521082,0.285932,0.759932,0.624443,0.432603,0.459551,0.507668,0.068983,0.447472,0.41266,0.573598,0.513202,0.308482,0.421788,0.544706,0.559653,0.3375,0.335424,0
0.664388,0.40869,0.584555,0.287311,0.81315,0.268025,0.439784,0.56107,0.445096,0.549217,0.418227,0.487593,0.697755,0.752936,0.497825,0.615785,0.490027,0.565905,0.4625,0.303018,0
0.983895,0.653108,0.413555,0.505081,0.606988,0.372343,0.37452,0.643175,0.619726,0.514619,0.392046,0.210912,0.481295,0.256771,0.592293,0.716027,0.684824,0.487687,0.565663,0.419193,0
0.54406,0.588608,0.538742,0.48795,0.570723,0.540799,0.620432,0.602765,0.469838,0.583601,0.647925,0.50282,0.527076,0.600557,0.533302,0.59404,0.625401,0.62122,0.523946,0.492438,1
0.634382,0.698976,0.501271,0.415941,0.420948,0.619037,0.562918,0.577461,0.383205,0.622989,0.523216,0.799309,0.362027,0.516799,0.616216,0.531014,0.438834,0.49547,0.898419,0.34079,0
0.624506,0.574029,0.502574,0.557419,0.536596,0.477025,0.550192,0.536294,0.657624,0.585889,0.575045,0.647046,0.66442,0.624177,0.448213,0.438899,0.555935,0.658415,0.624398,0.5215,1
0.385977,0.46679,0.418051,0.630154,0.626668,0.649792,0.395564,0.529043,0.480744,0.317678,0.469589,0.487805,0.618712,0.502206,0.625799,0.719164,0.413307,0.632385,0.811069,0.452854,0
0.498025,0.543806,0.491887,0.358087,0.7889,0.50946,0.598251,0.811088,0.571876,0.542998,0.523949,0.482166,0.317431,0.578497,0.635177,0.525168,0.455573,0.535345,0.638479,0.72235,0
0.440747,0.572465,0.403454,0.40948,0.319599,0.314632,0.281388,0.677997,0.490491,0.520766,0.655919,0.582899,0.632195,0.258535,0.487087,0.565735,0.504952,0.553145,0.37259,0.416405,0
0.572394,0.521121,0.604106,0.779689,0.580231,0.545767,0.660387,0.614397,0.301411,0.785188,0.24149,0.5,0.550411,0.399104,0.242626,0.5616,0.571488,0.513334,0.648795,0.53948,0
0.548921,0.718532,0.465428,0.280488,0.395887,0.436482,0.655908,0.763955,0.335696,0.582172,0.257678,0.617651,0.748204,0.507364,0.508971,0.311136,0.504673,0.563928,0.471386,0.466722,0
0.607414,0.493671,0.681199,0.440258,0.531289,0.682446,0.433528,0.520734,0.525049,0.570091,0.569849,0.635133,0.489962,0.387769,0.440941,0.57208,0.485214,0.601314,0.804292,0.494181,1
0.319052,0,0.493516,0.447082,0.314882,0.819052,0.499218,0.511897,0.640174,0.577382,0.595297,0.299873,0.481073,0.729315,0.469145,0.694282,0.339936,0.618285,0.500904,0.471461,0
0.596323,0.509529,0.5087,0.595891,0.478367,0.502812,0.558936,0.532971,0.682162,0.611552,0.672907,0.547582,0.602489,0.537637,0.421979,0.56438,0.508021,0.681192,0.535994,0.540107,1
0.477287,0.540393,0.469404,0.454413,0.579789,0.497041,0.586165,0.50102,0.490423,0.497105,0.485111,0.556746,0.535817,0.484015,0.469893,0.466847,0.445599,0.624282,0.654518,0.518224,1
0.446293,0.404352,0.562854,0.46356,0.617749,0.537439,0.528935,0.584259,0.487356,0.322396,0.530811,0.543987,0.625306,0.434467,0.58407,0.491516,0.595969,0.570435,0.540663,0.512022,1
0.610529,0.398521,0.510394,0.494411,0.561731,0.474834,0.525665,0.607825,0.542499,0.634284,0.646926,0.549908,0.543744,0.486866,0.517738,0.510267,0.529642,0.525648,0.633961,0.491393,1
0.566925,0.425473,0.364875,0.503412,0.365593,0.496968,0.618939,0.489916,0.477609,0.514261,0.565519,0.697096,0.612119,0.496165,0.816637,0.591045,0.422304,0.691655,0.559337,0.598718,0
0.707384,0.475181,0.493776,0.324187,0.518759,0.202498,0.559932,0.521036,0.437666,0.771535,0.648125,0.593402,0.511149,0.535804,0.526641,0.403821,0.379481,0.592765,0.606702,0.525054,0
0.610301,0.566776,0.525709,0.538182,0.4665,0.476879,0.671122,0.454037,0.465953,0.608764,0.631137,0.537361,0.66116,0.515577,0.548049,0.53686,0.520156,0.525265,0.570105,0.488605,1
0.419477,0.593657,0.545324,0.557419,0.327781,0.598875,0.554955,0.526173,0.621566,0.524269,0.464792,0.522275,0.508408,0.530849,0.438358,0.600029,0.530199,0.584599,0.691717,0.334379,1
0.653601,0.640947,0.598045,0.718931,0.60087,0.569874,0.754017,0.57882,0.440188,0.526056,0.429152,0.393487,0.521446,0.515781,0.449844,0.440967,0.61194,0.560482,0.508283,0.458499,1
0.499848,0.528019,0.731965,0.495499,0.279059,0.705238,0.528437,0.533575,0.400723,0.350061,0.34135,0.482377,0.746722,0.464196,0.367405,0.650364,0.50544,0.633533,0.624623,0.532232,0
0.528943,0.56834,0.607559,0.54624,0.475787,0.510702,0.561638,0.733364,0.380956,0.561155,0.569516,0.516777,0.672272,0.503156,0.553011,0.531584,0.52999,0.575475,0.392846,0.386438,1
0.343892,0.438771,0.789508,0.544352,0.414314,0.537074,0.549694,0.569076,0.343399,0.475016,0.570981,0.51008,0.674346,0.538655,0.495175,0.565664,0.679872,0.48724,0.574172,0.484842,0
0.515269,0.611151,0.5029,0.598359,0.568438,0.523048,0.705887,0.542639,0.531797,0.658231,0.668443,0.677851,0.558115,0.471119,0.448892,0.605518,0.57365,0.639467,0.582078,0.565545,1
0.610453,0.695705,0.45044,0.622314,0.577652,0.644094,0.556519,0.619684,0.480472,0.517907,0.53201,0.520231,0.556708,0.514491,0.553894,0.49672,0.500767,0.56648,0.663479,0.534532,1
0.549605,0.578438,0.555881,0.493975,0.460677,0.558697,0.569743,0.510915,0.408152,0.522839,0.641929,0.65043,0.716868,0.351524,0.563001,0.465707,0.49463,0.560546,0.522816,0.565196,1
0.525448,0.582634,0.505246,0.443017,0.524655,0.582219,0.591924,0.609487,0.537659,0.51855,0.508893,0.510644,0.457886,0.505532,0.596915,0.54014,0.609569,0.694462,0.572816,0.509652,1
0.515801,0.509031,0.557902,0.480546,0.457655,0.283951,0.515925,0.376766,0.391248,0.429623,0.684831,0.614973,0.464701,0.356818,0.383037,0.446884,0.309667,0.442899,0.716943,0.551885,0
0.566317,0.445811,0.585011,0.558508,0.537112,0.438819,0.528224,0.549664,0.491991,0.512903,0.551262,0.656845,0.520409,0.491685,0.552467,0.653215,0.526991,0.462294,0.559337,0.471392,1
0.670617,0.498862,0.589703,0.399535,0.478956,0.643436,0.559434,0.359997,0.400518,0.526199,0.519552,0.467785,0.521076,0.37623,0.58305,0.242336,0.420212,0.744035,0.495934,0.330755,0
0.654284,0.550206,0.601303,0.626524,0.514631,0.516108,0.459903,0.578291,0.503442,0.513689,0.528746,0.644509,0.608712,0.534786,0.61574,0.550121,0.556633,0.643677,0.566717,0.433062,1
0.631495,0.611933,0.44679,0.411876,0.564532,0.742859,0.638988,0.507138,0.494581,0.483451,0.614816,0.497533,0.617083,0.559085,0.569933,0.523314,0.462477,0.600357,0.563102,0.452018,1
0.533804,0.546864,0.564158,0.558072,0.5792,0.505808,0.676667,0.519828,0.571059,0.496533,0.447472,0.522064,0.550485,0.546935,0.480699,0.511764,0.559353,0.535728,0.567922,0.487839,1
0.538666,0.525388,0.504073,0.44926,0.592762,0.596391,0.481302,0.578367,0.621498,0.492101,0.523483,0.567461,0.534632,0.534922,0.635789,0.54677,0.514856,0.631874,0.53863,0.386856,1
0.58113,0.628289,0.500358,0.488023,0.536006,0.62532,0.510024,0.433039,0.518438,0.43041,0.579508,0.675596,0.491888,0.425507,0.524331,0.499216,0.497698,0.548233,0.866114,0.544637,1
0.581966,0.632414,0.519453,0.420296,0.582074,0.388925,0.594768,0.537276,0.583464,0.604475,0.51369,0.481249,0.58108,0.68126,0.575031,0.491088,0.515344,0.534197,0.525828,0.481985,1
0.720905,0.675508,0.303356,0.508929,0.637724,0.516254,0.296744,0.476395,0.684411,0.4911,0.47312,0.477161,0.50426,0.298514,0.354085,0.730358,0.517366,0.68821,0.517696,0.32734,0
0.571483,0.485137,0.636689,0.545369,0.570576,0.439185,0.505261,0.671425,0.489333,0.503253,0.44141,0.506838,0.531002,0.395032,0.531671,0.623841,0.563956,0.422611,0.582831,0.541362,1
0.330751,0.667757,0.555099,0.358087,0.527235,0.641464,0.705389,0.455926,0.451367,0.421045,0.65845,0.478147,0.673235,0.568384,0.648294,0.694211,0.310015,0.697652,0.715136,0.487769,0
0.43186,0.569051,0.62118,0.481562,0.508071,0.383593,0.634295,0.518468,0.63588,0.570877,0.517021,0.477372,0.566931,0.608023,0.609012,0.478896,0.52727,0.577453,0.628238,0.538365,1
0.555834,0.254587,0.531443,0.681475,0.552517,0.441011,0.606996,0.472543,0.433508,0.460147,0.516221,0.21916,0.703534,0.49759,0.637148,0.59518,0.543242,0.563034,0.645557,0.285804,0
0.519067,0.685322,0.485956,0.317581,0.535491,0.438673,0.401393,0.649067,0.599005,0.517478,0.460129,0.553292,0.52915,0.518971,0.465067,0.653715,0.45892,0.424461,0.67244,0.521151,0
0.48777,0.607026,0.49143,0.480764,0.438564,0.615019,0.681928,0.489992,0.409311,0.627707,0.61868,0.570351,0.599378,0.528677,0.675479,0.692642,0.528595,0.547021,0.573042,0.398007,1
0.55591,0.438984,0.500619,0.531794,0.762143,0.670904,0.501564,0.827479,0.402222,0.454857,0.555193,0.51008,0.796355,0.480961,0.110099,0.691359,0.487306,0.839607,0.571611,0.524775,0
0.487314,0.3161,0.715412,0.61266,0.619739,0.428665,0.732973,0.533046,0.513394,0.350704,0.438745,0.464683,0.40966,0.500577,0.691654,0.441109,0.365741,0.559908,0.494804,0.460381,0
0.518383,0.482577,0.486608,0.589576,0.63824,0.509825,0.584317,0.495883,0.472497,0.606619,0.574579,0.543423,0.66279,0.580126,0.49001,0.648439,0.591784,0.501786,0.563027,0.508607,1
0.573838,0.503911,0.570805,0.47619,0.681507,0.60355,0.722807,0.465821,0.523482,0.60712,0.527213,0.454392,0.585821,0.508654,0.442776,0.584201,0.489678,0.50185,0.510392,0.418566,1
0.653829,0.60091,0.838449,0.364837,0.2739,0.494923,0.648016,0.537427,0.56063,0.576882,0.518686,0.470816,0.310912,0.404127,0.498437,0.338514,0.409402,0.549126,0.600301,0.658582,0
0.591234,0.519343,0.726817,0.534335,0.52554,0.482139,0.520759,0.532291,0.495672,0.46365,0.498634,0.480897,0.470553,0.482183,0.651488,0.478968,0.434789,0.610693,0.744051,0.450484,1
0.708295,0.518347,0.555751,0.510453,0.494361,0.623347,0.666714,0.381902,0.492264,0.536136,0.2726,0.532003,0.516705,0.491821,0.420484,0.287609,0.459409,0.652099,0.376581,0.405673,0
