@relation yeast-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Mcg numeric
@attribute Gvh numeric
@attribute Alm numeric
@attribute Mit numeric
@attribute Erl numeric
@attribute Pox numeric
@attribute Vac numeric
@attribute Nuc numeric
@attribute Class {MIT,NUC,CYT,ME1,ME2,ME3,EXC,VAC,POX,ERL}

@data
0.494382,0.45977,0.443038,0.29,0,0,0.657534,0.22,MIT
0.370787,0.321839,0.468354,0.2,0,0,0.780822,0.25,CYT
0.292135,0.563218,0.164557,0.25,0,0,0.69863,0.22,ME3
0.382022,0.494253,0.379747,0.64,0,0,0.739726,0.22,MIT
0.303371,0.37931,0.392405,0.75,0,0,0.684932,0.26,MIT
0.561798,0.471264,0.35443,0.19,0,0,0.739726,0.47,CYT
0.370787,0.45977,0.392405,0.37,0,0,0.684932,0.22,NUC
0.235955,0.241379,0.506329,0.17,0,0,0.712329,0.32,NUC
0.258427,0.241379,0.506329,0.18,0,0,0.712329,0.32,NUC
0.449438,0.632184,0.35443,0.59,0,0,0.739726,0.27,MIT
0.337079,0.195402,0.35443,0.28,0,0,0.739726,0.22,CYT
0.337079,0.344828,0.367089,0.28,0,0,0.684932,0.22,CYT
0.426966,0.310345,0.164557,0.26,0,0,0.684932,0.22,ME3
0.258427,0.310345,0.113924,0.23,0,0,0.69863,0.22,ME3
0.359551,0.356322,0.113924,0.18,0,0,0.69863,0.22,ME3
0.359551,0.367816,0.202532,0.12,0,0,0.657534,0.22,ME3
0.382022,0.505747,0.113924,0.17,0,0,0.69863,0.22,ME3
0.382022,0.505747,0.113924,0.17,0,0,0.69863,0.22,ME3
0.348315,0.356322,0.151899,0.17,0,0,0.739726,0.27,ME3
0.460674,0.425287,0.405063,0.1,0,0,0.657534,0.22,POX
0.47191,0.494253,0.35443,0.46,0,0,0.712329,0.22,MIT
0.382022,0.471264,0.417722,0.62,0,0,0.726027,0.22,MIT
0.449438,0.344828,0.531646,0.18,0,0,0.712329,0.22,CYT
0.449438,0.448276,0.341772,0.5,0,0,0.69863,0.22,MIT
0.494382,0.413793,0.367089,0.46,0,0,0.712329,0.25,MIT
0.438202,0.37931,0.392405,0.16,0,0,0.712329,0.26,CYT
0.438202,0.45977,0.303797,0.44,0,0,0.671233,0.22,MIT
0.382022,0.528736,0.405063,0.74,0,0,0.643836,0.25,MIT
0.629213,0.436782,0.405063,0.28,0,0,0.69863,0.22,MIT
0.269663,0.413793,0.329114,0.22,0,0,0.684932,0.28,MIT
0.404494,0.574713,0.56962,0.45,0,0,0.506849,0.11,MIT
0.449438,0.241379,0.278481,0.18,0,0,0.657534,0.25,CYT
0.505618,0.367816,0.481013,0.14,0,0,0.69863,0.26,NUC
0.382022,0.287356,0.481013,0.18,0,0,0.60274,0.45,NUC
0.359551,0.436782,0.493671,0.25,0,0,0.753425,0.22,CYT
0.404494,0.528736,0.278481,0.13,0,0,0.767123,0.3,ME3
0.325843,0.367816,0.265823,0.17,0,0,0.739726,0.26,ME3
0.876404,0.781609,0.189873,0.71,0,0,0.753425,0.63,ME1
0.52809,0.482759,0.392405,0.22,0,0,0.60274,0.22,MIT
0.539326,0.505747,0.316456,0.14,0,0,0.712329,0.22,MIT
0.426966,0.321839,0.139241,0.21,0,0,0.684932,0.32,ME3
0.269663,0.45977,0.177215,0.33,0,0,0.684932,0.32,ME3
0.348315,0.218391,0.506329,0.13,0,0,0.191781,0.27,NUC
0.438202,0.37931,0.265823,0.32,0,0,0.767123,0.55,ME3
0.640449,0.425287,0.278481,0.27,0,0,0.835616,0.22,ME2
0.438202,0.367816,0.35443,0.3,0,0,0.643836,0.4,NUC
0.393258,0.321839,0.367089,0.44,0,0,0.726027,0.22,MIT
0.325843,0.436782,0.265823,0.13,0,0,0.616438,0.25,ME3
0.662921,0.689655,0.202532,0.37,0,0,0.657534,0.31,ME1
0.786517,0.724138,0.139241,0.37,0,0,0.69863,0.22,ME2
0.606742,0.551724,0.227848,0.3,0,0,0.780822,0.28,ME3
0.404494,0.344828,0.177215,0.32,0,0,0.739726,0.22,ME3
0.348315,0.137931,0.493671,0.14,0,0,0.616438,0.22,CYT
0.134831,0.241379,0.253165,0.28,0,0,0.684932,0.27,NUC
0.831461,0.494253,0.151899,0.38,1,0,0.753425,0.25,ERL
0.258427,0.206897,0.493671,0.37,0,0,0.684932,0.3,NUC
0.539326,0.45977,0.329114,0.26,0,0,0.726027,0.31,NUC
0.629213,0.574713,0.164557,0.41,0,0,0.821918,0.33,ME1
0.662921,0.689655,0.21519,0.36,0,0,0.739726,0.22,ME1
0.483146,0.436782,0.417722,0.52,0,0,0.643836,0.25,MIT
0.47191,0.425287,0.417722,0.56,0,0,0.671233,0.41,MIT
0.820225,0.574713,0.21519,0.23,0,0,0.726027,0.22,EXC
0.280899,0.252874,0.329114,0.22,0,0,0.60274,0.31,ME3
0.516854,0.413793,0.341772,0.16,0,0,0.69863,0.22,NUC
0.303371,0.413793,0.417722,1,0,0,0.684932,0.27,CYT
0.359551,0.218391,0.443038,0.27,0,0,0.643836,0.27,NUC
0.820225,0.850575,0.303797,0.54,0,0,0.383562,0.22,ME1
0.179775,0.494253,0.443038,0.18,0,0,0.712329,0.22,CYT
0.876404,0.793103,0.493671,0.49,0,0,0.753425,0.22,ME2
0.842697,0.908046,0.367089,0.37,1,0,0.726027,0.32,ERL
0.292135,0.482759,0.101266,0.32,0,0,0.69863,0.22,ME3
0.853933,0.804598,0.455696,0.36,0,0,0.493151,0.22,EXC
0.359551,0.367816,0.417722,0.14,0,0,0.684932,0.31,CYT
0.460674,0.402299,0.417722,0.28,0,0,0.739726,0.22,NUC
0.741573,0.54023,0.265823,0.33,0,0,0.780822,0.22,ME2
0.730337,0.701149,0.443038,0.34,0,0,0.69863,0.3,ME2
0.52809,0.724138,0.240506,0.37,0,0,0.739726,0.3,ME2
0.932584,0.54023,0.151899,0.49,0,0,0.739726,0.22,ME2
0.280899,0.356322,0.455696,0.18,0,0,0.575342,0.22,MIT
0.348315,0.436782,0.227848,0.22,0,0,0.671233,0.26,ME3
0.348315,0.218391,0.341772,0.16,0,0,0.753425,0.22,VAC
0.359551,0.287356,0.379747,0.24,0,0,0.630137,0.33,NUC
0.41573,0.505747,0.392405,0.61,0,0,0.69863,0.22,MIT
0.280899,0.241379,0.316456,0.19,0,0,0.712329,0.22,ME2
0.449438,0.344828,0.329114,0.19,0,0,0.712329,0.37,CYT
0.483146,0.471264,0.35443,0.14,0,0,0.767123,0.22,CYT
0.370787,0.321839,0.291139,0.13,0,0,0.671233,0.42,NUC
0.460674,0.563218,0.417722,0.19,0,0,0.684932,0.22,MIT
0.393258,0.310345,0.21519,0.18,0,0,0.671233,0.22,ME3
0.640449,0.425287,0.43038,0.65,0,0,0.630137,0.31,MIT
0.47191,0.356322,0.329114,0.22,0,0,0.726027,0.22,NUC
0.393258,0.011494,0.189873,0.21,0,0,0.684932,0.25,ME3
0.438202,0.367816,0.341772,0.17,0,0,0.684932,0.26,CYT
0.370787,0.45977,0.278481,0.17,0,0,0.739726,0.75,NUC
0.393258,0.390805,0.316456,0.16,0,0,0.69863,0.22,CYT
0.460674,0.413793,0.455696,0.57,0,0,0.69863,0.22,NUC
0.573034,0.586207,0.443038,0.2,0,0,0.657534,0.33,NUC
0.393258,0.218391,0.468354,0.17,0,0,0.835616,0.25,NUC
0.426966,0.563218,0.556962,0.18,0,0,0.630137,0.43,NUC
0.314607,0.275862,0.151899,0.23,0,0,0.726027,0.26,ME3
0.314607,0.275862,0.443038,0.15,0,0,0.684932,0.27,CYT
0.314607,0.275862,0.151899,0.23,0,0,0.712329,0.26,ME3
0.41573,0.436782,0.455696,0.24,0,0,0.684932,0.22,CYT
0.438202,0.563218,0.417722,0.66,0,0,0.671233,0.22,MIT
0.404494,0.471264,0.417722,0.48,0,0,0.726027,0.26,MIT
0.685393,0.517241,0.265823,0.28,0,0,0.657534,0.22,MIT
0.337079,0.321839,0.379747,0.19,0,0,0.780822,0.22,MIT
0.786517,0.597701,0.392405,0.41,0,0,0.780822,0.26,MIT
0.438202,0.413793,0.392405,0.2,0,0,0.589041,0.52,NUC
0.078652,0.402299,0.316456,0.12,0,0,0,0.25,NUC
0.168539,0.287356,0.392405,0.36,0,0,0.657534,0.56,NUC
0.47191,0.436782,0.379747,0.11,0,0,0.671233,0.41,NUC
0.52809,0.413793,0.367089,0.41,0,0,0.780822,0.22,MIT
0.573034,0.54023,0.329114,0.16,0,0,0.726027,0.22,CYT
0.640449,0.517241,0.379747,0.19,0,1,0.739726,0.22,POX
0.449438,0.390805,0.253165,0.44,0,0,0.684932,0.22,ME3
0.426966,0.356322,0.303797,0.22,0,0,0.69863,0.22,CYT
0.235955,0.390805,0.43038,0.25,0,0,0.671233,0.22,MIT
0.393258,0.505747,0.392405,0.28,0,0,0.712329,0.22,NUC
0.47191,0.402299,0.303797,0.44,0,0,0.671233,0.27,MIT
0.426966,0.402299,0.316456,0.63,0,0,0.712329,0.22,MIT
0.662921,0.45977,0.265823,0.22,0,0,0.69863,0.28,NUC
0.640449,0.632184,0.35443,0.15,0,0,0.726027,0.22,EXC
0.404494,0.54023,0.177215,0.21,0,0,0.712329,0.22,ME3
0.494382,0.413793,0.303797,0.18,0,0,0.671233,0.22,NUC
0.325843,0.45977,0.506329,0.21,0,0,0.657534,0.33,NUC
0.516854,0.356322,0.265823,0.2,0,0,0.739726,0.22,CYT
0.325843,0.390805,0.341772,0.18,0,0,0.630137,0.22,CYT
0.258427,0.471264,0.417722,0.13,0,0,0.712329,0.22,CYT
0.359551,0.804598,0.43038,0.2,0,0,0.643836,0.4,NUC
0.494382,0.597701,0.367089,0.28,0,0,0.753425,0.22,NUC
0.202247,0.37931,0.417722,0.27,0,0,0.671233,0.22,CYT
0.393258,0.333333,0.493671,0.21,0,0,0.547945,0.22,EXC
0.775281,0.781609,0.43038,0.35,0,0,0.575342,0.22,EXC
0.764045,0.701149,0.35443,0.33,0,0,0.657534,0.22,EXC
0.382022,0.402299,0.531646,0.67,0,0,0.657534,0.22,MIT
0.617978,0.448276,0.392405,0.44,0,0,0.767123,0.27,MIT
0.438202,0.413793,0.481013,0.47,0,0,0.671233,0.36,MIT
0.292135,0.206897,0.405063,0.16,0,0,0.726027,0.44,NUC
0.359551,0.298851,0.481013,0.13,0,0,0.561644,0.43,NUC
0.41573,0.390805,0.417722,0.55,0,0,0.69863,0.65,MIT
0.550562,0.528736,0.303797,0.23,0,0,0.753425,0.22,MIT
0.382022,0.689655,0.329114,0.65,0,0,0.739726,0.43,MIT
0.617978,0.471264,0.35443,0.16,0,0,0.739726,0.36,NUC
0.393258,0.482759,0.506329,0.13,0,0,0.643836,0.22,CYT
0.348315,0.425287,0.405063,0.22,0,1,0.684932,0.22,POX
0.617978,0.609195,0.139241,0.54,0,0,0.69863,0.22,ME2
0.707865,0.494253,0.177215,0.36,0,0,0.69863,0.25,ME2
0.876404,0.448276,0.253165,0.26,0,0,0.712329,0.31,ME2
0.629213,0.436782,0.417722,0.21,0,0,0.589041,0.3,MIT
0.52809,0.37931,0.316456,0.34,0,0,0.684932,0.43,NUC
0.325843,0.632184,0.367089,0.82,0,0,0.60274,0.36,MIT
0.539326,0.505747,0.278481,0.26,0,0,0.69863,0.22,MIT
0.314607,0.195402,0.443038,0.12,0,0,0.726027,0.38,NUC
0.550562,0.563218,0.417722,0.4,0,0,0.684932,0.22,MIT
0.280899,0.310345,0.405063,0.48,0,0,0.657534,0.22,MIT
0.449438,0.333333,0.443038,0.38,0,0,0.630137,0.22,MIT
0.337079,0.471264,0.468354,0.2,0,0,0.712329,0.22,MIT
0.516854,0.310345,0.518987,0.3,0,0,0.657534,0.11,MIT
0.460674,0.425287,0.481013,0.31,0,0,0.684932,0.22,MIT
0.348315,0.45977,0.405063,0.64,0,0,0.643836,0.22,MIT
0.438202,0.37931,0.544304,0.36,0,0,0.671233,0.22,MIT
0.550562,0.436782,0.493671,0.38,0,1,0.712329,0.24,MIT
0.382022,0.287356,0.544304,0.14,0,0,0.739726,0.22,MIT
0.550562,0.505747,0.544304,0.52,0,0,0.643836,0.28,MIT
0.337079,0.448276,0.405063,0.41,0,0,0.534247,0.33,MIT
0.382022,0.344828,0.531646,0.4,0,0,0.808219,0.11,MIT
0.370787,0.356322,0.582278,0.35,0,0,0.657534,0.26,MIT
0.52809,0.448276,0.506329,0.33,0,0,0.520548,0.11,MIT
0.516854,0.551724,0.43038,0.27,0,0,0.60274,0.21,MIT
0.595506,0.586207,0.443038,0.21,0,0,0.684932,0.22,MIT
0.505618,0.425287,0.506329,0.49,0,0,0.630137,0.28,MIT
0.550562,0.37931,0.481013,0.16,0,0,0.671233,0.22,MIT
0.280899,0.287356,0.443038,0.44,0,0,0.657534,0.22,MIT
0.47191,0.448276,0.506329,0.35,0,0,0.684932,0.22,MIT
0.573034,0.528736,0.417722,0.47,0,0,0.630137,0.22,MIT
0.494382,0.425287,0.493671,0.31,0,0,0.630137,0.27,MIT
0.52809,0.45977,0.455696,0.46,0,0,0.69863,0.27,MIT
0.606742,0.45977,0.43038,0.52,0,0,0.643836,0.27,MIT
0.303371,0.471264,0.417722,0.41,0,0,0.69863,0.22,MIT
0.52809,0.45977,0.367089,0.53,0,0,0.643836,0.31,MIT
0.561798,0.37931,0.379747,0.37,0,0,0.69863,0.22,MIT
0.494382,0.528736,0.329114,0.64,0,0,0.739726,0.33,MIT
0.483146,0.586207,0.367089,0.13,0,0,0.671233,0.22,MIT
0.325843,0.701149,0.35443,0.16,0,0,0.69863,0.22,MIT
0.730337,0.724138,0.177215,0.27,0,0,0.60274,0.22,ME1
0.449438,0.494253,0.379747,0.42,0,0,0.726027,0.36,MIT
0.359551,0.218391,0.367089,0.29,0,0,0.684932,0.22,MIT
0.426966,0.356322,0.303797,0.55,0,0,0.657534,0.22,MIT
0.235955,0.367816,0.291139,0.2,0,0,0.753425,0.33,NUC
0.449438,0.54023,0.379747,0.26,0,0,0.739726,0.22,NUC
0.426966,0.37931,0.265823,0.46,0,0,0.753425,0.22,NUC
0.449438,0.402299,0.379747,0.43,0,0,0.671233,0.22,MIT
0.460674,0.287356,0.518987,0.12,0,0,0.561644,0.28,NUC
0.47191,0.310345,0.455696,0.12,0,0,0.726027,0.32,NUC
0.449438,0.494253,0.518987,0.24,0,0,0.712329,0.51,NUC
0.58427,0.54023,0.367089,0.27,0,0,0.753425,0.22,MIT
0.393258,0.356322,0.405063,0.31,0,0,0.657534,0.22,MIT
0.52809,0.505747,0.417722,0.69,0,0,0.739726,0.22,MIT
0.561798,0.528736,0.329114,0.49,0,0,0.739726,0.22,MIT
0.58427,0.390805,0.443038,0.12,0,0,0.684932,0.22,MIT
0.494382,0.45977,0.417722,0.4,0,0,0.657534,0.22,MIT
0.337079,0.390805,0.468354,0.62,0,0,0.684932,0.22,MIT
0.370787,0.45977,0.405063,0.37,0,0,0.69863,0.22,MIT
0.516854,0.310345,0.341772,0.24,0,0,0.753425,0.22,CYT
0.393258,0.37931,0.443038,0.12,0,0,0.753425,0.22,MIT
0.404494,0.37931,0.43038,0.28,0,0,0.60274,0.46,NUC
0.314607,0.252874,0.35443,0.17,0,0,0.671233,0.22,NUC
0.52809,0.287356,0.240506,0.21,0,0,0.684932,0.22,CYT
0.47191,0.321839,0.367089,0.24,1,0,0.643836,0.22,CYT
0.359551,0.310345,0.367089,0.18,0,0,0.684932,0.28,CYT
0.337079,0.528736,0.316456,0.19,0,0,0.493151,0.22,EXC
0.52809,0.494253,0.392405,0.25,0,0,0.780822,0.35,NUC
0.449438,0.597701,0.405063,0.19,0,0,0.671233,0.22,EXC
0.786517,0.758621,0.139241,0.37,0,0,0.561644,0.22,ME1
0.370787,0.321839,0.101266,0.21,0,0,0.671233,0.22,ME3
0.426966,0.54023,0.43038,0.17,0,0,0.60274,0.22,CYT
0.505618,0.574713,0.392405,0.2,0,0,0.465753,0.26,NUC
0.348315,0.172414,0.455696,0.18,0,0,0.575342,0.22,NUC
0.449438,0.37931,0.417722,0.41,0,0,0.726027,0.22,MIT
0.292135,0.321839,0.303797,0.14,0,0,0.643836,0.22,CYT
0.280899,0.298851,0.43038,0.26,0,0,0.671233,0.22,NUC
0.438202,0.264368,0.405063,0.41,0,0,0.753425,0.36,CYT
0.539326,0.517241,0.227848,0.52,0,0,0.684932,0.31,CYT
0.752809,0.574713,0.405063,0.13,0,0,0.739726,0.22,ME2
0.404494,0.528736,0.202532,0.31,0,0,0.69863,0.36,NUC
0.41573,0.563218,0.392405,0.3,0,0,0.69863,0.37,NUC
0.47191,0.551724,0.379747,0.49,0,0,0.739726,0.27,MIT
0.247191,0.37931,0.405063,0.29,0,0,0.684932,0.55,NUC
0.314607,0.241379,0.594937,0.3,0,0,0.684932,0.29,NUC
0,0.321839,0.582278,0.13,0,0,0.616438,0.29,NUC
0.325843,0.45977,0.291139,0.18,0,0,0.739726,0.31,NUC
0.404494,0.425287,0.43038,0.19,0,0,0.849315,0.22,CYT
0.269663,0.425287,0.291139,0.27,0,0,0.69863,0.22,CYT
0.280899,0.195402,0.367089,0.19,0,0,0.753425,0.3,NUC
0.426966,0.356322,0.379747,0.18,0,0,0.712329,0.27,CYT
0.269663,0.356322,0.417722,0.26,0,0,0.712329,0.26,NUC
0.359551,0.172414,0.405063,0.34,0,0,0.753425,0.57,NUC
0.382022,0.091954,0.35443,0.24,0,0,0.630137,0.31,NUC
0.370787,0.241379,0.506329,0.13,0,0,0.671233,0.26,NUC
0.853933,0.390805,0.493671,0.47,0,0,0.808219,0.22,NUC
0.213483,0.482759,0.468354,0.16,0,0,0.835616,0.28,NUC
0.202247,0.241379,0.43038,0.24,0,0,0.69863,0.22,CYT
0.404494,0.390805,0.367089,0.15,0,0,0.684932,0.48,NUC
0.449438,0.241379,0.35443,0.16,0,0,0.726027,0.21,NUC
0.595506,0.724138,0.379747,0.18,0,0,0.630137,0.22,NUC
0.382022,0.321839,0.468354,0.48,0,0,0.726027,0.64,NUC
0.88764,0.471264,0.481013,0.2,0,0,0.657534,0.22,NUC
0.865169,0.528736,0.417722,0.39,0,0,0.561644,0.3,NUC
0.662921,0.436782,0.329114,0.24,0,0,0.726027,0.25,NUC
0.157303,0.264368,0.468354,0.3,0,0,0.794521,0.31,NUC
0.651685,0.563218,0.35443,0,1,0,0.643836,0.22,NUC
0.808989,0.505747,0.265823,0.57,0,0,0.684932,0.32,ME2
0.359551,0.287356,0.21519,0.12,0,0,0.684932,0.22,ME2
0.752809,0.597701,0.240506,0.16,0,0,0.863014,0.22,MIT
0.460674,0.586207,0.164557,0.16,0,0,0.780822,0.22,MIT
0.337079,0.413793,0.468354,0.22,0,0,0.712329,0.22,MIT
0.52809,0.436782,0.443038,0.16,0,0,0.465753,0.22,NUC
0.41573,0.413793,0.303797,0.23,0,0,0.69863,0.22,ME3
0.314607,0.333333,0.35443,0.1,0,0,0.671233,0.65,NUC
0.314607,0.172414,0.417722,0.14,0,0,0.808219,0.22,MIT
0.730337,0.62069,0.202532,0.22,0,0,0.739726,0.22,ME2
0.426966,0.16092,0.455696,0.18,0,1,0.739726,0.22,POX
0.191011,0.402299,0.443038,0.16,0,0,0.657534,0.26,CYT
0.651685,0.298851,0.392405,0.12,0,0,0.520548,0.35,CYT
0.595506,0.448276,0.367089,0.26,0,0,0.69863,0.31,NUC
0.505618,0.402299,0.367089,0.3,0,0,0.69863,0.22,CYT
0.438202,0.425287,0.417722,0.16,0,0,0.671233,0.22,POX
0.404494,0.344828,0.481013,0.27,0,0,0.753425,0.22,POX
0.640449,0.528736,0.291139,0.49,0,0,0.547945,0.26,POX
0.438202,0.436782,0.455696,0.27,0,0,0.657534,0.22,POX
0.382022,0.37931,0.506329,0.2,0,0,0.849315,0.22,CYT
0.47191,0.436782,0.189873,0.13,0,0,0.712329,0.22,ME3
0.550562,0.471264,0.417722,0.53,0,0,0.712329,0.27,MIT
0.426966,0.367816,0.405063,0.16,0,0,0.671233,0.31,CYT
0.449438,0.37931,0.455696,0.25,0,0,0.726027,0.22,CYT
0.426966,0.367816,0.316456,0.18,0,0,0.671233,0.31,CYT
0.460674,0.37931,0.379747,0.18,0,0,0.684932,0.22,CYT
0.494382,0.528736,0.392405,0.1,0,0,0.726027,0.22,CYT
0.314607,0.517241,0.367089,0.1,0,0,0.69863,0.25,CYT
0.247191,0.287356,0.303797,0.19,0,0,0.739726,0.37,NUC
0.561798,0.37931,0.291139,0.47,0,0,0.684932,0.37,NUC
0.337079,0.402299,0.21519,0.13,0,0,0.69863,0.35,ME3
0.292135,0.333333,0.493671,0.13,0,0,0.69863,0.22,NUC
0.382022,0.517241,0.481013,0.44,0,0,0.767123,0.22,MIT
0.707865,0.873563,0.139241,0.24,0,0,0.739726,0.32,ME1
0.449438,0.37931,0.35443,0.21,0,0,0.753425,0.22,VAC
0.775281,0.793103,0.455696,0.26,0,0,0.780822,0.27,VAC
0.393258,0.413793,0.303797,0.28,0,0,0.753425,0.22,VAC
0.325843,0.264368,0.43038,0.15,0,0,0.726027,0.22,VAC
0.629213,0.37931,0.468354,0.3,0,0,0.780822,0.27,NUC
0.438202,0.218391,0.35443,0.49,0,0,0.657534,0.32,MIT
0.719101,0.54023,0.278481,0.35,0,0,0.616438,0.27,MIT
0.505618,0.632184,0.392405,0.39,0,0,0.493151,0.22,MIT
0.41573,0.367816,0.481013,0.35,0,0,0.753425,0.3,MIT
0.168539,0.172414,0.493671,0.2,0,0,0.739726,0.31,MIT
0.539326,0.367816,0.468354,0.21,0,0,0.671233,0.22,MIT
0.41573,0.448276,0.35443,0.35,0,0.60241,0.69863,0.22,MIT
0.539326,0.517241,0.329114,0.61,0,0,0.60274,0.3,MIT
0.438202,0.505747,0.518987,0.25,0,0,0.69863,0.22,MIT
0.516854,0.413793,0.367089,0.2,0,0,0.69863,0.28,CYT
0.573034,0.344828,0.35443,0.29,0,0,0.684932,0.27,CYT
0.382022,0.321839,0.35443,0.14,1,0,0.726027,0.3,CYT
0.404494,0.413793,0.493671,0.15,0,0,0.520548,0.22,CYT
0.337079,0.402299,0.417722,0.24,0,0,0.506849,0.51,NUC
0.393258,0.37931,0.405063,0.23,0,0,0.69863,0.22,CYT
0.41573,0.333333,0.341772,0.19,0,0,0.794521,0.22,CYT
0.359551,0.367816,0.405063,0.19,0,0,0.767123,0.22,CYT
0.191011,0.264368,0.43038,0.15,0,0,0.780822,0.22,CYT
0.41573,0.37931,0.468354,0.26,0,0,0.60274,0.22,NUC
0.707865,0.678161,0.367089,0.28,0,0,0.684932,0.27,EXC
0.707865,0.678161,0.367089,0.28,0,0,0.671233,0.27,EXC
0.741573,0.678161,0.341772,0.26,0,0,0.69863,0.22,EXC
0.370787,0.333333,0.455696,0.22,0,0,0.684932,0.25,NUC
0.707865,0.701149,0.379747,0.27,0,0,0.684932,0.22,EXC
0.47191,0.471264,0.278481,0.18,0,0,0.726027,0.31,NUC
0.303371,0.367816,0.202532,0.19,0,0,0.712329,0.3,ME3
0.325843,0.275862,0.417722,0.13,0,0,0.657534,0.22,NUC
0.224719,0.195402,0.164557,0.19,0,0,0.753425,0.3,ME3
0.539326,0.551724,0.379747,0.62,0,0,0.69863,0.38,MIT
0.382022,0.310345,0.278481,0.22,0,0,0.69863,0.48,NUC
0.404494,0.471264,0.405063,0.77,0,0,0.712329,0.36,MIT
0.741573,0.747126,0.379747,0.28,0,0,0.452055,0.22,EXC
0.707865,0.666667,0.392405,0.3,0,0,0.369863,0.22,EXC
0.741573,0.689655,0.379747,0.27,0,0,0.465753,0.22,EXC
0.404494,0.551724,0.367089,0.23,0,0,0.671233,0.22,ME3
0.752809,0.643678,0.291139,0.26,0,0,0.739726,0.22,ME1
0.426966,0.54023,0.113924,0.34,0,0,0.684932,0.43,ME3
0.179775,0.494253,0.113924,0.14,0,0,0.712329,0.39,ME3
0.325843,0.298851,0.151899,0.17,0,0,0.69863,0.31,VAC
0.94382,0.666667,0.075949,0.39,0,0,0.424658,0.22,ME2
0.966292,0.666667,0.101266,0.42,0,0,0.479452,0.22,ME2
0.370787,0.344828,0.164557,0.21,0,0,0.753425,0.4,ME3
0.314607,0.413793,0.113924,0.19,0,0,0.712329,0.31,ME3
0.303371,0.402299,0.379747,0.13,0,0,0.684932,0.32,NUC
0.292135,0.436782,0.227848,0.18,0,0,0.69863,0.27,ME3
0.179775,0.413793,0.189873,0.26,0,0,0.671233,0.26,ME3
0.426966,0.402299,0.392405,0.2,0,0,0.753425,0.22,NUC
0.280899,0.298851,0.417722,0.16,0,0,0.684932,0.28,NUC
0.483146,0.45977,0.341772,0.14,0,0,0.671233,0.33,NUC
0.292135,0.402299,0.367089,0.26,0,0,0.712329,0.39,NUC
0.157303,0.298851,0.367089,0.23,0,0,0.684932,0.28,NUC
0.426966,0.666667,0.417722,0.13,0,0,0.794521,0.22,NUC
0.505618,0.425287,0.443038,0.26,0,0,0.726027,0.27,NUC
0.337079,0.45977,0.253165,0.15,0,0,0.739726,0.25,NUC
0.438202,0.367816,0.405063,0.21,0,0,0.383562,0.22,NUC
0.393258,0.275862,0.341772,0.36,0,0,0.657534,0.22,POX
0.617978,0.482759,0.164557,0.2,0,0,0.849315,0.22,ME3
0.382022,0.390805,0.405063,0.15,0,0,0.712329,0.27,CYT
0.719101,0.643678,0.341772,0.13,0,0,0.780822,0.4,VAC
0.58427,0.482759,0.405063,0.51,0,0,0.753425,0.22,VAC
0.494382,0.574713,0.417722,0.16,0,0,0.616438,0.27,CYT
0.393258,0.563218,0.417722,0.25,0,0,0.630137,0.22,CYT
0.47191,0.528736,0.341772,0.14,0,0,0.69863,0.22,CYT
0.348315,0.45977,0.455696,0.17,0,0,0.671233,0.22,CYT
0.460674,0.37931,0.443038,0.2,0,0,0.684932,0.22,CYT
0.247191,0.252874,0.443038,0.19,0,0,0.684932,0.22,NUC
0.382022,0.402299,0.443038,0.56,0,0,0.643836,0.22,NUC
0.505618,0.402299,0.367089,0.17,0,0,0.69863,0.26,CYT
0.741573,0.505747,0.303797,0.17,0,0,0.726027,0.22,CYT
0.505618,0.528736,0.417722,0.18,0,0,0.657534,0.46,NUC
0.247191,0.298851,0.392405,0.09,0,0,0.643836,0.28,NUC
0.41573,0.321839,0.417722,0.39,0,0,0.69863,0.22,NUC
0.213483,0.195402,0.316456,0.32,0,0,0.616438,0.22,NUC
0.303371,0.149425,0.493671,0.1,0,0,0.657534,0.44,NUC
0.640449,0.298851,0.367089,0.15,0,0,0.657534,0.37,NUC
0.573034,0.321839,0.392405,0.17,0,0,0.657534,0.22,NUC
0.460674,0.275862,0.341772,0.13,0,0,0.753425,0.22,NUC
0.235955,0.402299,0.35443,0.17,0,0,0.643836,0.22,NUC
0.258427,0.252874,0.468354,0.2,0,0,0.630137,0.32,NUC
0.247191,0.091954,0.405063,0.15,1,0,0.712329,0.5,NUC
0.426966,0.367816,0.455696,0.24,0,0,0.643836,0.38,NUC
0.325843,0.172414,0.341772,0.06,0,0,0.671233,0.42,NUC
0.449438,0.298851,0.443038,0.25,0,0,0.69863,0.33,NUC
0.382022,0.367816,0.392405,0.17,0,0,0.739726,0.22,CYT
0.191011,0.436782,0.43038,0.19,0,0,0.780822,0.22,CYT
0.449438,0.436782,0.443038,0.28,0,0,0.739726,0.27,CYT
0.41573,0.494253,0.35443,0.32,0,0,0.684932,0.22,CYT
0.539326,0.37931,0.341772,0.46,0,0,0.671233,0.22,CYT
0.449438,0.37931,0.240506,0.65,0,0,0.671233,0.22,MIT
0.292135,0.356322,0.379747,0.56,0,0,0.684932,0.38,NUC
0.786517,0.482759,0.177215,0.34,0,0,0.69863,0.22,ME2
0.47191,0.367816,0.405063,0.18,0,0,0.575342,0.22,CYT
0.382022,0.16092,0.367089,0.33,0,0,0.726027,0.26,CYT
