@relation banana-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute At1 numeric
@attribute At2 numeric
@attribute Class {-1.0,1.0}

@data
0.283051,0.363799,1.0
0.281356,0.555018,-1.0
0.781356,0.188172,1.0
0.2,0.026882,1.0
0.546102,0.786738,-1.0
0.872881,0.629032,1.0
0.610508,0.188172,-1.0
0.500339,0.257885,-1.0
0.718644,0.575986,-1.0
0.56322,0.197133,-1.0
0.502712,0.200717,-1.0
0.533627,0.313978,1.0
0.606102,0.472222,1.0
0.519881,0.457527,1.0
0.718644,0.636201,1.0
0.665085,0.650538,-1.0
0.179661,0.132616,1.0
0.527203,0.648746,-1.0
0.612203,0.672043,1.0
0.387966,0.385305,1.0
0.493559,0.385663,1.0
0.720339,0.616487,-1.0
0.194915,0.243728,1.0
0.769492,0.47724,-1.0
0.342373,0.636201,-1.0
0.593729,0.195341,-1.0
0.747458,0.444946,-1.0
0.578305,0.729391,1.0
0.474237,0.191756,-1.0
0.558644,0.641577,-1.0
0.415424,0.182796,-1.0
0.592712,0.727599,1.0
0.548136,0.707885,-1.0
0.255932,0.533692,-1.0
0.255932,0.572939,-1.0
0.639492,0.422097,1.0
0.410508,0.225806,-1.0
0.176271,0.177419,1.0
0.408644,0.411165,1.0
0.367119,0.688172,-1.0
0.431017,0.193548,-1.0
0.528746,0.643369,-1.0
0.901695,0.58871,1.0
0.428814,0.175627,-1.0
0.429153,0.129032,-1.0
0.533864,0.202509,-1.0
0.610169,0.222222,-1.0
0.503051,0.41629,1.0
0.438644,0.241935,-1.0
0.762712,0.283513,1.0
0.408475,0.484588,1.0
0.464915,0.531183,1.0
0.497458,0.659498,-1.0
0.723729,0.442993,-1.0
0.828814,0.249104,-1.0
0.413051,0.296774,-1.0
0.744068,0.544444,-1.0
0.568644,0.395699,1.0
0.675593,0.492832,1.0
0.363559,0.172043,-1.0
0.310169,0.247312,1.0
0.244068,0.298746,1.0
0.506271,0.121864,-1.0
0.840678,0.641577,1.0
0.665932,0.413638,1.0
0.552034,0.584229,-1.0
0.368305,0.273656,-1.0
0.737288,0.264875,1.0
0.390508,0.24552,-1.0
1,0.66129,1.0
0.64661,0.331541,1.0
0.403559,0.381362,1.0
0.618644,0.240143,-1.0
0.354237,0.442294,1.0
0.723729,0.419122,-1.0
0.305085,0.587993,-1.0
0.545085,0.273297,-1.0
0.745763,0.385663,-1.0
0.798305,0.26362,-1.0
0.679322,0.575269,-1.0
0.891525,0.650538,1.0
0.597119,0.496416,1.0
0.559492,0.198925,-1.0
0.723729,0.422312,-1.0
0.3,0.356093,1.0
0.507864,0.198925,-1.0
0.386102,0.354659,1.0
0.681864,0.645161,-1.0
0.632542,0.591219,-1.0
0.720339,0.693548,1.0
0.432203,0.320609,1.0
0.272881,0.306093,1.0
0.762712,0.163082,1.0
0.247458,0.22043,1.0
0.636102,0.732975,-1.0
0.529305,0.765233,-1.0
0.340678,0.41767,1.0
0.69,0.418065,-1.0
0.467119,0.460573,1.0
0.442881,0.549462,1.0
0.713559,0.292832,1.0
0.754237,0.514695,-1.0
0.544576,0.137993,-1.0
0.479831,0.60681,-1.0
0.512508,0.342473,1.0
0.286441,0.527419,-1.0
0.540678,0.163082,-1.0
0.755932,0.505018,-1.0
0.469492,0.555018,1.0
0.822034,0.666667,1.0
0.480678,0.500538,1.0
0.631525,0.668459,1.0
0.449661,0.251971,-1.0
0.387458,0.499283,1.0
0.639831,0.822581,-1.0
0.844068,0.577778,1.0
0.419492,0.184588,-1.0
0.589322,0.734767,-1.0
0.48339,0.16129,-1.0
0.349153,0.352688,1.0
0.634915,0.57957,-1.0
0.644576,0.793907,1.0
0.737288,0.736559,-1.0
0.397458,0.605197,-1.0
0.279661,0.364158,1.0
0.545254,0.646953,-1.0
0.827119,0.697133,1.0
0.477966,0.430412,1.0
0.594576,0.227599,-1.0
0.891525,0.688172,1.0
0.805085,0.66129,1.0
0.883051,0.625448,1.0
0.481017,0.539964,1.0
0.550847,0.177419,-1.0
0.738983,0.482258,-1.0
0.366102,0.564158,-1.0
0.36,0.515591,1.0
0.527729,0.236559,-1.0
0.611356,0.26147,-1.0
0.19322,0.267025,1.0
0.559831,0.293548,-1.0
0.459831,0.253943,-1.0
0.590678,0.504122,1.0
0.394915,0.273835,-1.0
0.36322,0.508065,1.0
0.542712,0.470968,1.0
0.733898,0.489606,-1.0
0.469153,0.364516,1.0
0.328814,0.533513,-1.0
0.680169,0.472401,-1.0
0.466271,0.57276,1.0
0.40322,0.441918,1.0
0.550339,0.260932,-1.0
0.563559,0.240143,-1.0
0.504915,0.189964,-1.0
0.41339,0.494444,1.0
0.613051,0.639785,-1.0
0.822034,0.693548,1.0
0.530271,0.202509,-1.0
0.622712,0.390323,1.0
0.350847,0.247312,-1.0
0.320339,0.383871,1.0
0.384068,0.582079,-1.0
0.556102,0.775986,-1.0
0.479831,0.668459,-1.0
0.316949,0.629032,-1.0
0.711864,0.530466,-1.0
0.536102,0.428013,1.0
0.518966,0.37043,1.0
0.605085,0.222222,-1.0
0.540119,0.177419,-1.0
0.587288,0.650538,-1.0
0.247458,0.446416,-1.0
0.527119,0.15233,-1.0
0.624068,0.634409,-1.0
0.524932,0.262724,-1.0
0.65661,0.602509,-1.0
0.749153,0.488351,-1.0
0.283051,0.414928,1.0
0.388983,0.637993,-1.0
0.519542,0.159498,-1.0
0.676949,0.614695,-1.0
0.563898,0.434892,1.0
0.626102,0.301254,1.0
0.363051,0.25233,-1.0
0.64,0.394265,1.0
0.727119,0.29319,1.0
0.254237,0.565054,-1.0
0.566949,0.502151,-1.0
0.825424,0.670251,1.0
0.417119,0.407168,1.0
0.530983,0.241935,-1.0
0.688644,0.510215,-1.0
0.415424,0.657706,-1.0
0.732203,0.426797,-1.0
0.971186,0.601434,1.0
0.578475,0.285663,1.0
0.333898,0.179211,-1.0
0.330508,0.552509,-1.0
0.529288,0.646953,-1.0
0.532136,0.240143,-1.0
0.166102,0.168459,1.0
0.30678,0.466487,1.0
0.425932,0.465233,1.0
0.983051,0.670251,1.0
0.544237,0.72043,-1.0
0.519068,0.173835,-1.0
0.328814,0.501075,1.0
0.489153,0.15233,-1.0
0.473051,0.224014,-1.0
0.560339,0.77957,1.0
0.427627,0.224014,-1.0
0.483729,0.218638,-1.0
0.730508,0.419964,-1.0
0.379322,0.322581,1.0
0.344068,0.592652,-1.0
0.624576,0.611111,-1.0
0.701695,0.56595,-1.0
0.692542,0.614695,-1.0
0.69322,0.731183,1.0
0.659153,0.606631,-1.0
0.64661,0.677419,-1.0
0.656271,0.750896,-1.0
0.850847,0.668459,1.0
0.389661,0.172043,-1.0
0.749153,0.341219,1.0
0.801695,0.319892,-1.0
0.715254,0.487455,-1.0
0.255932,0.510036,-1.0
0.510729,0.428346,1.0
0.20678,0.218638,1.0
0.372542,0.65233,-1.0
0.65678,0.459319,-1.0
0.7,0.567921,-1.0
0.406271,0.599104,-1.0
0.639322,0.402151,-1.0
0.495424,0.620072,-1.0
0.418475,0.227599,-1.0
0.546271,0.387634,1.0
0.671356,0.659498,-1.0
0.401864,0.359498,1.0
0.530153,0.134409,-1.0
0.789831,0.684588,1.0
0.576949,0.758065,-1.0
0.808475,0.375806,-1.0
0.412542,0.368459,1.0
0.617119,0.593369,-1.0
0.266102,0.597849,-1.0
0.497288,0.22043,-1.0
0.53478,0.291039,-1.0
0.328814,0.566487,-1.0
0.705085,0.38871,1.0
0.614407,0.679211,-1.0
0.512,0.738351,1.0
0.923729,0.666667,1.0
0.422203,0.255376,-1.0
0.370678,0.413584,1.0
0.252542,0.550538,-1.0
0.569661,0.42147,1.0
0.665763,0.53638,-1.0
0.750847,0.304839,-1.0
0.635085,0.616487,-1.0
0.266102,0.518996,-1.0
0.318644,0.515771,-1.0
0.504746,0.759857,1.0
0.649153,0.702509,1.0
0.600169,0.426823,1.0
0.252542,0.541577,-1.0
0.167797,0.274373,1.0
0.291525,0.543907,-1.0
0.611864,0.65233,-1.0
0.490169,0.332258,1.0
0.784746,0.650538,1.0
0.452373,0.297312,-1.0
0.710169,0.473656,-1.0
0.648136,0.390323,1.0
0.164407,0.325269,1.0
0.514729,0.202509,-1.0
0.665254,0.42586,-1.0
0.710169,0.536559,-1.0
0.438136,0.637993,-1.0
0.434915,0.274731,-1.0
0.20339,0.285125,1.0
0.358475,0.395699,1.0
0.628136,0.236559,1.0
0.462373,0.123656,-1.0
0.627288,0.544624,-1.0
0.284746,0.24552,1.0
0.419661,0.172043,-1.0
0.475254,0.325986,1.0
0.405593,0.125448,-1.0
0.378136,0.586918,-1.0
0.612881,0.672043,1.0
0.481186,0.579928,1.0
0.864407,0.303763,-1.0
0.267797,0.322043,1.0
0.497458,0.243728,-1.0
0.218644,0.523118,-1.0
0.496271,0.424319,1.0
0.417288,0.380466,1.0
0.397288,0.261649,-1.0
0.420339,0.429907,1.0
0.517983,0.130824,-1.0
0.682203,0.527957,-1.0
0.694915,0.576882,-1.0
0.054237,0.445556,-1.0
0.737288,0.444498,-1.0
0.415593,0.247312,-1.0
0.617288,0.600538,-1.0
0.48322,0.276344,-1.0
0.570339,0.392115,1.0
0.213559,0.536022,-1.0
0.437797,0.650538,-1.0
0.677627,0.337634,1.0
0.720339,0.554301,-1.0
0.396441,0.182796,-1.0
0.417288,0.536022,1.0
0.438983,0.417652,1.0
0.373051,0.269892,-1.0
0.465932,0.458602,1.0
0.533119,0.403405,1.0
0.44661,0.195341,-1.0
0.504068,0.442921,1.0
0.40339,0.271685,1.0
0.752542,0.383513,-1.0
0.779661,0.713262,1.0
0.80678,0.253047,-1.0
0.504068,0.184588,-1.0
0.19322,0.399642,1.0
0.820339,0.243728,-1.0
0.923729,0.697133,1.0
0.733898,0.576703,-1.0
0.434576,0.641577,-1.0
0.509051,0.182796,-1.0
0.276271,0.268638,1.0
0.631695,0.429276,1.0
0.588814,0.372043,1.0
0.59678,0.475986,-1.0
0.752542,0.543728,-1.0
0.397627,0.463441,1.0
0.447458,0.143369,-1.0
0.745763,0.620072,-1.0
0.405763,0.213262,-1.0
0.617458,0.2819,1.0
0.433559,0.396237,1.0
0.377797,0.273835,-1.0
0.311864,0.267563,1.0
0.41678,0.264516,-1.0
0.612542,0.312186,1.0
0.657797,0.731183,1.0
0.438814,0.625448,-1.0
0.653898,0.263978,1.0
0.742373,0.620072,-1.0
0.733898,0.428737,-1.0
0.661186,0.786738,-1.0
0.723729,0.65233,1.0
0.577966,0.344982,1.0
0.308475,0.302151,1.0
0.376441,0.675627,-1.0
0.444407,0.472222,1.0
0.767797,0.155914,1.0
0.249153,0.22043,1.0
0.844068,0.625448,1.0
0.571864,0.842294,-1.0
0.524847,0.250179,-1.0
0.216949,0.313082,1.0
0.322034,0.243728,-1.0
0.397119,0.512186,1.0
0.725424,0.255197,1.0
0.650508,0.752688,1.0
0.561864,0.668459,-1.0
0.676102,0.524731,-1.0
0.676949,0.463262,-1.0
0.311864,0.514158,-1.0
0.649153,0.670251,1.0
0.388475,0.21147,-1.0
0.58661,0.32276,1.0
0.711864,0.436953,-1.0
0.477966,0.198925,-1.0
0.461186,0.251971,-1.0
0.396271,0.371147,1.0
0.432542,0.222222,-1.0
0.437458,0.591756,-1.0
0.949153,0.66129,1.0
0.546949,0.731183,-1.0
0.501864,0.709677,-1.0
0.261017,0.309498,1.0
0.662373,0.579749,-1.0
0.402203,0.243728,-1.0
0.526915,0.437491,1.0
0.40339,0.511649,1.0
0.281356,0.216846,1.0
0.288136,0.377778,1.0
0.651356,0.758065,-1.0
0.625085,0.515054,-1.0
0.528068,0.469176,1.0
0.69661,0.519355,-1.0
0.3,0.629032,-1.0
0.235593,0.503943,-1.0
0.517458,0.18638,-1.0
0.352542,0.390502,1.0
0.311864,0.231183,-1.0
0.777966,0.542473,-1.0
0.350847,0.589427,1.0
0.383559,0.292652,-1.0
0.784746,0.38172,-1.0
0.507136,0.247312,-1.0
0.352542,0.197133,-1.0
0.403898,0.360573,1.0
0.374915,0.22043,-1.0
0.29661,0.55681,-1.0
0.898305,0.645161,1.0
0.566102,0.511828,1.0
0.920339,0.630824,1.0
0.627797,0.400179,1.0
0.867797,0.351792,-1.0
0.427458,0.184588,-1.0
0.245763,0.200717,1.0
0.655763,0.282258,1.0
0.403898,0.326523,1.0
0.403051,0.231183,-1.0
0.798305,0.438423,-1.0
0.352542,0.502151,1.0
0.79661,0.679211,1.0
0.310169,0.338172,1.0
0.380508,0.360753,1.0
0.745763,0.326882,1.0
0.48678,0.802867,-1.0
0.408475,0.236559,-1.0
0.718644,0.148746,1.0
0.616949,0.5819,-1.0
0.450847,0.177419,-1.0
0.592034,0.249642,-1.0
0.523441,0.478853,1.0
0.419153,0.346237,1.0
0.547966,0.148746,-1.0
0.486271,0.449821,1.0
0.622034,0.637993,-1.0
0.672203,0.254659,1.0
0.519712,0.482616,1.0
0.52461,0.471326,1.0
0.676949,0.602151,-1.0
0.387119,0.531362,1.0
0.595424,0.368459,1.0
0.70678,0.672043,1.0
0.415424,0.65233,-1.0
0.510475,0.231183,-1.0
0.624576,0.505197,-1.0
0.677627,0.693548,1.0
0.583898,0.529032,1.0
0.548983,0.375448,1.0
0.194915,0.379391,1.0
0.561356,0.466667,1.0
0.279661,0.351254,1.0
0.568644,0.361111,1.0
0.473729,0.52957,1.0
0.261017,0.24552,1.0
0.366102,0.267921,-1.0
0.323729,0.503943,1.0
0.489322,0.234767,-1.0
0.737288,0.369534,1.0
0.774576,0.240143,1.0
0.439153,0.291039,-1.0
0.544068,0.227599,-1.0
0.466441,0.265233,-1.0
0.677797,0.521864,-1.0
0.590678,0.443656,-1.0
0.405085,0.204301,-1.0
0.537763,0.270789,1.0
0.382712,0.189964,-1.0
0.183051,0.096774,1.0
0.261017,0.552867,-1.0
0.395763,0.232975,-1.0
0.383051,0.606272,-1.0
0.576949,0.704301,-1.0
0.279661,0.387993,1.0
0.572373,0.688172,1.0
0.47661,0.282258,1.0
0.771186,0.337097,1.0
0.607797,0.700717,-1.0
0.830508,0.389247,-1.0
0.66339,0.508961,-1.0
0.089831,0.414265,-1.0
0.382034,0.337455,1.0
0.534915,0.207885,-1.0
0.397966,0.492832,1.0
0.745763,0.487097,-1.0
0.752542,0.645161,1.0
0.581356,0.243728,-1.0
0.342373,0.317921,1.0
0.416271,0.724014,-1.0
0.854237,0.24552,-1.0
0.517,0.232975,-1.0
0.7,0.225806,1.0
0.328814,0.558961,-1.0
0.434237,0.599104,1.0
0.668475,0.634409,-1.0
0.347458,0.614695,-1.0
0.367627,0.215054,-1.0
0.222034,0.145161,1.0
0.52061,0.225806,-1.0
0.261017,0.497491,-1.0
0.432373,0.21147,-1.0
0.44661,0.516846,1.0
0.767797,0.675627,1.0
0.320339,0.546416,-1.0
0.647627,0.663082,-1.0
0.288136,0.232975,1.0
0.453729,0.438244,1.0
0.569661,0.496416,1.0
0.374237,0.659498,-1.0
0.742373,0.241935,1.0
0.574407,0.695341,-1.0
0.395932,0.625448,-1.0
0.513542,0.793907,1.0
0.764407,0.303405,1.0
0.713559,0.459319,-1.0
0.391017,0.189964,-1.0
0.261017,0.141577,1.0
0.29661,0.45448,1.0
0.337288,0.218638,-1.0
0.540847,0.179211,-1.0
0.441695,0.213262,-1.0
0.356949,0.612903,-1.0
0.478136,0.600538,1.0
0.431017,0.734767,-1.0
0.607458,0.247312,-1.0
0.502881,0.761649,-1.0
0.509271,0.227599,-1.0
0.762712,0.537097,-1.0
0.738983,0.399821,-1.0
0.517407,0.191756,-1.0
0.597119,0.724014,1.0
0.349153,0.274552,1.0
0.640678,0.561828,-1.0
0.583729,0.61828,-1.0
0.198305,0.238351,1.0
0.432034,0.311828,1.0
0.757627,0.184588,1.0
0.742373,0.522401,-1.0
0.382034,0.600179,-1.0
0.481864,0.567204,1.0
0.617288,0.597133,-1.0
0.491525,0.458423,1.0
0.644746,0.215054,1.0
0.725424,0.534767,-1.0
0.596271,0.172043,-1.0
0.426271,0.137993,-1.0
0.189831,0.120072,1.0
0.519407,0.195341,-1.0
0.372542,0.611111,-1.0
0.501356,0.18638,-1.0
0.210169,0.525986,-1.0
0.440508,0.351434,1.0
0.496949,0.492473,1.0
0.44322,0.24552,-1.0
0.737288,0,1.0
0.386949,0.606093,-1.0
0.725424,0.448925,-1.0
0.598136,0.697133,-1.0
0.767797,0.11828,1.0
0.542203,0.724014,1.0
0.422712,0.189964,-1.0
0.711864,0.505556,-1.0
0.464915,0.328674,1.0
0.772881,0.677419,1.0
0.8,0.327957,-1.0
0.264407,0.645161,-1.0
0.333898,0.625448,-1.0
0.533068,0.668459,-1.0
0.457966,0.234767,-1.0
0.54678,0.184588,-1.0
0.389831,0.280824,-1.0
0.63322,0.75448,1.0
0.444407,0.391398,1.0
0.648305,0.530645,-1.0
0.392034,0.189964,-1.0
0.471186,0.688172,-1.0
0.511983,0.195341,-1.0
0.496271,0.368459,1.0
0.646441,0.325448,1.0
0.349153,0.455735,1.0
0.588983,0.294982,-1.0
0.732203,0.407706,-1.0
0.271186,0.570968,-1.0
0.533661,0.40448,1.0
0.701695,0.363441,1.0
0.381356,0.240143,-1.0
0.58322,0.173835,-1.0
0.29661,0.34552,1.0
0.487627,0.566308,1.0
0.612373,0.616487,-1.0
0.411017,0.648746,-1.0
0.698305,0.706093,1.0
0.607627,0.704301,-1.0
0.622373,0.469892,-1.0
0.583051,0.587634,-1.0
0.578136,0.71147,-1.0
0.55,0.435,1.0
0.391017,0.595161,-1.0
0.549661,0.271505,1.0
0.70678,0.594086,-1.0
0.627797,0.591039,-1.0
0.463898,0.783154,1.0
0.536644,0.200717,-1.0
0.571525,0.172043,-1.0
0.672203,0.283692,1.0
0.407627,0.510573,1.0
0.568644,0.679211,-1.0
0.572881,0.534229,-1.0
0.635932,0.695341,-1.0
0.406949,0.168459,-1.0
0.487458,0.200717,-1.0
0.503559,0.277419,-1.0
0.211864,0.207885,1.0
0.506441,0.373477,1.0
0.355085,0.260394,-1.0
0.442542,0.441201,1.0
0.301695,0.51129,-1.0
0.441356,0.137993,-1.0
0.54322,0.348925,1.0
0.642034,0.568817,-1.0
0.708475,0.206093,1.0
0.257627,0.356452,1.0
0.477288,0.51595,1.0
0.65322,0.783154,1.0
0.932203,0.597849,1.0
0.464746,0.449642,1.0
0.738983,0.393548,-1.0
0.486441,0.181004,-1.0
0.70678,0.100358,1.0
0.453559,0.198925,-1.0
0.883051,0.620072,1.0
0.561017,0.801075,-1.0
0.558814,0.181004,-1.0
0.435763,0.249104,-1.0
0.522654,0.249104,-1.0
0.408475,0.729391,-1.0
0.323729,0.334767,1.0
0.577966,0.478853,1.0
0.415593,0.664875,-1.0
0.645763,0.400717,1.0
0.679661,0.299821,1.0
0.610339,0.289785,1.0
0.408305,0.323297,1.0
0.711864,0.465054,-1.0
0.538475,0.198925,-1.0
0.715254,0.331362,1.0
0.521017,0.202509,-1.0
0.449322,0.269892,1.0
0.595593,0.277778,-1.0
0.905085,0.177419,-1.0
0.547288,0.284409,1.0
0.606441,0.663082,-1.0
0.347458,0.655914,-1.0
0.749153,0.302151,-1.0
0.315254,0.587814,-1.0
0.467966,0.257168,-1.0
0.55322,0.229391,-1.0
0.405254,0.56362,-1.0
0.500508,0.22043,-1.0
0.708475,0.231183,1.0
0.520814,0.243728,-1.0
0.569322,0.536738,1.0
0.575424,0.72043,1.0
0.215254,0.590323,-1.0
0.434407,0.181004,-1.0
0.618136,0.382616,1.0
0.115254,0.47491,-1.0
0.43661,0.236559,-1.0
0.468644,0.191756,-1.0
0.952542,0.697133,1.0
0.603559,0.792115,-1.0
0.690847,0.579391,-1.0
0.650169,0.507348,-1.0
0.3,0.59086,-1.0
0.749153,0.732975,1.0
0.79322,0.360573,-1.0
0.589322,0.428198,1.0
0.368814,0.26362,-1.0
0.762712,0.44457,-1.0
0.415424,0.521864,1.0
0.670508,0.632616,-1.0
0.222034,0.340323,1.0
0.59,0.412168,1.0
0.308475,0.46129,1.0
0.340678,0.318638,1.0
0.402203,0.509857,1.0
0.335593,0.428624,1.0
0.267797,0.255197,1.0
0.377627,0.702509,-1.0
0.626271,0.761649,1.0
0.385085,0.54552,1.0
0.457458,0.625448,-1.0
0.68322,0.382796,1.0
0.79322,0.736559,1.0
0.267797,0.22043,1.0
0.593729,0.513082,1.0
0.464237,0.249104,-1.0
0.808475,0.448566,-1.0
0.382373,0.693548,-1.0
0.769492,0.337455,-1.0
0.428983,0.438961,1.0
0.732203,0.410448,-1.0
0.517932,0.454301,1.0
0.382373,0.681004,-1.0
0.649661,0.247312,1.0
0.694915,0.75448,1.0
0.556102,0.197133,-1.0
0.532932,0.255018,-1.0
0.653898,0.204301,1.0
0.713559,0.537993,-1.0
0.595593,0.526344,1.0
0.742373,0.358244,-1.0
0.42,0.173835,-1.0
0.489661,0.479749,1.0
0.391695,0.623656,-1.0
0.598305,0.472401,1.0
0.655593,0.598925,-1.0
0.526763,0.247312,-1.0
0.487119,0.181004,-1.0
0.429831,0.360215,1.0
0.535559,0.204301,-1.0
0.376441,0.540323,-1.0
0.264407,0.218638,1.0
0.494068,0.265412,-1.0
0.269492,0.224014,1.0
0.61322,0.241935,1.0
0.705085,0.537634,-1.0
0.356441,0.296595,1.0
0.444407,0.218638,-1.0
0.823729,0.471147,-1.0
0.673729,0.361649,1.0
0.962712,0.222222,-1.0
0.7,0.479391,-1.0
0.648475,0.722222,-1.0
0.732203,0.510394,-1.0
0.500508,0.179211,-1.0
0.514,0.391039,1.0
0.439661,0.612903,-1.0
0.347458,0.604659,-1.0
0.685085,0.087814,1.0
0.488136,0.448029,1.0
0.19322,0.538351,-1.0
0.808475,0.343728,-1.0
0.376949,0.562903,-1.0
0.578305,0.241935,-1.0
0.233898,0.31129,1.0
0.441356,0.154122,-1.0
0.62322,0.372581,1.0
0.430508,0.470609,1.0
0.761017,0.271685,1.0
0.458644,0.234767,-1.0
0.650169,0.605914,-1.0
0.652203,0.168459,-1.0
0.515797,0.368817,1.0
0.642034,0.611111,-1.0
0.264407,0.546237,-1.0
0.496271,0.206093,-1.0
0.437797,0.551971,1.0
0.762712,0.181004,1.0
0.399153,0.215054,-1.0
0.499831,0.406989,1.0
0.745763,0.54086,-1.0
0.757627,0.24552,1.0
0.723729,0.215054,1.0
0.510424,0.22043,-1.0
0.66678,0.646953,-1.0
0.678475,0.141577,1.0
0.347458,0.666667,-1.0
0.337288,0.454301,1.0
0.482373,0.213262,-1.0
0.534627,0.198925,-1.0
0.605593,0.207885,-1.0
0.755932,0.659498,1.0
0.376441,0.541935,-1.0
0.514458,0.238351,-1.0
0.662034,0.40448,1.0
0.271186,0.561649,-1.0
0.385932,0.30914,1.0
0.794915,0.437043,-1.0
0.649492,0.707885,1.0
0.769492,0.394624,-1.0
0.389661,0.170251,-1.0
0.301695,0.449462,1.0
0.529424,0.486201,1.0
0.575932,0.188172,-1.0
0.668814,0.229391,1.0
0.613898,0.420591,1.0
0.494746,0.729391,1.0
0.472034,0.472581,1.0
0.452203,0.385125,1.0
0.665424,0.580466,-1.0
0.823729,0.430645,-1.0
0.259322,0.52043,-1.0
0.546949,0.273835,-1.0
0.342373,0.425269,1.0
0.301695,0.370968,1.0
0.298305,0.324194,1.0
0.225424,0.145161,1.0
0.48,0.238351,-1.0
0.480847,0.283333,-1.0
0.590678,0.670251,1.0
0.288136,0.400358,1.0
0.599322,0.236559,-1.0
0.781356,0.570789,-1.0
0.767797,0.589247,-1.0
0.7,0.598925,-1.0
0.215254,0.276523,1.0
0.335593,0.477778,1.0
0.320339,0.215054,-1.0
0.569153,0.632616,-1.0
0.742373,0.215054,1.0
0.365254,0.611111,-1.0
0.565593,0.256272,-1.0
0.589322,0.713262,1.0
0.565593,0.501792,1.0
0.646102,0.455735,-1.0
0.565932,0.347491,1.0
0.680169,0.458065,1.0
0.483559,0.421541,1.0
0.738983,0.517204,-1.0
0.320339,0.684588,-1.0
0.322034,0.260036,-1.0
0.527271,0.253943,-1.0
0.631695,0.604659,-1.0
0.644746,0.234767,1.0
0.487288,0.526703,1.0
0.575593,0.399462,1.0
0.558475,0.198925,-1.0
0.779661,0.700717,1.0
0.394746,0.495161,1.0
0.404068,0.303405,-1.0
0.458814,0.548566,1.0
0.335593,0.349462,1.0
0.607797,0.31828,1.0
0.514763,0.425305,1.0
0.877966,0.625448,1.0
0.30678,0.218638,1.0
0.767797,0.445269,-1.0
0.872881,0.26828,-1.0
0.415593,0.293548,-1.0
0.591864,0.358423,1.0
0.544407,0.535663,1.0
0.764407,0.695341,1.0
0.261017,0.533692,-1.0
0.668475,0.445323,1.0
0.478305,0.562724,1.0
0.427119,0.51828,1.0
0.459153,0.256452,-1.0
0.563729,0.507706,1.0
0.675932,0.299462,1.0
0.450508,0.630824,-1.0
0.716949,0.260215,1.0
0.539576,0.804659,-1.0
0.602203,0.595878,-1.0
0.484746,0.24552,-1.0
0.637458,0.460753,1.0
0.552203,0.732975,-1.0
0.494068,0.439857,1.0
0.658644,0.504122,1.0
0.384068,0.343907,1.0
0.366102,0.338351,1.0
0.344068,0.695341,-1.0
0.587288,0.655914,-1.0
0.938983,0.65233,1.0
0.177966,0.500179,-1.0
0.536186,0.247312,-1.0
0.398814,0.416183,1.0
0.667458,0.500358,-1.0
0.571356,0.489785,1.0
0.332203,0.41086,1.0
0.384576,0.170251,-1.0
0.487966,0.368459,1.0
0.462034,0.177419,-1.0
0.308475,0.307706,1.0
0.65661,0.677419,-1.0
0.350847,0.586559,-1.0
0.664915,0.41819,1.0
0.604746,0.663082,1.0
0.330508,0.384409,1.0
0.716949,0.516846,-1.0
0.63678,0.247312,1.0
0.891525,0.594265,1.0
0.501864,0.585484,1.0
0.425254,0.532616,1.0
0.596102,0.74552,1.0
0.500339,0.50448,1.0
0.188136,0.585125,-1.0
0.46661,0.528495,1.0
0.461186,0.255376,-1.0
0.578814,0.400896,1.0
0.484407,0.363082,1.0
0.39678,0.654122,-1.0
0.427797,0.641577,-1.0
0.749153,0.289606,1.0
0.311864,0.164875,-1.0
0.524497,0.691756,-1.0
0.216949,0.331004,1.0
0.471695,0.596416,-1.0
0.323729,0.559498,-1.0
0.238983,0.594982,-1.0
0.266102,0.177419,1.0
0.277966,0.302688,1.0
0.628136,0.74552,1.0
0.519966,0.392115,1.0
0.565424,0.29086,-1.0
0.394407,0.325627,1.0
0.425254,0.395699,1.0
0.764407,0.419982,-1.0
0.500169,0.200717,-1.0
0.49339,0.462366,1.0
0.401525,0.641577,-1.0
0.403559,0.259498,-1.0
0.683898,0.471147,1.0
0.372712,0.534588,-1.0
0.323729,0.582796,-1.0
0.744068,0.423297,-1.0
0.621356,0.367025,1.0
0.530186,0.458244,1.0
0.48661,0.393369,1.0
0.668644,0.600179,-1.0
0.340678,0.218638,-1.0
0.422712,0.251075,-1.0
0.284746,0.27491,1.0
0.47322,0.384767,1.0
0.598983,0.632616,-1.0
0.694915,0.499462,-1.0
0.745763,0.363799,1.0
0.825424,0.641577,1.0
0.710169,0.510394,-1.0
0.298305,0.312366,1.0
0.252542,0.331362,1.0
0.320339,0.509857,-1.0
0.694915,0.709677,1.0
0.757627,0.532796,-1.0
0.485932,0.614695,-1.0
0.354237,0.209677,-1.0
0.621356,0.30914,1.0
0.456949,0.677419,-1.0
0.42661,0.270609,-1.0
0.152542,0.446075,-1.0
0.647288,0.695341,1.0
0.575932,0.264695,-1.0
0.635763,0.43095,1.0
0.611017,0.586738,-1.0
0.747458,0.402509,-1.0
0.345763,0.359857,1.0
0.771186,0.419982,-1.0
0.730508,0.399821,-1.0
0.632034,0.282258,-1.0
0.483898,0.491398,1.0
0.184746,0.500538,-1.0
0.496949,0.234767,-1.0
0.813559,0.677419,1.0
0.677119,0.32957,1.0
0.507644,0.281183,-1.0
0.656102,0.621864,-1.0
